,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,ومدير,گ.مديريت ارزش سرمايه ص ب كشوري,155361,170572945,737761493354,4357,4422,4272,-85,-1.95,4325,-32,-0.73,4219,4458,1400-4-9,2021-06-30
1,بركت,گروه دارويي بركت,41649,108420879,4499581348640,39620,41600,41600,1980,5,41500,1880,4.75,40500,41600,1400-4-9,2021-06-30
2,لطيف,محصولات كاغذي لطيف,35366,961351,39874916778,39503,41478,41478,1975,5,41478,1975,5,41478,41478,1400-4-9,2021-06-30
3,شستا,سرمايه گذاري تامين اجتماعي,35228,176032943,2437035989190,13510,13390,13910,400,2.96,13840,330,2.44,13130,14180,1400-4-9,2021-06-30
4,پالايش,صندوق پالايشي يكم-سهام,23215,26410984,1900637935680,71740,71740,71620,-120,-0.17,71960,220,0.31,71300,72720,1400-4-9,2021-06-30
5,شپنا,پالايش نفت اصفهان,21137,137445183,1777117539370,12820,12650,12830,10,0.08,12930,110,0.86,12490,13280,1400-4-9,2021-06-30
6,غكورش,صنعت غذايي كورش,20967,14513682,582558183370,39350,39370,40790,1440,3.66,40140,790,2.01,39000,41000,1400-4-9,2021-06-30
7,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,17632,677248371,1762086348988,2499,2490,2623,124,4.96,2602,103,4.12,2420,2623,1400-4-9,2021-06-30
8,خساپا,سايپا,17486,600402356,1195005592165,2008,1990,1971,-37,-1.84,1990,-18,-0.9,1952,2059,1400-4-9,2021-06-30
9,خودرو,ايران‌ خودرو,16554,499708692,1086165144783,2184,2160,2151,-33,-1.51,2174,-10,-0.46,2142,2228,1400-4-9,2021-06-30
10,غپاك,لبنيات‌ پاك‌,15896,64869200,1305244840720,20500,19480,21110,610,2.98,20120,-380,-1.85,19480,21230,1400-4-9,2021-06-30
11,كرمان,س. توسعه و عمران استان كرمان,14373,793480909,939634514171,1130,1186,1186,56,4.96,1184,54,4.78,1164,1186,1400-4-9,2021-06-30
12,شتران,پالايش نفت تهران,13227,141498156,1398228497520,9510,9600,9800,290,3.05,9880,370,3.89,9350,9980,1400-4-9,2021-06-30
13,چخزر,صنايع چوب خزر كاسپين,12727,5342529,191681374371,34679,35800,36412,1733,5,35878,1199,3.46,34679,36412,1400-4-9,2021-06-30
14,دارا يكم,صندوق واسطه گري مالي يكم-سهام,11858,6330722,804148101200,127660,127390,126650,-1010,-0.79,127020,-640,-0.5,126450,127980,1400-4-9,2021-06-30
15,فملي,ملي‌ صنايع‌ مس‌ ايران‌,11639,61924440,758028561610,12240,12250,12250,10,0.08,12240,0,0,12180,12370,1400-4-9,2021-06-30
16,رافزا,رايان هم افزا,10486,2084697,162759003983,75431,75040,76900,1469,1.95,78073,2642,3.5,75040,79202,1400-4-9,2021-06-30
17,سپيدار,سپيدار سيستم آسيا,9846,2633277,153148526671,55502,56990,58277,2775,5,58159,2657,4.79,55718,58277,1400-4-9,2021-06-30
18,بوعلي,پتروشيمي بوعلي سينا,9792,4872095,222387395190,47400,46950,45410,-1990,-4.2,45650,-1750,-3.69,45030,46950,1400-4-9,2021-06-30
19,فولاد,فولاد مباركه اصفهان,8536,47625377,506046838270,10670,10580,10600,-70,-0.66,10630,-40,-0.37,10520,10730,1400-4-9,2021-06-30
20,آريا,پليمر آريا ساسول,8455,4403116,401383934818,89428,90101,91830,2402,2.69,91159,1731,1.94,90000,91920,1400-4-9,2021-06-30
21,نوري,پتروشيمي نوري,8113,11286558,976773951540,84110,85400,88230,4120,4.9,86540,2430,2.89,84190,88230,1400-4-9,2021-06-30
22,شاروم,پتروشيمي اروميه,7985,13412218,217313664053,15500,16000,16275,775,5,16203,703,4.54,15620,16275,1400-4-9,2021-06-30
23,زملارد,كشاورزي و دامپروري ملارد شير,7799,1974231,58253291788,29150,29380,30100,950,3.26,29507,357,1.22,28800,30299,1400-4-9,2021-06-30
24,فرابورس,فرابورس ايران,7512,18341122,576634147028,32237,33190,30750,-1487,-4.61,31439,-798,-2.48,30626,33190,1400-4-9,2021-06-30
25,كدما,معدني‌ دماوند,7421,3485611,479155703390,131330,137000,137890,6560,5,137470,6140,4.68,130010,137890,1400-4-9,2021-06-30
26,پترول,گ.س.وت.ص.پتروشيمي خليج فارس,6937,33586980,315093214600,9390,9310,9370,-20,-0.21,9380,-10,-0.11,9310,9460,1400-4-9,2021-06-30
27,وتجارت,بانك تجارت,6887,192018759,504536237201,2648,2640,2612,-36,-1.36,2628,-20,-0.76,2600,2670,1400-4-9,2021-06-30
28,ثبهساز,بهساز كاشانه تهران,6874,50459458,97989807880,1927,1952,1916,-11,-0.57,1942,15,0.78,1900,1990,1400-4-9,2021-06-30
29,غزر,صنعتي زر ماكارون,6868,2664782,61596278400,23540,23550,23330,-210,-0.89,23110,-430,-1.83,22810,23710,1400-4-9,2021-06-30
30,كزغال,زغال سنگ پروده طبس,6863,2921192,98643584385,33710,33770,33700,-10,-0.03,33768,58,0.17,33526,34550,1400-4-9,2021-06-30
31,اخابر,مخابرات ايران,6821,96804094,883081027010,8850,9290,8920,70,0.79,9120,270,3.05,8800,9290,1400-4-9,2021-06-30
32,خپارس,پارس‌ خودرو,6811,298323513,345541351688,1161,1153,1159,-2,-0.17,1158,-3,-0.26,1136,1190,1400-4-9,2021-06-30
33,غالبر,لبنيات‌ كالبر,6051,21518256,332926912100,15480,14710,16140,660,4.26,15470,-10,-0.06,14710,16250,1400-4-9,2021-06-30
34,وكبهمن,مديريت سرمايه گذاري كوثربهمن,5966,2422064,28999656828,11914,12001,11999,85,0.71,11973,59,0.5,11552,12190,1400-4-9,2021-06-30
35,چفيبر,فيبر ايران‌,5882,37170425,306648835670,8610,8180,8250,-360,-4.18,8250,-360,-4.18,8180,8490,1400-4-9,2021-06-30
36,سيتا,سرمايه گذاري سيمان تامين,5399,8144436,126949553710,15650,15580,15360,-290,-1.85,15590,-60,-0.38,15140,15980,1400-4-9,2021-06-30
37,حكشتي,كشتيراني جمهوري اسلامي ايران,5322,27214783,459954534070,16930,16910,16790,-140,-0.83,16900,-30,-0.18,16730,17200,1400-4-9,2021-06-30
38,بورس,بورس اوراق بهادار تهران,5182,20883108,709618121170,32520,34140,33260,740,2.28,33980,1460,4.49,32700,34140,1400-4-9,2021-06-30
39,ولپارس,ليزينگ پارسيان,5088,6366209,26246632791,4064,4072,4155,91,2.24,4123,59,1.45,4040,4200,1400-4-9,2021-06-30
40,ثاميد,توسعه و عمران اميد,4953,33084875,53517744412,1594,1620,1602,8,0.5,1618,24,1.51,1600,1650,1400-4-9,2021-06-30
41,وبملت,بانك ملت,4906,97139678,411146980021,4242,4234,4235,-7,-0.17,4233,-9,-0.21,4209,4300,1400-4-9,2021-06-30
42,خزاميا,زامياد,4904,50917228,339486747480,6890,6770,6550,-340,-4.93,6670,-220,-3.19,6550,6950,1400-4-9,2021-06-30
43,آبادا,توليد نيروي برق آبادان,4752,5467018,59978662630,11490,11140,11000,-490,-4.26,10970,-520,-4.53,10920,11400,1400-4-9,2021-06-30
44,وبصادر,بانك صادرات ايران,4681,114916497,262897721384,2311,2319,2274,-37,-1.6,2288,-23,-1,2265,2330,1400-4-9,2021-06-30
45,ذوب,سهامي ذوب آهن  اصفهان,4662,63716062,242160593132,3837,3850,3779,-58,-1.51,3801,-36,-0.94,3747,3892,1400-4-9,2021-06-30
46,وسپهر,سرمايه گذاري مالي سپهرصادرات,4407,9476679,86191899578,9095,9095,9095,0,0,9095,0,0,9094,9139,1400-4-9,2021-06-30
47,وآيند,بانك  آينده,4203,23968137,280098758633,11693,11370,11660,-33,-0.28,11686,-7,-0.06,11370,11950,1400-4-9,2021-06-30
48,ثشاهد,سرمايه‌ گذاري‌ شاهد,4190,13406176,210922324470,15330,15970,15550,220,1.44,15730,400,2.61,15330,16030,1400-4-9,2021-06-30
49,بپيوند,برق و انرژي پيوندگستر پارس,4064,2190363,25660567983,11699,11540,11802,103,0.88,11715,16,0.14,11324,11962,1400-4-9,2021-06-30
50,فتوسا,توليد و توسعه سرب روي ايرانيان,4048,7709176,130493839630,17550,17400,16673,-877,-5,16927,-623,-3.55,16673,17400,1400-4-9,2021-06-30
51,وپويا,سرمايه گذاري پويا,4045,7712276,35808005124,4667,4730,4610,-57,-1.22,4643,-24,-0.51,4589,4749,1400-4-9,2021-06-30
52,شگويا,پتروشيمي تندگويان,4034,41169188,400540703328,9292,9580,9756,464,4.99,9729,437,4.7,9450,9756,1400-4-9,2021-06-30
53,وخارزم,سرمايه گذاري خوارزمي,4021,75619369,382114128243,4825,4950,5066,241,4.99,5053,228,4.73,4850,5066,1400-4-9,2021-06-30
54,غگل,گلوكوزان‌,3996,70466676,229499122089,3271,3358,3250,-21,-0.64,3257,-14,-0.43,3180,3358,1400-4-9,2021-06-30
55,كلر,كلر پارس,3929,3039908,351471224349,116316,120500,110510,-5806,-4.99,115619,-697,-0.6,110501,121829,1400-4-9,2021-06-30
56,صبا,سرمايه گذاري صبا تامين,3844,24272447,203816113522,8257,8161,8535,278,3.37,8397,140,1.7,8161,8572,1400-4-9,2021-06-30
57,كسرام,پارس‌ سرام‌,3836,48193091,363711501100,7200,7520,7560,360,5,7550,350,4.86,7280,7560,1400-4-9,2021-06-30
58,ثفارس,عمران‌وتوسعه‌فارس‌,3806,24029436,190990768130,8030,7800,7920,-110,-1.37,7950,-80,-1,7750,8180,1400-4-9,2021-06-30
59,هاي وب,داده گسترعصرنوين-هاي وب,3797,32570096,279244322290,8220,8270,8630,410,4.99,8570,350,4.26,8270,8630,1400-4-9,2021-06-30
60,سصفها,سيمان‌اصفهان‌,3785,4076473,241520652690,62130,59030,59030,-3100,-4.99,59250,-2880,-4.64,59030,61000,1400-4-9,2021-06-30
61,غگيلا,شيرپاستوريزه پگاه گيلان,3782,3297570,51808458204,15134,15600,15400,266,1.76,15711,577,3.81,15350,15890,1400-4-9,2021-06-30
