,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,توسن,توسعه سامانه ي نرم افزاري نگين,28348,12169342,185999661153,15255,15256,15306,51,0.33,15284,29,0.19,14810,15510,1400-7-27,2021-10-19
1,پالايش,صندوق پالايشي يكم-سهام,21422,23398604,1703699296590,72090,73400,72090,0,0,72810,720,1,71930,73800,1400-7-27,2021-10-19
2,كدما,معدني‌ دماوند,17559,11518227,1138843376920,100340,95330,95700,-4640,-4.62,98870,-1470,-1.47,95330,104980,1400-7-27,2021-10-19
3,فجهان,مجتمع جهان فولاد سيرجان,16511,55864408,334893340755,5990,5971,6010,20,0.33,5995,5,0.08,5970,6050,1400-7-27,2021-10-19
4,فسبزوار,پارس فولاد سبزوار,15356,7856039,276030183170,35090,35070,34880,-210,-0.6,35140,50,0.14,34850,35720,1400-7-27,2021-10-19
5,دارا يكم,صندوق واسطه گري مالي يكم-سهام,14585,10560212,1272943758110,118310,120530,119570,1260,1.06,120540,2230,1.88,119400,122090,1400-7-27,2021-10-19
6,كيمياتك,آريان كيميا تك,13600,3118839,90875235430,29170,29000,28990,-180,-0.62,29140,-30,-0.1,28900,29870,1400-7-27,2021-10-19
7,كالا,بورس كالاي ايران,13083,40535222,1233757835030,31440,31000,29900,-1540,-4.9,30440,-1000,-3.18,29870,32460,1400-7-27,2021-10-19
8,غگيلا,شيرپاستوريزه پگاه گيلان,10608,22064491,476242689314,21274,20211,22280,1006,4.73,21584,310,1.46,20211,22337,1400-7-27,2021-10-19
9,مديريت,س. و خدمات مديريت صند. ب كشوري,10524,9726501,90329058031,9111,9201,9280,169,1.85,9287,176,1.93,9110,9429,1400-7-27,2021-10-19
10,فرابورس,فرابورس ايران,10399,32233065,706800362558,22366,22500,21304,-1062,-4.75,21928,-438,-1.96,21250,22990,1400-7-27,2021-10-19
11,فملي,ملي‌ صنايع‌ مس‌ ايران‌,10377,62249133,860082410100,13690,13700,13700,10,0.07,13820,130,0.95,13680,13950,1400-7-27,2021-10-19
12,خساپا,سايپا,10029,410654675,690419537039,1612,1650,1683,71,4.4,1681,69,4.28,1623,1692,1400-7-27,2021-10-19
13,خودرو,ايران‌ خودرو,9922,425344518,757304608576,1706,1758,1791,85,4.98,1780,74,4.34,1730,1791,1400-7-27,2021-10-19
14,كمند,صندوق س. با درآمد ثابت كمند,9880,446919781,4498806179098,10060,10066,10067,7,0.07,10066,6,0.06,10066,10067,1400-7-27,2021-10-19
15,امين,تامين سرمايه امين,9713,10939652,131021832830,11480,11800,12030,550,4.79,11980,500,4.36,11590,12050,1400-7-27,2021-10-19
16,شپنا,پالايش نفت اصفهان,8954,46283187,570842450210,12160,12460,12240,80,0.66,12330,170,1.4,12220,12510,1400-7-27,2021-10-19
17,شبندر,پالايش نفت بندرعباس,8198,106347296,717020764990,6690,6840,6720,30,0.45,6740,50,0.75,6680,6860,1400-7-27,2021-10-19
18,فولاد,فولاد مباركه اصفهان,7694,52028961,560191947270,10630,10800,10630,0,0,10770,140,1.32,10620,10870,1400-7-27,2021-10-19
19,گدنا,تهيه توزيع غذاي دنا آفرين فدك,6799,4819441,75871190820,15194,15430,15953,759,5,15743,549,3.61,14800,15953,1400-7-27,2021-10-19
20,فاسمين,كالسيمين‌,5769,35657504,676405153050,18500,18700,18890,390,2.11,18970,470,2.54,18570,19200,1400-7-27,2021-10-19
21,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,5720,170277096,380944319324,2146,2185,2228,82,3.82,2237,91,4.24,2162,2253,1400-7-27,2021-10-19
22,سپيد,سپيد ماكيان,5632,3299963,182375385560,52820,53000,55460,2640,5,55270,2450,4.64,53000,55460,1400-7-27,2021-10-19
23,شلرد,كود شيميايي اوره لردگان,5538,49694563,543130202874,10487,10800,10720,233,2.22,10929,442,4.21,10610,11011,1400-7-27,2021-10-19
24,خپارس,پارس‌ خودرو,5537,277977974,308753757059,1065,1096,1106,41,3.85,1111,46,4.32,1070,1118,1400-7-27,2021-10-19
25,وهامون,سرمايه گذاري هامون صبا,5510,10532561,29755592679,2775,2820,2857,82,2.95,2825,50,1.8,2760,2870,1400-7-27,2021-10-19
26,كاما,باما,5214,30926237,298647424850,9780,9800,9570,-210,-2.15,9660,-120,-1.23,9530,9870,1400-7-27,2021-10-19
27,شاراك,پتروشيمي شازند,5137,8304913,450125834230,54390,54900,53500,-890,-1.64,54200,-190,-0.35,53000,55460,1400-7-27,2021-10-19
28,آبادا,توليد نيروي برق آبادان,4962,2615324,40803439750,15360,15400,15610,250,1.63,15600,240,1.56,15010,15770,1400-7-27,2021-10-19
29,خزر,فنرسازي‌زر,4861,19197014,273486094550,14660,14150,13950,-710,-4.84,14250,-410,-2.8,13930,14920,1400-7-27,2021-10-19
30,سپيدار,سپيدار سيستم آسيا,4724,1323954,24108612279,17672,18270,18340,668,3.78,18210,538,3.04,17680,18400,1400-7-27,2021-10-19
31,غزر,صنعتي زر ماكارون,4655,8334345,95344461420,10990,11390,11530,540,4.91,11440,450,4.09,11090,11530,1400-7-27,2021-10-19
32,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,4601,30594473,503013664100,15830,16010,16210,380,2.4,16440,610,3.85,15970,16620,1400-7-27,2021-10-19
33,چخزر,صنايع چوب خزر كاسپين,4581,1040928,30712983566,28359,28659,29776,1417,5,29505,1146,4.04,28659,29776,1400-7-27,2021-10-19
34,خبهمن,گروه‌بهمن‌,4315,159323639,285815253980,1737,1760,1773,36,2.07,1794,57,3.28,1737,1823,1400-7-27,2021-10-19
35,ولپارس,ليزينگ پارسيان,4311,16166052,70448215926,4335,4230,4370,35,0.81,4358,23,0.53,4230,4498,1400-7-27,2021-10-19
36,وملي,گروه‌ صنعتي‌ ملي‌ (هلدينگ‌,4265,1997688,417953201950,205850,195560,216140,10290,5,209220,3370,1.64,195560,216140,1400-7-27,2021-10-19
37,كرمان,س. توسعه و عمران استان كرمان,4201,123407213,131075234869,1037,1060,1060,23,2.22,1062,25,2.41,1050,1076,1400-7-27,2021-10-19
38,شاروم,پتروشيمي اروميه,4184,2203936,33424244609,14863,14900,15009,146,0.98,15166,303,2.04,14897,15500,1400-7-27,2021-10-19
39,خنصير,مهندسي‌نصيرماشين‌,4180,21738996,561957028560,24780,24780,26010,1230,4.96,25850,1070,4.32,24300,26010,1400-7-27,2021-10-19
40,فلوله,لوله‌وماشين‌سازي‌ايران‌,3969,156110528,188307609049,1259,1197,1220,-39,-3.1,1206,-53,-4.21,1197,1255,1400-7-27,2021-10-19
41,وبملت,بانك ملت,3879,58387816,207928495184,3483,3559,3527,44,1.26,3561,78,2.24,3514,3599,1400-7-27,2021-10-19
42,نوري,پتروشيمي نوري,3685,2586857,287787594690,110300,111440,111370,1070,0.97,111250,950,0.86,110300,111500,1400-7-27,2021-10-19
43,ختور,رادياتور ايران‌,3684,14369744,265116593730,19060,18110,18250,-810,-4.25,18450,-610,-3.2,18110,19240,1400-7-27,2021-10-19
44,آريا,پليمر آريا ساسول,3654,1433433,158180331932,110265,110265,110000,-265,-0.24,110351,86,0.08,108980,111917,1400-7-27,2021-10-19
45,ولكار,ليزينگ كارآفرين,3635,2934744,12433902640,4137,4140,4280,143,3.46,4220,83,2.01,4140,4340,1400-7-27,2021-10-19
46,بوعلي,پتروشيمي بوعلي سينا,3612,1005634,75192711540,74050,75750,74510,460,0.62,74570,520,0.7,74200,76000,1400-7-27,2021-10-19
47,ثبهساز,بهساز كاشانه تهران,3612,16861866,29428077216,1699,1700,1757,58,3.41,1745,46,2.71,1699,1775,1400-7-27,2021-10-19
