,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,پالايش,صندوق پالايشي يكم-سهام,28854,20464980,1401807050050,71180,70180,68200,-2980,-4.19,68500,-2680,-3.77,68020,70180,1400-8-1,2021-10-23
1,فولاد,فولاد مباركه اصفهان,25408,279919222,3075311302770,10550,11070,10930,380,3.6,10990,440,4.17,10800,11070,1400-8-1,2021-10-23
2,دارا يكم,صندوق واسطه گري مالي يكم-سهام,21295,11259851,1254142496570,118450,113850,110830,-7620,-6.43,111380,-7070,-5.97,110400,113970,1400-8-1,2021-10-23
3,توسن,توسعه سامانه ي نرم افزاري نگين,19524,8153409,122716131659,14816,14715,15012,196,1.32,15051,235,1.59,14493,15490,1400-8-1,2021-10-23
4,فجهان,مجتمع جهان فولاد سيرجان,17253,78304878,469178926565,5990,6110,5992,2,0.03,5992,2,0.03,5811,6150,1400-8-1,2021-10-23
5,فسبزوار,پارس فولاد سبزوار,16473,12742621,438205965980,34870,34950,34900,30,0.09,34390,-480,-1.38,33900,34950,1400-8-1,2021-10-23
6,شتران,پالايش نفت تهران,12951,169346528,773504989275,4720,4719,4600,-120,-2.54,4568,-152,-3.22,4484,4720,1400-8-1,2021-10-23
7,خودرو,ايران‌ خودرو,12461,370691245,621171966207,1758,1730,1674,-84,-4.78,1676,-82,-4.66,1671,1730,1400-8-1,2021-10-23
8,كيمياتك,آريان كيميا تك,11073,5039635,135443054900,28110,27900,26740,-1370,-4.87,26880,-1230,-4.38,26710,28110,1400-8-1,2021-10-23
9,فملي,ملي‌ صنايع‌ مس‌ ايران‌,10103,71934487,956433812420,13530,13770,13290,-240,-1.77,13300,-230,-1.7,13140,13770,1400-8-1,2021-10-23
10,خساپا,سايپا,9807,340094572,533359932625,1647,1630,1565,-82,-4.98,1568,-79,-4.8,1565,1630,1400-8-1,2021-10-23
11,فرابورس,فرابورس ايران,9359,26640439,607571353194,22374,22920,22820,446,1.99,22806,432,1.93,21700,23400,1400-8-1,2021-10-23
12,مديريت,س. و خدمات مديريت صند. ب كشوري,8114,9065556,80194129308,9110,9130,8800,-310,-3.4,8846,-264,-2.9,8680,9258,1400-8-1,2021-10-23
13,كمند,صندوق س. با درآمد ثابت كمند,7652,309715852,3124837686283,10072,10090,10090,18,0.18,10089,17,0.17,10089,10091,1400-8-1,2021-10-23
14,كرمان,س. توسعه و عمران استان كرمان,6334,221056545,221392406546,1042,1040,1005,-37,-3.55,1002,-40,-3.84,990,1040,1400-8-1,2021-10-23
15,كالا,بورس كالاي ايران,6226,24232277,788714600470,31150,32700,32700,1550,4.98,32550,1400,4.49,31600,32700,1400-8-1,2021-10-23
16,امين,تامين سرمايه امين,6140,6640336,80453810160,12040,12040,12190,150,1.25,12120,80,0.66,11860,12420,1400-8-1,2021-10-23
17,نوري,پتروشيمي نوري,5746,4329081,457291910020,110200,110100,105700,-4500,-4.08,105630,-4570,-4.15,104690,110100,1400-8-1,2021-10-23
18,آپ,آسان پرداخت پرشين,5483,47827859,559447709730,11450,12020,11200,-250,-2.18,11700,250,2.18,11010,12020,1400-8-1,2021-10-23
19,امين يكم,صندوق درآمد ثابت امين يكم فردا,5442,141523996,1415690837728,10152,10004,10004,-148,-1.46,10003,-149,-1.47,10000,10007,1400-8-1,2021-10-23
20,آريا,پليمر آريا ساسول,4948,1410849,149627613446,110816,108000,105525,-5291,-4.77,106055,-4761,-4.3,105280,109000,1400-8-1,2021-10-23
21,شپنا,پالايش نفت اصفهان,4474,45924833,518891815600,11880,11600,11290,-590,-4.97,11300,-580,-4.88,11290,11600,1400-8-1,2021-10-23
22,وتجارت,بانك تجارت,4460,157746861,303286748709,2021,1984,1921,-100,-4.95,1923,-98,-4.85,1920,1984,1400-8-1,2021-10-23
23,خپارس,پارس‌ خودرو,4317,215760112,224028389464,1091,1085,1037,-54,-4.95,1038,-53,-4.86,1037,1085,1400-8-1,2021-10-23
24,كيان,صندوق س. با درآمد ثابت كيان,4213,31670885,987612378046,31142,31181,31183,41,0.13,31184,42,0.13,31181,31187,1400-8-1,2021-10-23
25,وهامون,سرمايه گذاري هامون صبا,4084,12688198,35446139814,2899,2954,2785,-114,-3.93,2794,-105,-3.62,2766,2954,1400-8-1,2021-10-23
26,بوعلي,پتروشيمي بوعلي سينا,4001,3908625,277436039430,74090,73980,70390,-3700,-4.99,70980,-3110,-4.2,70390,74000,1400-8-1,2021-10-23
27,ذوب,سهامي ذوب آهن  اصفهان,3858,82443360,318681537229,4006,3990,3858,-148,-3.69,3865,-141,-3.52,3822,3990,1400-8-1,2021-10-23
28,خبهمن,گروه‌بهمن‌,3833,183542307,309579350781,1751,1750,1710,-41,-2.34,1687,-64,-3.66,1664,1770,1400-8-1,2021-10-23
29,سمايه,بانك سرمايه,3765,17825936,90661267476,5134,5390,4970,-164,-3.19,5086,-48,-0.93,4878,5390,1400-8-1,2021-10-23
30,گدنا,تهيه توزيع غذاي دنا آفرين فدك,3666,2711063,42210158197,16252,16268,15447,-805,-4.95,15570,-682,-4.2,15440,16534,1400-8-1,2021-10-23
31,وسديد,گروه ‌صنعتي‌سديد,3597,70142863,79163361693,1161,1155,1127,-34,-2.93,1129,-32,-2.76,1127,1155,1400-8-1,2021-10-23
32,شبندر,پالايش نفت بندرعباس,3550,59792796,375786905690,6600,6390,6270,-330,-5,6280,-320,-4.85,6270,6480,1400-8-1,2021-10-23
33,سپيدار,سپيدار سيستم آسيا,3483,1492099,26507181963,18272,17680,17750,-522,-2.86,17765,-507,-2.77,17460,18150,1400-8-1,2021-10-23
34,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,3298,122401004,256982000646,2207,2129,2097,-110,-4.98,2100,-107,-4.85,2097,2170,1400-8-1,2021-10-23
