,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,سپيد,سپيد ماكيان,2835642,130647500,2743597500000,1000,21000,21000,20000,2000,21000,20000,2000,21000,21000,1400-4-23,2021-07-14
1,لطيف,محصولات كاغذي لطيف,110138,2050381,131919463159,61276,64339,64339,3063,5,64339,3063,5,64339,64339,1400-4-23,2021-07-14
2,دي,بانك دي,67889,3217426055,3769437816815,1167,1109,1225,58,4.97,1172,5,0.43,1109,1225,1400-4-23,2021-07-14
3,ومدير,گ.مديريت ارزش سرمايه ص ب كشوري,57318,73650028,323220483832,4442,4300,4420,-22,-0.5,4389,-53,-1.19,4300,4450,1400-4-23,2021-07-14
4,فگستر,گسترش صنايع روي ايرانيان,49112,48461170,782483659934,16415,16400,15840,-575,-3.5,16147,-268,-1.63,15595,17229,1400-4-23,2021-07-14
5,ولكار,ليزينگ كارآفرين,46922,34603959,165883125059,4590,4590,4819,229,4.99,4794,204,4.44,4580,4819,1400-4-23,2021-07-14
6,فتوسا,توليد و توسعه سرب روي ايرانيان,42691,12936327,206347389326,16152,16000,15850,-302,-1.87,15951,-201,-1.24,15350,16500,1400-4-23,2021-07-14
7,گدنا,تهيه توزيع غذاي دنا آفرين فدك,41647,8531671,191053903644,23051,22280,22500,-551,-2.39,22393,-658,-2.85,21899,23040,1400-4-23,2021-07-14
8,شستا,سرمايه گذاري تامين اجتماعي,26974,120698641,1525697943690,12670,12420,12750,80,0.63,12640,-30,-0.24,12360,12840,1400-4-23,2021-07-14
9,پالايش,صندوق پالايشي يكم-سهام,22020,19785053,1379345454630,69570,69160,70330,760,1.09,69720,150,0.22,69100,70330,1400-4-23,2021-07-14
10,بركت,گروه دارويي بركت,20027,32793373,1268206459860,38790,38830,38980,190,0.49,38670,-120,-0.31,37710,39550,1400-4-23,2021-07-14
11,غكورش,صنعت غذايي كورش,19088,6123531,233293477970,37860,37480,37900,40,0.11,38100,240,0.63,37380,38750,1400-4-23,2021-07-14
12,چخزر,صنايع چوب خزر كاسپين,18701,2058774,74365385243,35835,36000,36015,180,0.5,36121,286,0.8,35100,37000,1400-4-23,2021-07-14
13,شپنا,پالايش نفت اصفهان,18151,113715688,1498168809260,13030,13030,13370,340,2.61,13170,140,1.07,12830,13400,1400-4-23,2021-07-14
14,خودرو,ايران‌ خودرو,15256,421719088,881303889646,2060,2050,2110,50,2.43,2090,30,1.46,2035,2125,1400-4-23,2021-07-14
15,كزغال,زغال سنگ پروده طبس,14772,3600399,129230583403,36364,36110,35831,-533,-1.47,35893,-471,-1.3,35500,36440,1400-4-23,2021-07-14
16,رافزا,رايان هم افزا,13589,750773,61482233685,83471,86480,81005,-2466,-2.95,81892,-1579,-1.89,80011,86480,1400-4-23,2021-07-14
17,فملي,ملي‌ صنايع‌ مس‌ ايران‌,13408,70277940,890742692630,12770,12540,12690,-80,-0.63,12670,-100,-0.78,12450,12830,1400-4-23,2021-07-14
18,خساپا,سايپا,13050,422592009,795527923843,1848,1835,1898,50,2.71,1882,34,1.84,1827,1922,1400-4-23,2021-07-14
19,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,12567,339551354,942619568555,2689,2700,2823,134,4.98,2776,87,3.24,2660,2823,1400-4-23,2021-07-14
20,زملارد,كشاورزي و دامپروري ملارد شير,12045,863552,25326028351,29376,28903,29352,-24,-0.08,29328,-48,-0.16,28889,29999,1400-4-23,2021-07-14
21,فولاد,فولاد مباركه اصفهان,12026,83900309,895027074850,10830,10510,10720,-110,-1.02,10670,-160,-1.48,10510,10770,1400-4-23,2021-07-14
22,كاما,باما,11830,74764735,864484044160,11330,11330,11890,560,4.94,11560,230,2.03,11010,11890,1400-4-23,2021-07-14
23,شتران,پالايش نفت تهران,11782,95253132,956685133500,9850,9850,10100,250,2.54,10040,190,1.93,9650,10300,1400-4-23,2021-07-14
24,نوري,پتروشيمي نوري,11777,12809597,1070389017840,80360,81800,83500,3140,3.91,83560,3200,3.98,80400,84340,1400-4-23,2021-07-14
25,وكبهمن,مديريت سرمايه گذاري كوثربهمن,11427,1945517,21615283539,11296,11058,11110,-186,-1.65,11110,-186,-1.65,11056,11199,1400-4-23,2021-07-14
26,ثبهساز,بهساز كاشانه تهران,11209,68286590,146929924679,2231,2260,2145,-86,-3.85,2152,-79,-3.54,2120,2260,1400-4-23,2021-07-14
27,دارا يكم,صندوق واسطه گري مالي يكم-سهام,10833,5886669,717442568680,122050,121520,122090,40,0.03,121880,-170,-0.14,121380,122200,1400-4-23,2021-07-14
28,غزر,صنعتي زر ماكارون,10309,2373684,55835755020,24240,23560,23440,-800,-3.3,23520,-720,-2.97,23230,24000,1400-4-23,2021-07-14
29,ثاميد,توسعه و عمران اميد,9610,44653558,77618966364,1752,1752,1718,-34,-1.94,1738,-14,-0.8,1705,1770,1400-4-23,2021-07-14
30,بوعلي,پتروشيمي بوعلي سينا,9519,2462686,121551915180,49400,48600,48900,-500,-1.01,49360,-40,-0.08,48600,50010,1400-4-23,2021-07-14
31,ولپارس,ليزينگ پارسيان,9348,5223445,21988145767,4281,4222,4200,-81,-1.89,4210,-71,-1.66,4160,4320,1400-4-23,2021-07-14
32,وخارزم,سرمايه گذاري خوارزمي,9019,88406648,511449756700,6040,5990,5830,-210,-3.48,5790,-250,-4.14,5740,5990,1400-4-23,2021-07-14
33,كرمان,س. توسعه و عمران استان كرمان,8915,274663845,374756782108,1386,1370,1363,-23,-1.66,1364,-22,-1.59,1345,1386,1400-4-23,2021-07-14
34,آبادا,توليد نيروي برق آبادان,8714,8180872,105921187180,12770,12880,13100,330,2.58,12950,180,1.41,12580,13150,1400-4-23,2021-07-14
35,خپارس,پارس‌ خودرو,8239,433622653,539065606669,1203,1198,1263,60,4.99,1243,40,3.33,1192,1263,1400-4-23,2021-07-14
36,وپارس,بانك‌پارسيان‌,8086,272802101,847578075414,3003,2958,3139,136,4.53,3107,104,3.46,2903,3153,1400-4-23,2021-07-14
37,خزر,فنرسازي‌زر,7659,20056978,425960248970,22170,21400,21160,-1010,-4.56,21240,-930,-4.19,21070,21940,1400-4-23,2021-07-14
38,بگيلان,توسعه مسير برق گيلان,7656,4277150,92492735936,20748,20700,21785,1037,5,21625,877,4.23,20111,21785,1400-4-23,2021-07-14
39,وتجارت,بانك تجارت,7295,230572941,622175178055,2692,2693,2705,13,0.48,2698,6,0.22,2656,2735,1400-4-23,2021-07-14
40,ثنوسا,نوسازي‌وساختمان‌تهران‌,7203,41848450,409075157710,9630,10090,9680,50,0.52,9780,150,1.56,9490,10090,1400-4-23,2021-07-14
41,وبملت,بانك ملت,6631,156771012,630825140121,4059,4050,4040,-19,-0.47,4024,-35,-0.86,3990,4060,1400-4-23,2021-07-14
42,بپيوند,برق و انرژي پيوندگستر پارس,6528,3164767,40933126523,12819,12801,12929,110,0.86,12934,115,0.9,12630,13090,1400-4-23,2021-07-14
43,سيتا,سرمايه گذاري سيمان تامين,6277,8291063,123027243940,15040,15020,14870,-170,-1.13,14840,-200,-1.33,14710,15020,1400-4-23,2021-07-14
44,وپويا,سرمايه گذاري پويا,6173,8077222,37237302483,4612,4610,4578,-34,-0.74,4610,-2,-0.04,4511,4710,1400-4-23,2021-07-14
45,وسپهر,سرمايه گذاري مالي سپهرصادرات,6072,9535911,88018480277,9230,9239,9231,1,0.01,9230,0,0,9230,9239,1400-4-23,2021-07-14
