,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,ومدير,گ.مديريت ارزش سرمايه ص ب كشوري,383483,368437685,1605150280207,4339,4380,4395,56,1.29,4357,18,0.41,4123,4489,1400-4-8,2021-06-29
1,بركت,گروه دارويي بركت,41018,141036476,5588545336680,39560,37590,41530,1970,4.98,39620,60,0.15,37590,41530,1400-4-8,2021-06-29
2,شستا,سرمايه گذاري تامين اجتماعي,35698,142174972,1920826776910,13730,13640,13390,-340,-2.48,13510,-220,-1.6,13240,13850,1400-4-8,2021-06-29
3,لطيف,محصولات كاغذي لطيف,32471,905123,35755073869,37622,39503,39503,1881,5,39503,1881,5,39503,39503,1400-4-8,2021-06-29
4,پالايش,صندوق پالايشي يكم-سهام,20442,18568424,1332115957830,72020,71810,72290,270,0.37,71740,-280,-0.39,71380,72390,1400-4-8,2021-06-29
5,خساپا,سايپا,19416,841595607,1689850354019,1942,1931,1982,40,2.06,2008,66,3.4,1920,2039,1400-4-8,2021-06-29
6,شپنا,پالايش نفت اصفهان,19037,116119695,1488249334830,12990,12780,12640,-350,-2.69,12820,-170,-1.31,12600,13230,1400-4-8,2021-06-29
7,خودرو,ايران‌ خودرو,16756,483266906,1055449176717,2163,2140,2159,-4,-0.18,2184,21,0.97,2140,2246,1400-4-8,2021-06-29
8,غكورش,صنعت غذايي كورش,16314,7533080,296401600640,39110,39130,39370,260,0.66,39350,240,0.61,39090,40060,1400-4-8,2021-06-29
9,چخزر,صنايع چوب خزر كاسپين,13816,6897066,239183508891,33536,33000,35212,1676,5,34679,1143,3.41,32860,35212,1400-4-8,2021-06-29
10,دارا يكم,صندوق واسطه گري مالي يكم-سهام,13437,9052693,1155632744550,128270,128250,127000,-1270,-0.99,127660,-610,-0.48,126900,129090,1400-4-8,2021-06-29
11,فملي,ملي‌ صنايع‌ مس‌ ايران‌,13153,80738158,988626346660,12140,12110,12240,100,0.82,12240,100,0.82,12110,12410,1400-4-8,2021-06-29
12,سپيدار,سپيدار سيستم آسيا,12451,1568525,87056086792,53066,53075,55719,2653,5,55502,2436,4.59,53075,55719,1400-4-8,2021-06-29
13,فتوسا,توليد و توسعه سرب روي ايرانيان,10974,9888480,173542824000,16776,17550,17550,774,4.61,17550,774,4.61,17550,17550,1400-4-8,2021-06-29
14,رافزا,رايان هم افزا,10634,2027153,152910900247,78706,77000,75031,-3675,-4.67,75431,-3275,-4.16,75000,77800,1400-4-8,2021-06-29
15,وتجارت,بانك تجارت,9294,287743128,762048291398,2654,2670,2627,-27,-1.02,2648,-6,-0.23,2625,2714,1400-4-8,2021-06-29
16,آريا,پليمر آريا ساسول,9229,6379073,570465266725,85508,85508,89783,4275,5,89428,3920,4.58,85508,89783,1400-4-8,2021-06-29
17,فولاد,فولاد مباركه اصفهان,8894,59021339,629647739420,10610,10510,10620,10,0.09,10670,60,0.57,10510,10820,1400-4-8,2021-06-29
18,حكشتي,كشتيراني جمهوري اسلامي ايران,8177,74365205,1259217992760,16180,16480,16980,800,4.94,16930,750,4.64,16330,16980,1400-4-8,2021-06-29
19,كزغال,زغال سنگ پروده طبس,8162,2867226,96654182634,33696,33310,34140,444,1.32,33710,14,0.04,33000,34312,1400-4-8,2021-06-29
20,شتران,پالايش نفت تهران,7933,78384993,745779511810,9450,9420,9500,50,0.53,9510,60,0.63,9350,9700,1400-4-8,2021-06-29
21,ذوب,سهامي ذوب آهن  اصفهان,7718,159170983,610718728172,3722,3701,3840,118,3.17,3837,115,3.09,3690,3908,1400-4-8,2021-06-29
22,وكبهمن,مديريت سرمايه گذاري كوثربهمن,7576,6153418,73309501971,11473,11750,12046,573,4.99,11914,441,3.84,11372,12046,1400-4-8,2021-06-29
23,نوري,پتروشيمي نوري,7554,7242642,609179993030,84720,84500,84690,-30,-0.04,84110,-610,-0.72,82250,85530,1400-4-8,2021-06-29
24,زملارد,كشاورزي و دامپروري ملارد شير,7517,913947,26641501224,28996,28390,28950,-46,-0.16,29150,154,0.53,28100,29830,1400-4-8,2021-06-29
25,پترول,گ.س.وت.ص.پتروشيمي خليج فارس,7308,42475732,398928740330,9280,9350,9400,120,1.29,9390,110,1.19,9200,9520,1400-4-8,2021-06-29
26,وبصادر,بانك صادرات ايران,7239,198123266,457871678048,2316,2340,2300,-16,-0.69,2311,-5,-0.22,2270,2372,1400-4-8,2021-06-29
27,سيتا,سرمايه گذاري سيمان تامين,7131,16985140,265765994870,16390,15910,15580,-810,-4.94,15650,-740,-4.51,15580,16240,1400-4-8,2021-06-29
28,گدنا,تهيه توزيع غذاي دنا آفرين فدك,7094,6773737,155373004542,23123,23220,21967,-1156,-5,22938,-185,-0.8,21967,24070,1400-4-8,2021-06-29
29,وبملت,بانك ملت,7052,176289431,747906788667,4277,4275,4280,3,0.07,4242,-35,-0.82,4170,4340,1400-4-8,2021-06-29
30,غزر,صنعتي زر ماكارون,6906,2445591,57558454380,23210,23000,23360,150,0.65,23540,330,1.42,23000,24000,1400-4-8,2021-06-29
31,شاروم,پتروشيمي اروميه,6843,6243822,96781004073,14813,14670,15553,740,5,15500,687,4.64,14362,15553,1400-4-8,2021-06-29
32,كاما,باما,6544,45598136,398686834440,8700,8740,8890,190,2.18,8740,40,0.46,8460,9060,1400-4-8,2021-06-29
33,ثبهساز,بهساز كاشانه تهران,6223,65455902,126162505437,1978,2010,1960,-18,-0.91,1927,-51,-2.58,1910,2012,1400-4-8,2021-06-29
34,كدما,معدني‌ دماوند,6150,3278376,430558285910,126220,132000,132530,6310,5,131330,5110,4.05,120000,132530,1400-4-8,2021-06-29
35,حتوكا,حمل‌ونقل‌توكا,5919,19445363,376319145320,19810,20780,18880,-930,-4.69,19350,-460,-2.32,18820,20800,1400-4-8,2021-06-29
36,ومعادن,توسعه‌معادن‌وفلزات‌,5881,96002500,923726209410,9200,9660,9510,310,3.37,9620,420,4.57,9410,9660,1400-4-8,2021-06-29
37,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,5762,185182793,462715258672,2414,2514,2473,59,2.44,2499,85,3.52,2455,2530,1400-4-8,2021-06-29
38,ددام,داروسازي زاگرس فارمد پارس,5680,23184231,318515350450,15070,13570,13600,-1470,-9.75,13740,-1330,-8.83,13570,14320,1400-4-8,2021-06-29
39,خپارس,پارس‌ خودرو,5559,228679554,265572298693,1144,1144,1153,9,0.79,1161,17,1.49,1127,1191,1400-4-8,2021-06-29
40,صبا,سرمايه گذاري صبا تامين,5529,35182212,290485126791,8164,8204,8285,121,1.48,8257,93,1.14,7960,8400,1400-4-8,2021-06-29
41,فرابورس,فرابورس ايران,5528,14041516,452649531641,32083,32600,32000,-83,-0.26,32237,154,0.48,31202,33300,1400-4-8,2021-06-29
42,وآيند,بانك  آينده,5382,36639058,428402876229,12147,12250,11790,-357,-2.94,11693,-454,-3.74,11662,12250,1400-4-8,2021-06-29
43,ولپارس,ليزينگ پارسيان,5284,6554577,26636539173,4117,4004,4063,-54,-1.31,4064,-53,-1.29,4000,4180,1400-4-8,2021-06-29
44,كسرام,پارس‌ سرام‌,5141,42257359,304308069010,7400,7700,7400,0,0,7200,-200,-2.7,7030,7700,1400-4-8,2021-06-29
45,فلامي,لاميران‌,5033,11342321,345549557450,31710,30130,30420,-1290,-4.07,30470,-1240,-3.91,30130,31650,1400-4-8,2021-06-29
46,هاي وب,داده گسترعصرنوين-هاي وب,4894,37972046,312013879060,8190,8150,8350,160,1.95,8220,30,0.37,8020,8470,1400-4-8,2021-06-29
47,غگيلا,شيرپاستوريزه پگاه گيلان,4663,3646200,55182472774,14603,14350,15333,730,5,15134,531,3.64,14350,15333,1400-4-8,2021-06-29
48,وسپهر,سرمايه گذاري مالي سپهرصادرات,4611,11702716,106430402220,9096,9095,9095,-1,-0.01,9095,-1,-0.01,9094,9099,1400-4-8,2021-06-29
49,بالاس,مهندسي ساختمان تاسيسات راه آهن,4555,6016499,217729242124,38260,34700,36700,-1560,-4.08,36189,-2071,-5.41,34550,37980,1400-4-8,2021-06-29
50,خزاميا,زامياد,4515,58073011,399907167360,6930,6970,6770,-160,-2.31,6890,-40,-0.58,6670,7140,1400-4-8,2021-06-29
51,وپويا,سرمايه گذاري پويا,4510,9462158,44156127613,4614,4554,4670,56,1.21,4667,53,1.15,4475,4763,1400-4-8,2021-06-29
52,غگل,گلوكوزان‌,4208,56971928,186366838171,3319,3300,3299,-20,-0.6,3271,-48,-1.45,3172,3399,1400-4-8,2021-06-29
53,كمند,صندوق س. با درآمد ثابت كمند,4069,161829149,1639734710592,10127,10132,10133,6,0.06,10133,6,0.06,10132,10134,1400-4-8,2021-06-29
54,دتوليد,داروسازي توليد دارو,3995,22725714,341514601301,15015,14600,15550,535,3.56,15028,13,0.09,14380,15760,1400-4-8,2021-06-29
55,كچاد,معدني‌وصنعتي‌چادرملو,3981,15178098,397194882950,25980,26280,26230,250,0.96,26170,190,0.73,25980,26660,1400-4-8,2021-06-29
56,وآوا,سرمايه گذاري آوا نوين,3964,29759632,155836696074,5293,5190,5399,106,2,5237,-56,-1.06,5030,5476,1400-4-8,2021-06-29
57,بوعلي,پتروشيمي بوعلي سينا,3926,4727573,224087641380,43340,48530,46660,3320,7.66,47400,4060,9.37,46150,48530,1400-4-8,2021-06-29
58,اپال,فرآوري معدني اپال كاني پارس,3870,6546185,125563051800,19160,19260,19400,240,1.25,19180,20,0.1,19100,19450,1400-4-8,2021-06-29
59,وخارزم,سرمايه گذاري خوارزمي,3849,45053301,217381288621,4695,4630,4870,175,3.73,4825,130,2.77,4610,4929,1400-4-8,2021-06-29
60,حريل,ريل پردازسير,3744,48863020,192379890581,3784,3972,3900,116,3.07,3937,153,4.04,3852,3973,1400-4-8,2021-06-29
61,شگويا,پتروشيمي تندگويان,3721,23538426,218709162416,8906,8933,9351,445,5,9292,386,4.33,8886,9351,1400-4-8,2021-06-29
62,قشكر,شكرشاهرود,3709,51843739,144161468335,2875,2732,2780,-95,-3.3,2781,-94,-3.27,2732,2890,1400-4-8,2021-06-29
63,خبهمن,گروه‌بهمن‌,3694,116190218,157104902116,1359,1364,1342,-17,-1.25,1352,-7,-0.52,1326,1379,1400-4-8,2021-06-29
64,چكاپا,گروه صنايع كاغذ پارس,3679,48751661,182829000001,3660,3622,3810,150,4.1,3750,90,2.46,3580,3837,1400-4-8,2021-06-29
65,وليز,ليزينگ‌ايران‌,3652,26406138,180065613790,9330,6800,6830,-2500,-26.8,6820,-2510,-26.9,6520,7110,1400-4-8,2021-06-29
66,ثشاهد,سرمايه‌ گذاري‌ شاهد,3601,12373139,189692979240,14790,15470,15510,720,4.87,15330,540,3.65,14950,15520,1400-4-8,2021-06-29
67,كرمان,س. توسعه و عمران استان كرمان,3567,194362937,219605807264,1081,1100,1135,54,5,1130,49,4.53,1081,1135,1400-4-8,2021-06-29
68,بپيوند,برق و انرژي پيوندگستر پارس,3526,2256466,26397918077,11906,11631,11695,-211,-1.77,11699,-207,-1.74,11517,11990,1400-4-8,2021-06-29
69,آبادا,توليد نيروي برق آبادان,3483,5731605,65875563930,12060,11470,11460,-600,-4.98,11490,-570,-4.73,11460,11970,1400-4-8,2021-06-29
70,فارس,صنايع پتروشيمي خليج فارس,3453,27442174,277734689540,10210,10330,10000,-210,-2.06,10120,-90,-0.88,9970,10330,1400-4-8,2021-06-29
71,ريشمك,توليد و صادرات ريشمك,3344,4786665,225658108676,46424,48745,46100,-324,-0.7,47143,719,1.55,44259,48745,1400-4-8,2021-06-29
72,كلر,كلر پارس,3321,2556004,297305421164,112405,117980,118020,5615,5,116316,3911,3.48,107500,118025,1400-4-8,2021-06-29
73,امين يكم,صندوق درآمد ثابت امين يكم فردا,3311,102990082,1033121677019,10030,10034,10031,1,0.01,10031,1,0.01,10028,10035,1400-4-8,2021-06-29
74,ختور,رادياتور ايران‌,3293,11058467,188603318720,17160,16990,16700,-460,-2.68,17060,-100,-0.58,16520,17700,1400-4-8,2021-06-29
75,امين,تامين سرمايه امين,3288,1671651,12029874940,7190,7200,7210,20,0.28,7190,0,0,7190,7250,1400-4-8,2021-06-29
