,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,دارا يكم,صندوق واسطه گري مالي يكم-سهام,31458,30725736,4175993862790,138160,135510,135470,-2690,-1.95,135910,-2250,-1.63,133000,139010,1400-2-12,2021-05-02
1,وبملت,بانك ملت,17752,491265655,2264635342054,4500,4600,4535,35,0.78,4610,110,2.44,4470,4740,1400-2-12,2021-05-02
2,وسپهر,سرمايه گذاري مالي سپهرصادرات,17702,55265447,557212430339,10098,9820,10101,3,0.03,10082,-16,-0.16,9796,10101,1400-2-12,2021-05-02
3,پالايش,صندوق پالايشي يكم-سهام,15445,19794092,1389609849280,73010,70500,70090,-2920,-4,70200,-2810,-3.85,70090,70800,1400-2-12,2021-05-02
4,وتجارت,بانك تجارت,10898,417413089,1069627281964,2620,2550,2550,-70,-2.67,2563,-57,-2.18,2550,2660,1400-2-12,2021-05-02
5,كارين2,صندوق س نگين سامان-ثابت,10000,100000000,100000000,10063,1,1,-10062,-99.99,1,-10062,-99.99,1,1,1400-2-12,2021-05-02
6,اپال,فرآوري معدني اپال كاني پارس,8335,5565735,94651750020,17010,17000,17060,50,0.29,17010,0,0,16860,17100,1400-2-12,2021-05-02
7,وبصادر,بانك صادرات ايران,7339,262839882,592957328340,2300,2240,2240,-60,-2.61,2256,-44,-1.91,2240,2349,1400-2-12,2021-05-02
8,شستا,سرمايه گذاري تامين اجتماعي,7206,44203443,486786988970,11350,11010,11010,-340,-3,11010,-340,-3,11010,11190,1400-2-12,2021-05-02
9,ثاميد,توسعه و عمران اميد,5884,50350412,73101716206,1490,1450,1450,-40,-2.68,1452,-38,-2.55,1450,1479,1400-2-12,2021-05-02
10,امينح,ح . تامين سرمايه امين,4827,7050806,33824427340,5090,4800,4790,-300,-5.89,4800,-290,-5.7,4790,4920,1400-2-12,2021-05-02
