,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,كيمياتك,آريان كيميا تك,73784,23120000,764152281810,34440,34500,32720,-1720,-4.99,33050,-1390,-4.04,32720,34500,1400-7-11,2021-10-03
1,فجهان,مجتمع جهان فولاد سيرجان,55013,191981457,1278506974159,6661,6665,6662,1,0.02,6660,-1,-0.02,6500,6700,1400-7-11,2021-10-03
2,فسبزوار,پارس فولاد سبزوار,53635,25206887,926395973310,37140,37200,36800,-340,-0.92,36750,-390,-1.05,36130,37270,1400-7-11,2021-10-03
3,پالايش,صندوق پالايشي يكم-سهام,38346,43849960,3503436671110,81610,81390,79330,-2280,-2.79,79900,-1710,-2.1,79000,81390,1400-7-11,2021-10-03
4,توسن,توسعه سامانه ي نرم افزاري نگين,36682,3743379,45706657590,11629,12210,12210,581,5,12210,581,5,12210,12210,1400-7-11,2021-10-03
5,مديريت,س. و خدمات مديريت صند. ب كشوري,29097,25277321,254441459854,10282,10295,10061,-221,-2.15,10066,-216,-2.1,9810,10380,1400-7-11,2021-10-03
6,كالا,بورس كالاي ايران,26756,63076213,2373527409330,38370,39500,36490,-1880,-4.9,37630,-740,-1.93,36460,40050,1400-7-11,2021-10-03
7,دي,بانك دي,25758,919153944,959486981051,1057,1045,1069,12,1.14,1044,-13,-1.23,1015,1079,1400-7-11,2021-10-03
8,فرابورس,فرابورس ايران,22620,67731603,2061406629931,30404,31924,29350,-1054,-3.47,30435,31,0.1,28899,31924,1400-7-11,2021-10-03
9,بركت,گروه دارويي بركت,22082,47506458,1565455154580,31900,32770,33490,1590,4.98,32950,1050,3.29,31320,33490,1400-7-11,2021-10-03
10,شبندر,پالايش نفت بندرعباس,22015,233004589,1627068560600,6990,7100,6920,-70,-1,6980,-10,-0.14,6790,7150,1400-7-11,2021-10-03
11,دارا يكم,صندوق واسطه گري مالي يكم-سهام,21666,14532235,1831430066620,126480,125400,127810,1330,1.05,126030,-450,-0.36,123110,127980,1400-7-11,2021-10-03
12,خودرو,ايران‌ خودرو,18136,632704827,1188040652868,1839,1828,1930,91,4.95,1878,39,2.12,1790,1930,1400-7-11,2021-10-03
13,شستا,سرمايه گذاري تامين اجتماعي,14596,76158000,989329103520,13030,13000,13070,40,0.31,12990,-40,-0.31,12820,13110,1400-7-11,2021-10-03
14,شتران,پالايش نفت تهران,14439,129639801,1489832344060,11630,11770,11370,-260,-2.24,11490,-140,-1.2,11150,11780,1400-7-11,2021-10-03
15,خساپا,سايپا,13563,506604335,898461398076,1733,1725,1819,86,4.96,1773,40,2.31,1702,1819,1400-7-11,2021-10-03
16,بوعلي,پتروشيمي بوعلي سينا,12929,11817511,908928802320,73900,75000,76550,2650,3.59,76910,3010,4.07,73960,77590,1400-7-11,2021-10-03
17,تاپيكو,س. نفت و گاز و پتروشيمي تأمين,11307,135211213,2065144272590,14600,15200,15250,650,4.45,15270,670,4.59,15020,15330,1400-7-11,2021-10-03
18,وهامون,سرمايه گذاري هامون صبا,10906,31785458,102183344455,3351,3350,3212,-139,-4.15,3215,-136,-4.06,3185,3350,1400-7-11,2021-10-03
19,شپنا,پالايش نفت اصفهان,10754,87358976,1189767185680,13760,13730,13490,-270,-1.96,13620,-140,-1.02,13400,13890,1400-7-11,2021-10-03
20,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,10349,296772140,727911740739,2399,2382,2518,119,4.96,2453,54,2.25,2345,2518,1400-7-11,2021-10-03
21,فملي,ملي‌ صنايع‌ مس‌ ايران‌,10161,62316092,810089026890,13220,13010,13100,-120,-0.91,13000,-220,-1.66,12820,13200,1400-7-11,2021-10-03
22,نوري,پتروشيمي نوري,9931,6190888,694839763620,112900,112000,110990,-1910,-1.69,112240,-660,-0.58,108500,116200,1400-7-11,2021-10-03
23,فولاد,فولاد مباركه اصفهان,9427,64915676,705010036710,10900,10870,10890,-10,-0.09,10860,-40,-0.37,10700,11020,1400-7-11,2021-10-03
24,لپارس,پارس‌ الكتريك‌,9361,5497577,948069214610,167320,168820,175680,8360,5,172450,5130,3.07,160500,175680,1400-7-11,2021-10-03
25,آريا,پليمر آريا ساسول,9045,4401660,514104456852,117729,118000,115809,-1920,-1.63,116798,-931,-0.79,115435,119624,1400-7-11,2021-10-03
26,شغدير,پتروشيمي غدير,8907,11594878,1348204245370,112430,118050,115990,3560,3.17,116280,3850,3.42,110000,118050,1400-7-11,2021-10-03
27,خبهمن,گروه‌بهمن‌,8730,606253991,1109672905681,1766,1768,1854,88,4.98,1830,64,3.62,1764,1854,1400-7-11,2021-10-03
28,سپيد,سپيد ماكيان,8488,3429099,195696352770,57990,58180,56730,-1260,-2.17,57070,-920,-1.59,56030,58180,1400-7-11,2021-10-03
29,شگويا,پتروشيمي تندگويان,8471,45231199,539942028308,12456,12470,11837,-619,-4.97,11937,-519,-4.17,11834,12470,1400-7-11,2021-10-03
30,خبنيان,بنيان ديزل,8436,840568,120439145851,140042,144243,144243,4201,3,143283,3241,2.31,135841,144243,1400-7-11,2021-10-03
31,كمند,صندوق س. با درآمد ثابت كمند,7779,331564714,3364853900131,10142,10148,10148,6,0.06,10148,6,0.06,10148,10150,1400-7-11,2021-10-03
32,وبملت,بانك ملت,7721,192864379,720829746505,3773,3754,3800,27,0.72,3737,-36,-0.95,3662,3845,1400-7-11,2021-10-03
33,آپ,آسان پرداخت پرشين,7697,50752702,526114605870,10640,10110,10200,-440,-4.14,10370,-270,-2.54,10110,10910,1400-7-11,2021-10-03
34,كرمان,س. توسعه و عمران استان كرمان,7673,242907783,290105954408,1204,1226,1208,4,0.33,1194,-10,-0.83,1157,1226,1400-7-11,2021-10-03
35,گدنا,تهيه توزيع غذاي دنا آفرين فدك,7097,5311602,105206261351,20205,20000,19545,-660,-3.27,19807,-398,-1.97,19195,20870,1400-7-11,2021-10-03
36,سپيدار,سپيدار سيستم آسيا,7090,1900729,34287268664,18730,18320,18300,-430,-2.3,18039,-691,-3.69,17794,18490,1400-7-11,2021-10-03
37,خپارس,پارس‌ خودرو,7042,304152764,346406528167,1116,1116,1171,55,4.93,1139,23,2.06,1085,1171,1400-7-11,2021-10-03
38,كاما,باما,6935,66338818,714694621780,10290,10610,10800,510,4.96,10770,480,4.66,10350,10800,1400-7-11,2021-10-03
39,شسپا,نفت سپاهان,6797,217925693,806745635305,3531,3700,3689,158,4.47,3702,171,4.84,3600,3707,1400-7-11,2021-10-03
40,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,6750,44186990,733705636180,16730,16300,16500,-230,-1.37,16600,-130,-0.78,16250,16940,1400-7-11,2021-10-03
41,وتجارت,بانك تجارت,6673,158830394,342669595303,2144,2160,2204,60,2.8,2157,13,0.61,2090,2220,1400-7-11,2021-10-03
42,شپديس,پتروشيمي پرديس,6522,4550331,852471351840,184830,191500,187140,2310,1.25,187340,2510,1.36,179100,191990,1400-7-11,2021-10-03
43,فارس,صنايع پتروشيمي خليج فارس,6423,74428912,996993185780,13020,13450,13480,460,3.53,13400,380,2.92,13300,13560,1400-7-11,2021-10-03
44,ذوب,سهامي ذوب آهن  اصفهان,6323,107833659,457832006296,4198,4270,4246,48,1.14,4246,48,1.14,4166,4355,1400-7-11,2021-10-03
45,وملي,گروه‌ صنعتي‌ ملي‌ (هلدينگ‌,6208,2527084,653247430420,264330,255870,267500,3170,1.2,258500,-5830,-2.21,251120,272000,1400-7-11,2021-10-03
46,پترول,گ.س.وت.ص.پتروشيمي خليج فارس,6053,79869481,315282521946,3897,3959,3912,15,0.38,3947,50,1.28,3870,4018,1400-7-11,2021-10-03
47,تپكو,توليدتجهيزات‌سنگين‌هپكو,5890,100739345,231228971094,2252,2315,2319,67,2.98,2295,43,1.91,2250,2319,1400-7-11,2021-10-03
48,شاراك,پتروشيمي شازند,5718,11273616,573908930900,50530,51000,50580,50,0.1,50910,380,0.75,48270,52580,1400-7-11,2021-10-03
49,غكورش,صنعت غذايي كورش,5295,3459548,159256413620,44910,45000,47000,2090,4.65,46030,1120,2.49,44700,47050,1400-7-11,2021-10-03
50,شاروم,پتروشيمي اروميه,5278,5017935,90578177960,18148,18600,17775,-373,-2.06,18051,-97,-0.53,17394,18800,1400-7-11,2021-10-03
51,ومدير,گ.مديريت ارزش سرمايه ص ب كشوري,5257,23423762,118492089957,5154,5300,5020,-134,-2.6,5059,-95,-1.84,4970,5300,1400-7-11,2021-10-03
52,شفن,پتروشيمي فناوران,5156,1044719,446422059770,412720,429260,426990,14270,3.46,427310,14590,3.54,416550,433350,1400-7-11,2021-10-03
53,وبصادر,بانك صادرات ايران,5091,127216923,271676488105,2109,2110,2190,81,3.84,2136,27,1.28,2073,2200,1400-7-11,2021-10-03
54,زاگرس,پتروشيمي زاگرس,5070,1883771,563124653160,290596,301500,295699,5103,1.76,298935,8339,2.87,291100,305125,1400-7-11,2021-10-03
55,شصدف,صنعتي دوده فام,5039,6148567,199397051778,33867,33000,32182,-1685,-4.98,32430,-1437,-4.24,32174,33600,1400-7-11,2021-10-03
56,امين,تامين سرمايه امين,5014,2176987,22337953360,10190,10250,10300,110,1.08,10230,40,0.39,10240,10320,1400-7-11,2021-10-03
57,آبادا,توليد نيروي برق آبادان,4891,7425387,108539146020,14010,14000,14710,700,5,14620,610,4.35,14000,14710,1400-7-11,2021-10-03
58,پارسان,گسترش نفت و گاز پارسيان,4843,24095597,879341855410,36080,36800,36000,-80,-0.22,36490,410,1.14,35550,37400,1400-7-11,2021-10-03
59,ولكار,ليزينگ كارآفرين,4776,4831814,21282845469,4468,4510,4400,-68,-1.52,4405,-63,-1.41,4330,4510,1400-7-11,2021-10-03
60,صبا,سرمايه گذاري صبا تامين,4773,42505479,290189836670,6978,7000,6830,-148,-2.12,6827,-151,-2.16,6760,7000,1400-7-11,2021-10-03
61,وسپهر,سرمايه گذاري مالي سپهرصادرات,4756,8884846,68109013356,7831,7803,7721,-110,-1.4,7709,-122,-1.56,7600,7803,1400-7-11,2021-10-03
62,خزر,فنرسازي‌زر,4698,15043968,289336044550,18910,18910,19680,770,4.07,19230,320,1.69,18310,19800,1400-7-11,2021-10-03
63,كزغال,زغال سنگ پروده طبس,4671,2622307,98563082890,36784,37784,37660,876,2.38,37586,802,2.18,36500,38577,1400-7-11,2021-10-03
64,لطيف,محصولات كاغذي لطيف,4546,492322,21534510741,44977,44977,43881,-1096,-2.44,43741,-1236,-2.75,42900,44977,1400-7-11,2021-10-03
65,خنصير,مهندسي‌نصيرماشين‌,4524,22995927,532648410380,22110,22900,23210,1100,4.98,23160,1050,4.75,22200,23210,1400-7-11,2021-10-03
66,چخزر,صنايع چوب خزر كاسپين,4519,650176,22249470613,35087,34500,34000,-1087,-3.1,34221,-866,-2.47,33467,35500,1400-7-11,2021-10-03
67,ثبهساز,بهساز كاشانه تهران,4504,31241107,58021932287,1917,1930,1865,-52,-2.71,1857,-60,-3.13,1833,1930,1400-7-11,2021-10-03
68,ومعادن,توسعه‌معادن‌وفلزات‌,4465,29381747,322106821010,10700,10900,10900,200,1.87,10960,260,2.43,10760,11170,1400-7-11,2021-10-03
69,وخارزم,سرمايه گذاري خوارزمي,4343,44525374,241338573940,5460,5410,5420,-40,-0.73,5420,-40,-0.73,5350,5560,1400-7-11,2021-10-03
70,زملارد,كشاورزي و دامپروري ملارد شير,4283,1500636,39727571376,27710,27870,26600,-1110,-4.01,26474,-1236,-4.46,26325,27870,1400-7-11,2021-10-03
71,فتوسا,توليد و توسعه سرب روي ايرانيان,4151,2387554,32915708913,14044,14046,13990,-54,-0.38,13786,-258,-1.84,13501,14240,1400-7-11,2021-10-03
72,ثاميد,توسعه و عمران اميد,4142,31623309,48898924376,1565,1571,1542,-23,-1.47,1546,-19,-1.21,1515,1571,1400-7-11,2021-10-03
73,ثتران,سرمايه گذاري مسكن تهران,4109,59484880,249655667749,4045,4000,4247,202,4.99,4197,152,3.76,3843,4247,1400-7-11,2021-10-03
74,وكبهمن,مديريت سرمايه گذاري كوثربهمن,4109,1905388,22731600801,12219,12255,11911,-308,-2.52,11930,-289,-2.37,11800,12255,1400-7-11,2021-10-03
75,فگستر,گسترش صنايع روي ايرانيان,4080,2171983,27365210901,12981,13100,12672,-309,-2.38,12599,-382,-2.94,12332,13100,1400-7-11,2021-10-03
76,رافزا,رايان هم افزا,4076,696667,54779833566,78430,78100,79000,570,0.73,78631,201,0.26,77120,80900,1400-7-11,2021-10-03
77,كدما,معدني‌ دماوند,4010,2585516,314684070020,127150,125930,120800,-6350,-4.99,121710,-5440,-4.28,120800,126000,1400-7-11,2021-10-03
78,شبريز,پالايش نفت تبريز,3982,11471335,484884912960,42870,43480,42300,-570,-1.33,42270,-600,-1.4,41330,43480,1400-7-11,2021-10-03
79,ولقمان,سرمايه گذاري لقمان,3957,19452034,76720368785,3875,3880,3991,116,2.99,3944,69,1.78,3840,3991,1400-7-11,2021-10-03
80,شلرد,كود شيميايي اوره لردگان,3881,52805165,492754817765,9068,9340,9214,146,1.61,9332,264,2.91,9100,9340,1400-7-11,2021-10-03
81,قثابت,قند ثابت‌ خراسان‌,3861,75368662,245027922163,3150,3150,3307,157,4.98,3251,101,3.21,3095,3307,1400-7-11,2021-10-03
82,بپيوند,برق و انرژي پيوندگستر پارس,3653,3210587,35140314097,11095,11100,11140,45,0.41,10945,-150,-1.35,10741,11140,1400-7-11,2021-10-03
83,ماديرا,صنايع ماديران,3634,52253869,462799535333,8461,8884,8884,423,5,8857,396,4.68,8613,8884,1400-7-11,2021-10-03
84,خكار,ايركا پارت صنعت,3632,19946847,285017388000,14860,14600,14680,-180,-1.21,14290,-570,-3.84,14120,14800,1400-7-11,2021-10-03
85,كيان,صندوق س. با درآمد ثابت كيان,3631,43929616,1354536687921,30815,30833,30836,21,0.07,30834,19,0.06,30832,30838,1400-7-11,2021-10-03
86,خاذين,سايپاآذين‌,3626,40833504,135733172508,3187,3280,3346,159,4.99,3324,137,4.3,3200,3346,1400-7-11,2021-10-03
87,وپارس,بانك‌پارسيان‌,3553,84046836,223326199055,2668,2698,2719,51,1.91,2657,-11,-0.41,2600,2740,1400-7-11,2021-10-03
88,خراسان,پتروشيمي خراسان,3529,6223122,633063853370,97380,102240,101600,4220,4.33,101730,4350,4.47,98800,102240,1400-7-11,2021-10-03
89,وبانك,سرمايه گذاري گروه توسعه ملي,3402,35407870,331925759950,9170,9280,9370,200,2.18,9370,200,2.18,9020,9590,1400-7-11,2021-10-03
90,شاوان,پالايش نفت لاوان,3398,5598518,757379417489,130618,137148,134000,3382,2.59,135282,4664,3.57,128700,137148,1400-7-11,2021-10-03
91,فزرين,زرين معدن آسيا,3354,9971457,175270065795,17298,18000,17357,59,0.34,17577,279,1.61,17000,18000,1400-7-11,2021-10-03
92,غزر,صنعتي زر ماكارون,3233,3334829,42182290550,11240,12200,12810,1570,13.97,12650,1410,12.54,12200,12810,1400-7-11,2021-10-03
93,خزاميا,زامياد,3169,31852822,231741147410,7130,7110,7480,350,4.91,7280,150,2.1,6900,7480,1400-7-11,2021-10-03
94,سنير,سيمان‌ سفيد ني‌ريز,3166,1441322,148546664930,107730,107730,103600,-4130,-3.83,103060,-4670,-4.33,102350,107800,1400-7-11,2021-10-03
95,اتكاي,بيمه اتكايي ايرانيان,3160,35973500,383397646477,10162,10468,10657,495,4.87,10658,496,4.88,10200,10670,1400-7-11,2021-10-03
96,بگيلان,توسعه مسير برق گيلان,3160,820991,14626979691,17988,17651,17860,-128,-0.71,17906,-82,-0.46,17651,18037,1400-7-11,2021-10-03
97,ولپارس,ليزينگ پارسيان,3139,11984859,59025503200,5160,5100,4970,-190,-3.68,4930,-230,-4.46,4910,5100,1400-7-11,2021-10-03
98,وپويا,سرمايه گذاري پويا,3124,12684467,62038419974,5125,5110,4891,-234,-4.57,4891,-234,-4.57,4869,5110,1400-7-11,2021-10-03
99,غگل,گلوكوزان‌,3096,38997604,139558188762,3730,3630,3581,-149,-3.99,3579,-151,-4.05,3544,3700,1400-7-11,2021-10-03
100,هاي وب,داده گسترعصرنوين-هاي وب,3094,22092248,187395328290,8460,8490,8550,90,1.06,8480,20,0.24,8310,8650,1400-7-11,2021-10-03
101,كچاد,معدني‌وصنعتي‌چادرملو,3085,6618169,187333125050,28060,28700,28220,160,0.57,28310,250,0.89,27750,28790,1400-7-11,2021-10-03
102,فروي,ذوب روي اصفهان,3066,3574395,107158949769,31116,30510,30170,-946,-3.04,29980,-1136,-3.65,29561,31115,1400-7-11,2021-10-03
103,حكشتي,كشتيراني جمهوري اسلامي ايران,3055,10100253,151093115340,15090,14930,15200,110,0.73,14960,-130,-0.86,14600,15390,1400-7-11,2021-10-03
104,سيتا,سرمايه گذاري سيمان تامين,3049,5241246,63861061440,12360,12030,12270,-90,-0.73,12180,-180,-1.46,12030,12300,1400-7-11,2021-10-03
105,كرازي,كارخانجات‌توليدي‌شيشه‌رازي‌,2964,76277687,111560036371,1524,1537,1467,-57,-3.74,1463,-61,-4,1448,1537,1400-7-11,2021-10-03
106,افران,صندوق س افرا نماد پايدار-ثابت,2884,113413716,1634104067794,14401,14408,14409,8,0.06,14408,7,0.05,14405,14411,1400-7-11,2021-10-03
107,كرماشا,صنايع پتروشيمي كرمانشاه,2866,8482435,438435406870,52260,53000,50800,-1460,-2.79,51690,-570,-1.09,49650,53270,1400-7-11,2021-10-03
108,امين يكم,صندوق درآمد ثابت امين يكم فردا,2847,82425677,827832711025,10040,10045,10042,2,0.02,10043,3,0.03,10039,10046,1400-7-11,2021-10-03
109,سرو,صندوق س سروسودمند مدبران-سهام,2746,3944031,317484645760,80580,81790,80820,240,0.3,80500,-80,-0.1,79180,81790,1400-7-11,2021-10-03
110,ختور,رادياتور ايران‌,2679,9187452,215773493730,23310,22510,23820,510,2.19,23490,180,0.77,22250,24470,1400-7-11,2021-10-03
111,اطلس,صندوق س.توسعه اندوخته آينده-س,2630,479442,126465155646,265388,265700,263210,-2178,-0.82,263776,-1612,-0.61,261200,266989,1400-7-11,2021-10-03
