,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,پالايش,صندوق پالايشي يكم-سهام,12657,9128688,638309422210,70570,70640,69640,-930,-1.32,69920,-650,-0.92,69390,70800,1400-10-25,2022-01-15
1,دارا يكم,صندوق واسطه گري مالي يكم-سهام,9991,6099745,663245297430,110610,110100,108160,-2450,-2.21,108730,-1880,-1.7,107800,110100,1400-10-25,2022-01-15
2,خودرو,ايران‌ خودرو,9351,413306584,808694518123,2054,1989,1956,-98,-4.77,1957,-97,-4.72,1952,1999,1400-10-25,2022-01-15
3,شپنا,پالايش نفت اصفهان,8694,85585402,476904700960,5720,5720,5490,-230,-4.02,5570,-150,-2.62,5440,5800,1400-10-25,2022-01-15
4,خساپا,سايپا,7952,270923701,440785229262,1700,1699,1625,-75,-4.41,1627,-73,-4.29,1615,1699,1400-10-25,2022-01-15
5,فردا,صندوق س آواي فرداي زاگرس-ثابت,7566,375843469,4588635131529,12190,12209,12208,18,0.15,12209,19,0.16,12208,12210,1400-10-25,2022-01-15
6,شتران,پالايش نفت تهران,7226,103605687,377570197630,3773,3773,3600,-173,-4.59,3644,-129,-3.42,3585,3840,1400-10-25,2022-01-15
7,شسينا,صنايع‌شيميايي‌سينا,6601,206002423,490081580708,2285,2206,2399,114,4.99,2379,94,4.11,2172,2399,1400-10-25,2022-01-15
8,فملي,ملي‌ صنايع‌ مس‌ ايران‌,6417,52727758,375064036790,7090,7190,7090,0,0,7110,20,0.28,7080,7240,1400-10-25,2022-01-15
9,سدبير,س. تدبيرگران فارس وخوزستان,6010,13797371,470493123200,33300,32550,34900,1600,4.8,34100,800,2.4,32300,34950,1400-10-25,2022-01-15
10,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,5938,230920020,570491077496,2573,2541,2464,-109,-4.24,2471,-102,-3.96,2445,2590,1400-10-25,2022-01-15
11,فولاد,فولاد مباركه اصفهان,5826,58314729,586069962480,10100,10100,10000,-100,-0.99,10050,-50,-0.5,9970,10200,1400-10-25,2022-01-15
12,سمگا,گروه سرمايه گذاري ميراث فرهنگي,5708,41667329,424940749300,9810,10150,10080,270,2.75,10200,390,3.98,9900,10300,1400-10-25,2022-01-15
13,شبندر,پالايش نفت بندرعباس,5022,64720530,412740989330,6440,6480,6270,-170,-2.64,6380,-60,-0.93,6250,6510,1400-10-25,2022-01-15
14,قتربت,قند تربت حيدريه,4933,719750,44632100050,60600,62400,62400,1800,2.97,62000,1400,2.31,59000,62400,1400-10-25,2022-01-15
15,شفن,پتروشيمي فناوران,4868,23929176,322516116570,12900,13100,13520,620,4.81,13480,580,4.5,12900,13540,1400-10-25,2022-01-15
16,كمند,صندوق س. با درآمد ثابت كمند,4796,184207419,1852827904298,10042,10059,10059,17,0.17,10058,16,0.16,10058,10060,1400-10-25,2022-01-15
17,انرژي3,سايراشخاص بورس انرژي,4439,3981175,283368995170,74620,73890,70890,-3730,-5,71180,-3440,-4.61,70890,73890,1400-10-25,2022-01-15
18,توسن,توسعه سامانه ي نرم افزاري نگين,3899,3942782,93627203000,23250,24000,23850,600,2.58,23750,500,2.15,23450,24200,1400-10-25,2022-01-15
19,كالا,بورس كالاي ايران,3873,10586683,272009143260,26760,26400,25430,-1330,-4.97,25690,-1070,-4,25430,27100,1400-10-25,2022-01-15
20,بركت,گروه دارويي بركت,3797,8741951,137660352920,15950,16000,15500,-450,-2.82,15750,-200,-1.25,15460,16270,1400-10-25,2022-01-15
21,فسبزوار,پارس فولاد سبزوار,3633,1938302,66255277780,34200,34210,34220,20,0.06,34180,-20,-0.06,34010,34250,1400-10-25,2022-01-15
