,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,پالايش,صندوق پالايشي يكم-سهام,22193,19894033,1354491183180,68500,68400,67940,-560,-0.82,68090,-410,-0.6,67090,69050,1400-8-3,2021-10-25
1,فجهان,مجتمع جهان فولاد سيرجان,18725,77949068,459995467715,5992,5980,5950,-42,-0.7,5901,-91,-1.52,5759,6010,1400-8-3,2021-10-25
2,شپنا,پالايش نفت اصفهان,17746,121240131,1307828784310,11300,10840,10740,-560,-4.96,10790,-510,-4.51,10740,11260,1400-8-3,2021-10-25
3,فسبزوار,پارس فولاد سبزوار,16773,11966917,411308134580,34390,34260,34200,-190,-0.55,34370,-20,-0.06,34020,34560,1400-8-3,2021-10-25
4,توسن,توسعه سامانه ي نرم افزاري نگين,16703,7564050,114315277648,15051,15100,15181,130,0.86,15113,62,0.41,15000,15300,1400-8-3,2021-10-25
5,دارا يكم,صندوق واسطه گري مالي يكم-سهام,13713,6942853,761565397050,111380,111000,109600,-1780,-1.6,109690,-1690,-1.52,108020,112100,1400-8-3,2021-10-25
6,شبندر,پالايش نفت بندرعباس,13061,169468737,1023161959630,6280,6190,6010,-270,-4.3,6040,-240,-3.82,5970,6260,1400-8-3,2021-10-25
7,كيمياتك,آريان كيميا تك,12374,2581584,67473752630,26880,25980,25810,-1070,-3.98,26140,-740,-2.75,25760,26860,1400-8-3,2021-10-25
8,فولاد,فولاد مباركه اصفهان,11675,90378714,990474088320,10990,10990,10870,-120,-1.09,10960,-30,-0.27,10820,11160,1400-8-3,2021-10-25
9,خودرو,ايران‌ خودرو,10780,310265793,520837683564,1676,1645,1672,-4,-0.24,1679,3,0.18,1631,1738,1400-8-3,2021-10-25
10,كمند,صندوق س. با درآمد ثابت كمند,10658,523955268,5291713720893,10089,10099,10100,11,0.11,10100,11,0.11,10099,10101,1400-8-3,2021-10-25
11,مديريت,س. و خدمات مديريت صند. ب كشوري,9196,11165831,95684534726,8846,8850,8525,-321,-3.63,8569,-277,-3.13,8448,8850,1400-8-3,2021-10-25
12,خساپا,سايپا,9088,268614120,416494992748,1568,1558,1537,-31,-1.98,1551,-17,-1.08,1507,1600,1400-8-3,2021-10-25
13,شتران,پالايش نفت تهران,8777,102129239,460558024855,4568,4543,4470,-98,-2.15,4510,-58,-1.27,4360,4680,1400-8-3,2021-10-25
14,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,8439,278656929,563850324543,2100,2020,2003,-97,-4.62,2023,-77,-3.67,1995,2118,1400-8-3,2021-10-25
15,كرمان,س. توسعه و عمران استان كرمان,7885,262868740,255826705193,1002,1002,977,-25,-2.5,973,-29,-2.89,952,1010,1400-8-3,2021-10-25
16,فملي,ملي‌ صنايع‌ مس‌ ايران‌,7872,45866422,600378459510,13300,13100,13000,-300,-2.26,13090,-210,-1.58,12990,13340,1400-8-3,2021-10-25
17,اپال,فرآوري معدني اپال كاني پارس,7490,2947215,59314645740,19600,20190,20240,640,3.27,19850,250,1.28,19610,20280,1400-8-3,2021-10-25
18,وتجارت,بانك تجارت,6608,214769078,393562713885,1923,1845,1833,-90,-4.68,1832,-91,-4.73,1827,1900,1400-8-3,2021-10-25
19,تپكو,توليدتجهيزات‌سنگين‌هپكو,6457,179977082,517049488141,2792,2875,2875,83,2.97,2873,81,2.9,2823,2875,1400-8-3,2021-10-25
20,هاي وب,داده گسترعصرنوين-هاي وب,6415,74141007,632492494010,8550,8550,8360,-190,-2.22,8530,-20,-0.23,8350,8790,1400-8-3,2021-10-25
21,امين,تامين سرمايه امين,6248,5900852,72589355880,12120,12490,12350,230,1.9,12300,180,1.49,12160,12490,1400-8-3,2021-10-25
22,ويسا,سرمايه گذاري ايساتيس پويا,6006,25655150,203211819364,7999,8238,7760,-239,-2.99,7921,-78,-0.98,7760,8238,1400-8-3,2021-10-25
23,فرابورس,فرابورس ايران,5591,20976972,494610266332,22806,22300,23946,1140,5,23579,773,3.39,22000,23946,1400-8-3,2021-10-25
24,وبصادر,بانك صادرات ايران,5359,231228156,424312319084,1928,1838,1840,-88,-4.56,1835,-93,-4.82,1832,1880,1400-8-3,2021-10-25
25,سپيد,سپيد ماكيان,5220,2126241,113496000680,54330,53800,53010,-1320,-2.43,53380,-950,-1.75,52900,54490,1400-8-3,2021-10-25
26,وهامون,سرمايه گذاري هامون صبا,5184,14351778,40074926282,2794,2743,2788,-6,-0.21,2792,-2,-0.07,2713,2845,1400-8-3,2021-10-25
27,كاما,باما,4688,43444582,365822330980,8840,8520,8400,-440,-4.98,8420,-420,-4.75,8400,8690,1400-8-3,2021-10-25
