,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,توسن,توسعه سامانه ي نرم افزاري نگين,109893,44495856,583807735417,13461,13470,12788,-673,-5,13120,-341,-2.53,12788,13500,1400-7-17,2021-10-09
1,فسبزوار,پارس فولاد سبزوار,52705,22762412,801800690510,36110,35890,34460,-1650,-4.57,35220,-890,-2.46,34400,36110,1400-7-17,2021-10-09
2,كيمياتك,آريان كيميا تك,40619,13192061,404740412230,32210,31410,30610,-1600,-4.97,30680,-1530,-4.75,30600,31720,1400-7-17,2021-10-09
3,فجهان,مجتمع جهان فولاد سيرجان,36393,101920503,628425567769,6462,6360,6139,-323,-5,6166,-296,-4.58,6139,6361,1400-7-17,2021-10-09
4,پالايش,صندوق پالايشي يكم-سهام,34566,33972356,2650969152840,80760,80100,76100,-4660,-5.77,78030,-2730,-3.38,76010,80120,1400-7-17,2021-10-09
5,شستا,سرمايه گذاري تامين اجتماعي,25342,120979142,1588417487990,13020,13210,13000,-20,-0.15,13130,110,0.84,12910,13370,1400-7-17,2021-10-09
6,كدما,معدني‌ دماوند,24504,18280092,2407700502770,127190,133540,133540,6350,4.99,131710,4520,3.55,125000,133540,1400-7-17,2021-10-09
7,دي,بانك دي,20942,767406063,800879270128,1091,1071,1037,-54,-4.95,1044,-47,-4.31,1037,1090,1400-7-17,2021-10-09
8,شپنا,پالايش نفت اصفهان,18276,138482050,1967213864550,14680,14750,13950,-730,-4.97,14210,-470,-3.2,13950,14820,1400-7-17,2021-10-09
9,مديريت,س. و خدمات مديريت صند. ب كشوري,17483,25276574,240504523735,9960,9935,9462,-498,-5,9515,-445,-4.47,9462,9940,1400-7-17,2021-10-09
10,شبندر,پالايش نفت بندرعباس,16982,200394792,1398399316040,7290,7250,6930,-360,-4.94,6980,-310,-4.25,6930,7250,1400-7-17,2021-10-09
11,دارا يكم,صندوق واسطه گري مالي يكم-سهام,15816,7560709,929938123950,126420,126000,121240,-5180,-4.1,123000,-3420,-2.71,121200,126010,1400-7-17,2021-10-09
12,خساپا,سايپا,11982,396029676,691796530780,1826,1830,1737,-89,-4.87,1747,-79,-4.33,1735,1830,1400-7-17,2021-10-09
13,كالا,بورس كالاي ايران,11722,28976810,1057548426020,36440,37810,35720,-720,-1.98,36500,60,0.16,34630,37980,1400-7-17,2021-10-09
14,فرابورس,فرابورس ايران,11108,27657143,777683411047,28990,29407,27541,-1449,-5,28119,-871,-3,27541,29900,1400-7-17,2021-10-09
15,خودرو,ايران‌ خودرو,10047,246309483,458960183225,1944,1948,1850,-94,-4.84,1863,-81,-4.17,1847,1948,1400-7-17,2021-10-09
16,كمند,صندوق س. با درآمد ثابت كمند,9873,387593600,3880365686016,10164,10012,10012,-152,-1.5,10011,-153,-1.51,10011,10013,1400-7-17,2021-10-09
17,وهامون,سرمايه گذاري هامون صبا,9860,33004566,109543924308,3215,3275,3258,43,1.34,3319,104,3.23,3230,3370,1400-7-17,2021-10-09
18,فولاد,فولاد مباركه اصفهان,9303,60522468,627965516340,10670,10620,10350,-320,-3,10380,-290,-2.72,10260,10720,1400-7-17,2021-10-09
19,تپكو,توليدتجهيزات‌سنگين‌هپكو,8475,142079594,351353134274,2423,2544,2450,27,1.11,2473,50,2.06,2391,2544,1400-7-17,2021-10-09
20,فملي,ملي‌ صنايع‌ مس‌ ايران‌,8104,53395099,685941239100,13060,12970,12840,-220,-1.68,12850,-210,-1.61,12640,13040,1400-7-17,2021-10-09
21,قثابت,قند ثابت‌ خراسان‌,7616,153317395,505935758453,3275,3170,3339,64,1.95,3300,25,0.76,3112,3438,1400-7-17,2021-10-09
22,نوري,پتروشيمي نوري,7471,4238387,459509143390,111550,113300,106810,-4740,-4.25,108420,-3130,-2.81,106680,113300,1400-7-17,2021-10-09
23,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,6505,163359146,404512667662,2574,2580,2448,-126,-4.9,2476,-98,-3.81,2446,2599,1400-7-17,2021-10-09
24,بترانس,ايران‌ ترانسفو,6413,135256185,341121613870,2534,2570,2456,-78,-3.08,2522,-12,-0.47,2438,2600,1400-7-17,2021-10-09
25,ولپارس,ليزينگ پارسيان,6368,33419324,166666987326,4770,4850,4970,200,4.19,4987,217,4.55,4710,5008,1400-7-17,2021-10-09
26,سپيدار,سپيدار سيستم آسيا,5942,1728626,32826665421,19037,19390,18520,-517,-2.72,18990,-47,-0.25,18400,19500,1400-7-17,2021-10-09
27,سپيد,سپيد ماكيان,5888,3646793,213425763260,61120,60980,58070,-3050,-4.99,58520,-2600,-4.25,58070,60980,1400-7-17,2021-10-09
28,وبملت,بانك ملت,5858,117518275,430901103837,3760,3799,3640,-120,-3.19,3667,-93,-2.47,3631,3800,1400-7-17,2021-10-09
29,كرمان,س. توسعه و عمران استان كرمان,5830,164565508,189834446963,1185,1195,1148,-37,-3.12,1154,-31,-2.62,1140,1196,1400-7-17,2021-10-09
30,وتجارت,بانك تجارت,5660,138666647,294002878786,2202,2222,2099,-103,-4.68,2120,-82,-3.72,2092,2230,1400-7-17,2021-10-09
31,ثبهساز,بهساز كاشانه تهران,5404,44179913,87151489466,1954,1999,1983,29,1.48,1973,19,0.97,1903,2024,1400-7-17,2021-10-09
32,بوعلي,پتروشيمي بوعلي سينا,5204,2953392,220017766840,77020,77300,73800,-3220,-4.18,74500,-2520,-3.27,73250,77300,1400-7-17,2021-10-09
33,امين,تامين سرمايه امين,5195,2103928,21924701050,10300,10400,10470,170,1.65,10360,60,0.58,10400,10550,1400-7-17,2021-10-09
34,خبهمن,گروه‌بهمن‌,5177,238635095,445889244640,1925,1918,1829,-96,-4.99,1868,-57,-2.96,1829,1925,1400-7-17,2021-10-09
35,گدنا,تهيه توزيع غذاي دنا آفرين فدك,5026,4076887,76500879806,19559,19600,18582,-977,-5,18765,-794,-4.06,18582,19700,1400-7-17,2021-10-09
36,آريا,پليمر آريا ساسول,4966,1733303,197536704439,117274,114450,113020,-4254,-3.63,113965,-3309,-2.82,112000,116700,1400-7-17,2021-10-09
37,غزر,صنعتي زر ماكارون,4943,12403856,147234628570,12480,12350,11860,-620,-4.97,11870,-610,-4.89,11860,12350,1400-7-17,2021-10-09
38,وسپهر,سرمايه گذاري مالي سپهرصادرات,4908,11826627,87214661817,7674,7556,7305,-369,-4.81,7379,-295,-3.84,7300,7601,1400-7-17,2021-10-09
39,صبا,سرمايه گذاري صبا تامين,4804,29370462,193109795656,6757,6731,6510,-247,-3.66,6575,-182,-2.69,6472,6818,1400-7-17,2021-10-09
40,آبادا,توليد نيروي برق آبادان,4793,4466243,68041553780,15070,15200,14820,-250,-1.66,15230,160,1.06,14640,15820,1400-7-17,2021-10-09
41,ويسا,سرمايه گذاري ايساتيس پويا,4710,22028227,126041431988,5652,5600,5821,169,2.99,5722,70,1.24,5483,5821,1400-7-17,2021-10-09
