,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,پالايش,صندوق پالايشي يكم-سهام,24676,32362399,2296933054010,70030,71390,70430,400,0.57,70980,950,1.36,70310,71940,1400-9-14,2021-12-05
1,دارا يكم,صندوق واسطه گري مالي يكم-سهام,10852,7149338,792677983550,110060,111110,110600,540,0.49,110870,810,0.74,109900,111940,1400-9-14,2021-12-05
2,شبندر,پالايش نفت بندرعباس,10471,150132539,943839314260,6010,6250,6310,300,4.99,6290,280,4.66,6180,6310,1400-9-14,2021-12-05
3,شستا,سرمايه گذاري تامين اجتماعي,9427,46371967,505965136720,10850,10880,10850,0,0,10910,60,0.55,10820,11050,1400-9-14,2021-12-05
4,وكبهمن,مديريت سرمايه گذاري كوثربهمن,9347,2361919,23649606160,9648,9680,10130,482,5,10013,365,3.78,9650,10130,1400-9-14,2021-12-05
5,توسن,توسعه سامانه ي نرم افزاري نگين,8494,10450591,240884815979,22005,22500,23105,1100,5,23050,1045,4.75,22410,23105,1400-9-14,2021-12-05
6,بوعلي,پتروشيمي بوعلي سينا,8455,818512,58894599970,71050,71500,72600,1550,2.18,71580,530,0.75,71010,72980,1400-9-14,2021-12-05
7,فولاد,فولاد مباركه اصفهان,8119,64240048,663247544490,10100,10270,10300,200,1.98,10320,220,2.18,10210,10470,1400-9-14,2021-12-05
8,بركت,گروه دارويي بركت,7876,20258871,396224951810,19610,19400,19320,-290,-1.48,19560,-50,-0.25,19000,20100,1400-9-14,2021-12-05
9,ثبهساز,بهساز كاشانه تهران,7368,19856312,30701812034,1512,1503,1540,28,1.85,1546,34,2.25,1503,1584,1400-9-14,2021-12-05
10,شپنا,پالايش نفت اصفهان,7296,53527161,316195561150,5760,5900,5850,90,1.56,5910,150,2.6,5830,5990,1400-9-14,2021-12-05
11,كدما,معدني‌ دماوند,5810,3646556,256574708120,70990,69000,70130,-860,-1.21,70360,-630,-0.89,68000,73500,1400-9-14,2021-12-05
12,پترول,گ.س.وت.ص.پتروشيمي خليج فارس,5726,92397468,243550914312,2627,2670,2600,-27,-1.03,2636,9,0.34,2560,2736,1400-9-14,2021-12-05
13,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,5632,121842949,300294687007,2463,2450,2470,7,0.28,2465,2,0.08,2381,2520,1400-9-14,2021-12-05
14,فسبزوار,پارس فولاد سبزوار,5482,4969095,169681606660,33690,33700,33990,300,0.89,34150,460,1.37,33700,34500,1400-9-14,2021-12-05
15,فجهان,مجتمع جهان فولاد سيرجان,5030,13694143,74252905799,5414,5410,5410,-4,-0.07,5421,7,0.13,5364,5501,1400-9-14,2021-12-05
16,گدنا,تهيه توزيع غذاي دنا آفرين فدك,4828,6408915,88242431947,13984,13285,14000,16,0.11,13769,-215,-1.54,13285,14330,1400-9-14,2021-12-05
17,انار,صندوق س.انارنماد ارزش-درسهام,4763,25402005,254020050000,10000,10000,10000,0,0,10000,0,0,10000,10000,1400-9-14,2021-12-05
18,تپكو,توليدتجهيزات‌سنگين‌هپكو,4283,143356909,466359023439,3346,3246,3288,-58,-1.73,3253,-93,-2.78,3246,3300,1400-9-14,2021-12-05
19,مديريت,س. و خدمات مديريت صند. ب كشوري,4253,4625518,38671048620,8402,8276,8301,-101,-1.2,8360,-42,-0.5,8250,8489,1400-9-14,2021-12-05
20,كرمان,س. توسعه و عمران استان كرمان,4130,140795471,130177786079,901,902,924,23,2.55,925,24,2.66,902,936,1400-9-14,2021-12-05
21,كيمياتك,آريان كيميا تك,4060,1186115,29365342710,24880,25200,24730,-150,-0.6,24760,-120,-0.48,24490,25200,1400-9-14,2021-12-05
22,وبملت,بانك ملت,3935,91129905,259067698951,2845,2820,2876,31,1.09,2843,-2,-0.07,2803,2880,1400-9-14,2021-12-05
23,وتجارت,بانك تجارت,3891,94246998,170083666180,1820,1780,1806,-14,-0.77,1805,-15,-0.82,1777,1849,1400-9-14,2021-12-05
24,كمند,صندوق س. با درآمد ثابت كمند,3876,145897627,1482206434597,10154,10159,10160,6,0.06,10159,5,0.05,10159,10160,1400-9-14,2021-12-05
25,خبهمن,گروه‌بهمن‌,3864,103065322,197561568512,1902,1900,1933,31,1.63,1917,15,0.79,1853,1970,1400-9-14,2021-12-05
26,لپارس,پارس‌ الكتريك‌,3627,2349126,214933446060,94850,90160,90370,-4480,-4.72,91500,-3350,-3.53,90110,96200,1400-9-14,2021-12-05
27,بورس,بورس اوراق بهادار تهران,3595,34867596,397600982180,11000,11000,11550,550,5,11400,400,3.64,10610,11550,1400-9-14,2021-12-05
28,سپيدار,سپيدار سيستم آسيا,3430,2957393,59334190017,19645,19800,20300,655,3.33,20063,418,2.13,19710,20480,1400-9-14,2021-12-05
29,غزر,صنعتي زر ماكارون,3370,5640828,57107180240,9860,9900,10170,310,3.14,10120,260,2.64,9900,10290,1400-9-14,2021-12-05
30,شتران,پالايش نفت تهران,3317,27039486,113866488355,4120,4232,4180,60,1.46,4204,84,2.04,4150,4269,1400-9-14,2021-12-05
31,انرژي3,سايراشخاص بورس انرژي,3314,3456513,346039234880,96490,98000,101310,4820,5,100110,3620,3.75,94920,101310,1400-9-14,2021-12-05
32,امين,تامين سرمايه امين,3244,2165552,26351654730,12160,12000,12200,40,0.33,12160,0,0,11700,12220,1400-9-14,2021-12-05
33,پارند,صندوق س. پارند پايدار سپهر,3193,145143740,1474995828968,10156,10162,10163,7,0.07,10162,6,0.06,10162,10163,1400-9-14,2021-12-05
34,نوري,پتروشيمي نوري,3075,1971604,217751814140,108460,109000,111330,2870,2.65,110440,1980,1.83,109000,111770,1400-9-14,2021-12-05
35,وبصادر,بانك صادرات ايران,3012,68606534,118158893051,1736,1724,1710,-26,-1.5,1722,-14,-0.81,1700,1762,1400-9-14,2021-12-05
36,شفن,پتروشيمي فناوران,3001,18530600,311340133350,16670,16980,16860,190,1.14,16800,130,0.78,16570,17190,1400-9-14,2021-12-05
37,شاروم,پتروشيمي اروميه,2922,2084194,28181014528,13108,13390,13763,655,5,13521,413,3.15,13100,13763,1400-9-14,2021-12-05
38,آريا,پليمر آريا ساسول,2891,1447797,160390747625,109915,110000,110900,985,0.9,110783,868,0.79,109915,112392,1400-9-14,2021-12-05
39,كيان,صندوق س. با درآمد ثابت كيان,2803,36143500,1153068066485,31887,31905,31904,17,0.05,31903,16,0.05,31902,31905,1400-9-14,2021-12-05
40,ختوقا,قطعات‌ اتومبيل‌ ايران‌,2802,70931813,193088781585,2605,2520,2735,130,4.99,2722,117,4.49,2502,2735,1400-9-14,2021-12-05
41,كاما,باما,2742,16274252,117304465380,7020,6980,7180,160,2.28,7210,190,2.71,6980,7360,1400-9-14,2021-12-05
42,شگويا,پتروشيمي تندگويان,2688,11339743,120958088277,10362,10590,10800,438,4.23,10667,305,2.94,10510,10870,1400-9-14,2021-12-05
43,وخارزم,سرمايه گذاري خوارزمي,2637,26397193,111069223838,4099,4160,4200,101,2.46,4208,109,2.66,4120,4288,1400-9-14,2021-12-05
44,سپيد,سپيد ماكيان,2536,1196936,68270373350,55640,55200,56700,1060,1.91,57040,1400,2.52,55200,58350,1400-9-14,2021-12-05
45,امين يكم,صندوق درآمد ثابت امين يكم فردا,2527,82867811,834263536507,10060,10065,10066,6,0.06,10067,7,0.07,10064,10073,1400-9-14,2021-12-05
46,صبا,سرمايه گذاري صبا تامين,2506,14020024,85060680581,6003,6001,6040,37,0.62,6053,50,0.83,5999,6210,1400-9-14,2021-12-05
47,دماوند,توليد نيروي برق دماوند,2484,5324046,122894569835,22141,22220,23248,1107,5,23083,942,4.25,22210,23248,1400-9-14,2021-12-05
48,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,2479,16934508,244937439410,14000,14300,14420,420,3,14460,460,3.29,14180,14620,1400-9-14,2021-12-05
49,ذوب,سهامي ذوب آهن  اصفهان,2442,35314719,122414661535,3395,3400,3502,107,3.15,3466,71,2.09,3400,3550,1400-9-14,2021-12-05
50,ولپارس,ليزينگ پارسيان,2422,10358853,33360617176,3374,3320,3210,-164,-4.86,3220,-154,-4.56,3206,3330,1400-9-14,2021-12-05
51,وهامون,سرمايه گذاري هامون صبا,2402,7444069,20391468119,2694,2680,2740,46,1.71,2739,45,1.67,2680,2760,1400-9-14,2021-12-05
52,بركتح,ح . گروه دارويي بركت,2339,5254196,85214874980,15820,16000,16000,180,1.14,16220,400,2.53,15750,16700,1400-9-14,2021-12-05
53,كالا,بورس كالاي ايران,2287,9525046,238903610240,24300,24490,25510,1210,4.98,25080,780,3.21,23700,25510,1400-9-14,2021-12-05
54,فاذر,صنايع‌ آذرآب‌,2211,117811177,97558827029,797,824,836,39,4.89,828,31,3.89,792,836,1400-9-14,2021-12-05
55,ولملتح,ح . واسپاري ملت,2196,10527708,23993880626,2099,2174,2308,209,9.96,2279,180,8.58,1992,2308,1400-9-14,2021-12-05
56,تسه0008,امتيازتسهيلات مسكن آبان1400,2186,93284,77203855175,825539,825010,850000,24461,2.96,827622,2083,0.25,800122,860000,1400-9-14,2021-12-05
57,رافزا,رايان هم افزا,2178,248606,14052161759,54282,55900,56996,2714,5,56388,2106,3.88,53836,56996,1400-9-14,2021-12-05
58,طلا,صندوق س.پشتوانه طلاي لوتوس,2158,6005623,562436438094,92460,93510,93900,1440,1.56,93652,1192,1.29,93000,94130,1400-9-14,2021-12-05
