,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,غكورش,صنعت غذايي كورش,582759,115450961,4567619136680,38200,40110,38630,430,1.13,39560,1360,3.56,38210,40110,1400-3-17,2021-06-07
1,فگستر,گسترش صنايع روي ايرانيان,49152,1465693,17298108786,11240,11802,11802,562,5,11802,562,5,11802,11802,1400-3-17,2021-06-07
2,پالايش,صندوق پالايشي يكم-سهام,41906,61831173,4600094264340,73720,74800,74130,410,0.56,74400,680,0.92,73010,75270,1400-3-17,2021-06-07
3,سپيدار,سپيدار سيستم آسيا,34891,2757675,146636919619,51173,51511,53201,2028,3.96,53174,2001,3.91,51511,53731,1400-3-17,2021-06-07
4,چخزر,صنايع چوب خزر كاسپين,30787,4528196,158383380249,34305,32900,35999,1694,4.94,34977,672,1.96,32900,36000,1400-3-17,2021-06-07
5,دارا يكم,صندوق واسطه گري مالي يكم-سهام,20488,17327442,2185115526390,123390,126500,126980,3590,2.91,126110,2720,2.2,124220,127380,1400-3-17,2021-06-07
6,شپنا,پالايش نفت اصفهان,16211,137622699,1569614872070,11170,11400,11450,280,2.51,11410,240,2.15,11050,11650,1400-3-17,2021-06-07
7,كزغال,زغال سنگ پروده طبس,14620,4521256,139964429862,30744,30550,31155,411,1.34,30957,213,0.69,30100,31588,1400-3-17,2021-06-07
8,غزر,صنعتي زر ماكارون,14584,4429611,105006195100,23880,23990,23890,10,0.04,23710,-170,-0.71,23020,24400,1400-3-17,2021-06-07
9,فملي,ملي‌ صنايع‌ مس‌ ايران‌,12630,61831434,769264370250,12460,12590,12420,-40,-0.32,12440,-20,-0.16,12210,12620,1400-3-17,2021-06-07
10,شتران,پالايش نفت تهران,11282,98546192,814340588190,8230,8230,8300,70,0.85,8260,30,0.36,8060,8500,1400-3-17,2021-06-07
11,فولاد,فولاد مباركه اصفهان,10968,75864677,759661624540,9840,9970,10000,160,1.63,10010,170,1.73,9920,10150,1400-3-17,2021-06-07
12,خودرو,ايران‌ خودرو,10915,474768172,858337000226,1738,1780,1824,86,4.95,1808,70,4.03,1750,1824,1400-3-17,2021-06-07
13,ثبهساز,بهساز كاشانه تهران,10649,123640910,239649967423,1856,1928,1948,92,4.96,1938,82,4.42,1881,1948,1400-3-17,2021-06-07
14,خساپا,سايپا,10207,468560235,762891217110,1565,1598,1643,78,4.98,1628,63,4.03,1572,1643,1400-3-17,2021-06-07
