,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,مديريت,س. و خدمات مديريت صند. ب كشوري,117988,34426398,330011451228,9130,9586,9586,456,4.99,9586,456,4.99,9586,9586,1400-6-16,2021-09-07
1,پالايش,صندوق پالايشي يكم-سهام,42531,37287652,3073211138770,84910,82300,81400,-3510,-4.13,82420,-2490,-2.93,81060,83700,1400-6-16,2021-09-07
2,بركت,گروه دارويي بركت,41140,70357798,3263699545020,45860,45880,45150,-710,-1.55,46390,530,1.16,44510,47970,1400-6-16,2021-09-07
3,لطيف,محصولات كاغذي لطيف,33572,1282129,71264831843,57389,55130,55250,-2139,-3.73,55583,-1806,-3.15,54700,57000,1400-6-16,2021-09-07
4,ولكار,ليزينگ كارآفرين,31639,18665273,93972356380,5270,5060,5020,-250,-4.74,5030,-240,-4.55,5010,5180,1400-6-16,2021-09-07
5,شستا,سرمايه گذاري تامين اجتماعي,31026,106856335,1384242767320,13110,12930,12910,-200,-1.53,12950,-160,-1.22,12800,13090,1400-6-16,2021-09-07
6,سپيدار,سپيدار سيستم آسيا,30162,5936271,139935153695,24710,24200,23475,-1235,-5,23573,-1137,-4.6,23475,24200,1400-6-16,2021-09-07
7,گدنا,تهيه توزيع غذاي دنا آفرين فدك,30100,5903880,149159229927,26213,25041,25030,-1183,-4.51,25265,-948,-3.62,24903,26220,1400-6-16,2021-09-07
8,ومدير,گ.مديريت ارزش سرمايه ص ب كشوري,29558,42403191,224388919050,5440,5250,5250,-190,-3.49,5290,-150,-2.76,5240,5410,1400-6-16,2021-09-07
9,سپيد,سپيد ماكيان,28605,3521292,219799046640,59450,62420,62420,2970,5,62420,2970,5,62420,62420,1400-6-16,2021-09-07
10,دي,بانك دي,25429,705801471,922187368416,1331,1290,1298,-33,-2.48,1307,-24,-1.8,1279,1347,1400-6-16,2021-09-07
11,صبا,سرمايه گذاري صبا تامين,23673,271410978,2653349957111,9327,9700,9793,466,5,9776,449,4.81,9520,9793,1400-6-16,2021-09-07
12,وكبهمن,مديريت سرمايه گذاري كوثربهمن,23641,3398018,44708576997,13610,12960,13204,-406,-2.98,13157,-453,-3.33,12930,13650,1400-6-16,2021-09-07
13,ثبهساز,بهساز كاشانه تهران,23393,61238900,147030127228,2504,2403,2379,-125,-4.99,2401,-103,-4.11,2379,2485,1400-6-16,2021-09-07
14,فگستر,گسترش صنايع روي ايرانيان,22796,6148554,99120186325,16105,15332,15830,-275,-1.71,16121,16,0.1,15332,16800,1400-6-16,2021-09-07
15,غكورش,صنعت غذايي كورش,22673,4914402,226341852400,47520,46500,45880,-1640,-3.45,46060,-1460,-3.07,45500,47620,1400-6-16,2021-09-07
16,چخزر,صنايع چوب خزر كاسپين,22511,1560637,65605342941,43883,42150,41689,-2194,-5,42038,-1845,-4.2,41689,43200,1400-6-16,2021-09-07
17,فتوسا,توليد و توسعه سرب روي ايرانيان,22482,4721846,69917461763,15080,14610,14600,-480,-3.18,14807,-273,-1.81,14540,15490,1400-6-16,2021-09-07
18,شسپا,نفت سپاهان,22340,884603226,3352535776054,3612,3792,3791,179,4.96,3790,178,4.93,3710,3792,1400-6-16,2021-09-07
19,دارا يكم,صندوق واسطه گري مالي يكم-سهام,21837,9270233,1262357786170,140530,136220,134800,-5730,-4.08,136170,-4360,-3.1,134000,138190,1400-6-16,2021-09-07
20,ثاميد,توسعه و عمران اميد,21759,56240216,100715686667,1869,1810,1776,-93,-4.98,1791,-78,-4.17,1776,1820,1400-6-16,2021-09-07
21,غزر,صنعتي زر ماكارون,21495,9330248,276228401040,30610,29210,29080,-1530,-5,29610,-1000,-3.27,29080,31430,1400-6-16,2021-09-07
