,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,توسن,توسعه سامانه ي نرم افزاري نگين,66491,29739502,404706495497,13080,13650,13734,654,5,13608,528,4.04,13103,13734,1400-7-20,2021-10-12
1,فجهان,مجتمع جهان فولاد سيرجان,37363,228733098,1391632602325,5933,5932,6229,296,4.99,6084,151,2.55,5710,6229,1400-7-20,2021-10-12
2,پالايش,صندوق پالايشي يكم-سهام,30830,27243977,2002523700990,77190,75060,72900,-4290,-5.56,73500,-3690,-4.78,72850,75190,1400-7-20,2021-10-12
3,فسبزوار,پارس فولاد سبزوار,30751,23053843,818819670370,35400,35020,36010,610,1.72,35520,120,0.34,34210,36980,1400-7-20,2021-10-12
4,دي,بانك دي,28890,991292694,971431051718,1020,1001,975,-45,-4.41,980,-40,-3.92,969,1005,1400-7-20,2021-10-12
5,كيمياتك,آريان كيميا تك,18611,9695547,287875454810,31170,30500,29630,-1540,-4.94,29690,-1480,-4.75,29620,31170,1400-7-20,2021-10-12
6,شستا,سرمايه گذاري تامين اجتماعي,17960,98011403,1219476865790,12990,12900,12350,-640,-4.93,12440,-550,-4.23,12350,12900,1400-7-20,2021-10-12
7,شبندر,پالايش نفت بندرعباس,14894,242604435,1599714337110,6920,6770,6590,-330,-4.77,6590,-330,-4.77,6580,6800,1400-7-20,2021-10-12
8,شپنا,پالايش نفت اصفهان,14842,167276299,2224953080860,13980,13510,13290,-690,-4.94,13300,-680,-4.86,13290,13560,1400-7-20,2021-10-12
9,دارا يكم,صندوق واسطه گري مالي يكم-سهام,14184,6581318,767787866840,121220,119980,115960,-5260,-4.34,116660,-4560,-3.76,115660,119980,1400-7-20,2021-10-12
10,بركت,گروه دارويي بركت,14041,37534292,1140159579070,31850,31850,30260,-1590,-4.99,30380,-1470,-4.62,30260,32170,1400-7-20,2021-10-12
11,لپارس,پارس‌ الكتريك‌,13472,12071580,2116830824960,172450,174450,164010,-8440,-4.89,175360,2910,1.69,163830,181070,1400-7-20,2021-10-12
12,خودرو,ايران‌ خودرو,12490,411410456,717413969280,1831,1795,1740,-91,-4.97,1744,-87,-4.75,1740,1814,1400-7-20,2021-10-12
13,خساپا,سايپا,10728,358134304,583745997772,1710,1690,1625,-85,-4.97,1630,-80,-4.68,1625,1690,1400-7-20,2021-10-12
14,فولاد,فولاد مباركه اصفهان,10131,67893378,683649281270,10310,10150,10080,-230,-2.23,10070,-240,-2.33,9990,10250,1400-7-20,2021-10-12
15,مديريت,س. و خدمات مديريت صند. ب كشوري,9958,31753079,283284153819,9339,9250,8873,-466,-4.99,8921,-418,-4.48,8873,9280,1400-7-20,2021-10-12
16,كمند,صندوق س. با درآمد ثابت كمند,7585,308170806,3090246708978,10023,10028,10028,5,0.05,10028,5,0.05,10027,10029,1400-7-20,2021-10-12
17,فملي,ملي‌ صنايع‌ مس‌ ايران‌,7392,52736470,656424050190,12790,12660,12400,-390,-3.05,12450,-340,-2.66,12350,12770,1400-7-20,2021-10-12
18,امين,تامين سرمايه امين,7331,3420869,36375276750,10500,10550,10790,290,2.76,10600,100,0.95,10550,10800,1400-7-20,2021-10-12
19,نوري,پتروشيمي نوري,6802,3883866,407110943610,109310,107720,103900,-5410,-4.95,104820,-4490,-4.11,103850,108900,1400-7-20,2021-10-12
20,وبملت,بانك ملت,6569,125652120,440127127150,3639,3630,3500,-139,-3.82,3503,-136,-3.74,3476,3630,1400-7-20,2021-10-12
21,زاگرس,پتروشيمي زاگرس,6560,4272536,1352820007153,305533,320809,317753,12220,4,316632,11099,3.63,306975,320809,1400-7-20,2021-10-12
22,تپكو,توليدتجهيزات‌سنگين‌هپكو,6515,163790127,431885973717,2564,2640,2621,57,2.22,2637,73,2.85,2577,2640,1400-7-20,2021-10-12
23,سنير,سيمان‌ سفيد ني‌ريز,6323,4669106,590281697870,127880,134270,121490,-6390,-5,126420,-1460,-1.14,121490,134270,1400-7-20,2021-10-12
24,وسديد,گروه ‌صنعتي‌سديد,5900,117359093,125078690086,1117,1114,1062,-55,-4.92,1066,-51,-4.57,1062,1117,1400-7-20,2021-10-12
25,بوعلي,پتروشيمي بوعلي سينا,5617,2651197,190499802210,74140,73100,72160,-1980,-2.67,71850,-2290,-3.09,70700,73930,1400-7-20,2021-10-12
26,آريا,پليمر آريا ساسول,5474,2333843,252760797194,113149,112000,108200,-4949,-4.37,108302,-4847,-4.28,107492,112300,1400-7-20,2021-10-12
27,صبا,سرمايه گذاري صبا تامين,5353,46521035,286615785627,6430,6397,6120,-310,-4.82,6161,-269,-4.18,6109,6397,1400-7-20,2021-10-12
28,چكاپا,گروه صنايع كاغذ پارس,5350,108027499,377898851973,3340,3507,3507,167,5,3498,158,4.73,3411,3507,1400-7-20,2021-10-12
29,وهامون,سرمايه گذاري هامون صبا,5287,37632979,112192069974,3132,3034,2981,-151,-4.82,2981,-151,-4.82,2976,3049,1400-7-20,2021-10-12
30,وتجارت,بانك تجارت,5279,128269636,258190679559,2096,2050,2000,-96,-4.58,2013,-83,-3.96,1992,2075,1400-7-20,2021-10-12
31,سپيد,سپيد ماكيان,5198,3515222,193691544880,57410,56880,54800,-2610,-4.55,55100,-2310,-4.02,54550,57120,1400-7-20,2021-10-12
32,كرمان,س. توسعه و عمران استان كرمان,5088,172764808,187724638332,1139,1117,1083,-56,-4.92,1087,-52,-4.57,1083,1138,1400-7-20,2021-10-12
33,خپارس,پارس‌ خودرو,4693,177791144,184593504954,1075,1065,1039,-36,-3.35,1038,-37,-3.44,1023,1070,1400-7-20,2021-10-12
34,شصدف,صنعتي دوده فام,4657,6099971,190717250833,31005,31900,32000,995,3.21,31265,260,0.84,29481,32380,1400-7-20,2021-10-12
35,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,4618,181259519,413031914034,2395,2330,2276,-119,-4.97,2279,-116,-4.84,2276,2389,1400-7-20,2021-10-12
36,غمينو,شركت صنايع غذايي مينو شرق,4563,53317985,357718588064,6412,6732,6732,320,4.99,6709,297,4.63,6421,6732,1400-7-20,2021-10-12
37,سپيدار,سپيدار سيستم آسيا,4254,2142671,36386326232,17648,18090,16960,-688,-3.9,16982,-666,-3.77,16800,18100,1400-7-20,2021-10-12
38,پترول,گ.س.وت.ص.پتروشيمي خليج فارس,4179,55942344,196918622759,3699,3571,3515,-184,-4.97,3520,-179,-4.84,3515,3625,1400-7-20,2021-10-12
39,كالا,بورس كالاي ايران,4026,21172436,735438568000,36460,35400,34640,-1820,-4.99,34740,-1720,-4.72,34640,35980,1400-7-20,2021-10-12
40,وبصادر,بانك صادرات ايران,3957,111561094,224528106045,2108,2061,2004,-104,-4.93,2013,-95,-4.51,2003,2080,1400-7-20,2021-10-12
41,ذوب,سهامي ذوب آهن  اصفهان,3749,47246788,182193153226,4031,3929,3836,-195,-4.84,3856,-175,-4.34,3830,3940,1400-7-20,2021-10-12
42,آبادا,توليد نيروي برق آبادان,3624,3418872,51588490570,15530,15900,15110,-420,-2.7,15090,-440,-2.83,14760,15900,1400-7-20,2021-10-12
43,هاي وب,داده گسترعصرنوين-هاي وب,3613,29531222,231396186100,8230,8230,7850,-380,-4.62,7840,-390,-4.74,7820,8230,1400-7-20,2021-10-12
44,خبهمن,گروه‌بهمن‌,3600,217460911,375862743805,1814,1751,1725,-89,-4.91,1728,-86,-4.74,1724,1780,1400-7-20,2021-10-12
45,ولكار,ليزينگ كارآفرين,3507,7544608,31654157013,4232,4100,4220,-12,-0.28,4196,-36,-0.85,4021,4260,1400-7-20,2021-10-12
46,كيان,صندوق س. با درآمد ثابت كيان,3415,28323683,877908661068,30978,30997,30994,16,0.05,30996,18,0.06,30993,30998,1400-7-20,2021-10-12
47,وگستر,گسترش سرمايه گذاري ايرانيان,3403,20915441,224215748937,10763,10450,10429,-334,-3.1,10720,-43,-0.4,10284,11140,1400-7-20,2021-10-12
48,شاروم,پتروشيمي اروميه,3375,3795501,61891549807,16985,17000,16136,-849,-5,16307,-678,-3.99,16136,17066,1400-7-20,2021-10-12
49,شگويا,پتروشيمي تندگويان,3371,16396382,185324996453,11800,11600,11300,-500,-4.24,11303,-497,-4.21,11210,11600,1400-7-20,2021-10-12
50,شسينا,صنايع‌شيميايي‌سينا,3353,3351512,334685963380,95770,100550,100550,4780,4.99,99860,4090,4.27,96010,100550,1400-7-20,2021-10-12
51,خنصير,مهندسي‌نصيرماشين‌,3329,18534155,422655997860,21810,22900,22900,1090,5,22800,990,4.54,22000,22900,1400-7-20,2021-10-12
