,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,خبنيان,بنيان ديزل,20893,53845178,83586365057,1600,1552,1552,-48,-3,1552,-48,-3,1552,1594,1400-10-13,2022-01-03
1,پالايش,صندوق پالايشي يكم-سهام,14007,13526440,971996940980,71750,72200,71560,-190,-0.26,71860,110,0.15,71500,72480,1400-10-13,2022-01-03
2,شسينا,صنايع‌شيميايي‌سينا,12062,346024823,976870581324,2966,2818,2835,-131,-4.42,2823,-143,-4.82,2818,2939,1400-10-13,2022-01-03
3,دارا يكم,صندوق واسطه گري مالي يكم-سهام,8793,5427983,602669569190,111050,111650,110250,-800,-0.72,111030,-20,-0.02,110080,112210,1400-10-13,2022-01-03
4,بركت,گروه دارويي بركت,8612,30920118,569545078610,17650,18100,18530,880,4.99,18420,770,4.36,17700,18530,1400-10-13,2022-01-03
5,خودرو,ايران‌ خودرو,8321,243415136,457768587235,1889,1899,1855,-34,-1.8,1881,-8,-0.42,1840,1928,1400-10-13,2022-01-03
6,تسه0009,امتيازتسهيلات مسكن آذر 1400,8204,147593,146613960182,1037091,1040000,985237,-51854,-5,993367,-43724,-4.22,985237,1042000,1400-10-13,2022-01-03
7,فملي,ملي‌ صنايع‌ مس‌ ايران‌,6604,76099920,552830828160,7290,7290,7300,10,0.14,7260,-30,-0.41,7180,7310,1400-10-13,2022-01-03
8,كمند,صندوق س. با درآمد ثابت كمند,6089,263154070,2672159917272,10149,10154,10155,6,0.06,10154,5,0.05,10154,10156,1400-10-13,2022-01-03
9,فرابورس,فرابورس ايران,5055,16904430,308757475068,18645,18450,18000,-645,-3.46,18265,-380,-2.04,17895,18940,1400-10-13,2022-01-03
10,خساپا,سايپا,4740,134909197,222078453898,1637,1643,1620,-17,-1.04,1646,9,0.55,1617,1687,1400-10-13,2022-01-03
11,حآفرين,ريل پرداز نو آفرين,4714,95873216,418980421029,4170,4378,4378,208,4.99,4370,200,4.8,4250,4378,1400-10-13,2022-01-03
12,خپارس,پارس‌ خودرو,4646,191492580,207024464251,1103,1118,1063,-40,-3.63,1081,-22,-1.99,1058,1120,1400-10-13,2022-01-03
13,انرژي3,سايراشخاص بورس انرژي,4638,2063678,188798247820,93370,93000,90600,-2770,-2.97,91490,-1880,-2.01,89500,93800,1400-10-13,2022-01-03
14,شبندر,پالايش نفت بندرعباس,4485,42001111,276124181260,6540,6600,6550,10,0.15,6570,30,0.46,6510,6660,1400-10-13,2022-01-03
15,كالا,بورس كالاي ايران,4186,8907635,269779792480,31090,30700,29870,-1220,-3.92,30290,-800,-2.57,29790,31500,1400-10-13,2022-01-03
16,فولاد,فولاد مباركه اصفهان,4132,29918409,316164450650,10570,10690,10510,-60,-0.57,10570,0,0,10490,10720,1400-10-13,2022-01-03
17,نوري,پتروشيمي نوري,3987,1645874,177970542440,110260,110260,107280,-2980,-2.7,108130,-2130,-1.93,107190,111500,1400-10-13,2022-01-03
18,شتران,پالايش نفت تهران,3889,42331591,173595572276,4116,4116,4062,-54,-1.31,4101,-15,-0.36,4061,4180,1400-10-13,2022-01-03
19,گدنا,تهيه توزيع غذاي دنا آفرين فدك,3729,6942855,92059146165,12668,13000,13292,624,4.93,13260,592,4.67,12910,13301,1400-10-13,2022-01-03
20,شپنا,پالايش نفت اصفهان,3426,25422672,156017691400,6140,6200,6080,-60,-0.98,6140,0,0,6030,6240,1400-10-13,2022-01-03
21,خنصير,مهندسي‌نصيرماشين‌,3416,25939565,464222453150,17080,17850,17930,850,4.98,17900,820,4.8,17570,17930,1400-10-13,2022-01-03
22,فجهان,مجتمع جهان فولاد سيرجان,3230,13509809,74284082058,5500,5500,5500,0,0,5499,-1,-0.02,5488,5520,1400-10-13,2022-01-03
23,فسبزوار,پارس فولاد سبزوار,3073,2020139,69400687350,34510,34500,34400,-110,-0.32,34350,-160,-0.46,34220,34510,1400-10-13,2022-01-03
24,توسن,توسعه سامانه ي نرم افزاري نگين,3043,2047489,41598141228,20089,20201,20150,61,0.3,20317,228,1.13,20104,20800,1400-10-13,2022-01-03
25,غنوش,نوش‌ مازندران‌,3020,11970143,167920070900,13550,13600,13700,150,1.11,14030,480,3.54,13400,14220,1400-10-13,2022-01-03
26,بورس,بورس اوراق بهادار تهران,2988,12027664,134445805520,11480,11550,11090,-390,-3.4,11180,-300,-2.61,10960,11640,1400-10-13,2022-01-03
27,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,2946,65152686,150199608234,2311,2320,2279,-32,-1.38,2305,-6,-0.26,2265,2370,1400-10-13,2022-01-03
28,چخزر,صنايع چوب خزر كاسپين,2612,2650500,91919556706,33309,34899,34974,1665,5,34680,1371,4.12,33310,34974,1400-10-13,2022-01-03
29,وتجارت,بانك تجارت,2573,58064342,110654920870,1924,1924,1882,-42,-2.18,1906,-18,-0.94,1880,1949,1400-10-13,2022-01-03
