,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,خودرو,ايران‌ خودرو,11821,423615268,870299514596,2069,2039,2027,-42,-2.03,2054,-15,-0.72,2009,2110,1400-10-22,2022-01-12
1,پالايش,صندوق پالايشي يكم-سهام,11068,11181039,789034634740,70620,70500,70350,-270,-0.38,70570,-50,-0.07,70150,71110,1400-10-22,2022-01-12
2,سمگا,گروه سرمايه گذاري ميراث فرهنگي,9371,99730524,977917642230,9560,9820,10030,470,4.92,9810,250,2.62,9530,10030,1400-10-22,2022-01-12
3,دارا يكم,صندوق واسطه گري مالي يكم-سهام,8395,5879131,650288142530,110950,110280,110250,-700,-0.63,110610,-340,-0.31,109500,111510,1400-10-22,2022-01-12
4,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,7178,210678974,542046037165,2537,2510,2558,21,0.83,2573,36,1.42,2470,2649,1400-10-22,2022-01-12
5,شپنا,پالايش نفت اصفهان,6883,51076099,292273010940,5740,5660,5680,-60,-1.05,5720,-20,-0.35,5640,5850,1400-10-22,2022-01-12
6,خساپا,سايپا,6875,194284630,330344868242,1720,1699,1682,-38,-2.21,1700,-20,-1.16,1674,1742,1400-10-22,2022-01-12
7,فرابورس,فرابورس ايران,6432,24729827,377661873350,15810,15690,15020,-790,-5,15270,-540,-3.42,15020,15970,1400-10-22,2022-01-12
8,فملي,ملي‌ صنايع‌ مس‌ ايران‌,5764,48917568,347059922980,7070,7060,7110,40,0.57,7090,20,0.28,6990,7130,1400-10-22,2022-01-12
9,انرژي3,سايراشخاص بورس انرژي,5725,3930527,293304012060,77350,76300,73590,-3760,-4.86,74620,-2730,-3.53,73490,76900,1400-10-22,2022-01-12
10,بركت,گروه دارويي بركت,5004,13872033,221269586000,16390,16290,16040,-350,-2.14,15950,-440,-2.68,15720,16340,1400-10-22,2022-01-12
11,كمند,صندوق س. با درآمد ثابت كمند,4832,196066759,1968866836149,10036,10042,10042,6,0.06,10042,6,0.06,10041,10043,1400-10-22,2022-01-12
12,سپيد,سپيد ماكيان,4711,13754420,831486575190,57830,60490,59950,2120,3.67,60450,2620,4.53,58510,60720,1400-10-22,2022-01-12
13,شفنح,ح . پتروشيمي فناوران,4597,43051024,357693467520,7940,7900,8580,640,8.06,8310,370,4.66,7900,8650,1400-10-22,2022-01-12
14,فولاد,فولاد مباركه اصفهان,4504,30675607,309719350490,10100,10020,10040,-60,-0.59,10100,0,0,10010,10180,1400-10-22,2022-01-12
15,شبندر,پالايش نفت بندرعباس,4374,54607185,351551475390,6380,6400,6390,10,0.16,6440,60,0.94,6350,6550,1400-10-22,2022-01-12
16,شتران,پالايش نفت تهران,3965,45544356,171837387811,3761,3762,3739,-22,-0.58,3773,12,0.32,3700,3838,1400-10-22,2022-01-12
17,كالا,بورس كالاي ايران,3914,8394312,224631073830,27310,27090,26250,-1060,-3.88,26760,-550,-2.01,26050,27800,1400-10-22,2022-01-12
18,بورس,بورس اوراق بهادار تهران,3763,21607337,205693239140,9840,9540,9380,-460,-4.67,9520,-320,-3.25,9350,9840,1400-10-22,2022-01-12
19,توسن,توسعه سامانه ي نرم افزاري نگين,3714,4983297,115901849800,22600,22650,23600,1000,4.42,23250,650,2.88,22600,23700,1400-10-22,2022-01-12
20,وبرق,س.کارکنان صنعت برق زنجان وقزوي,3567,2088156,185141060100,88900,90000,86250,-2650,-2.98,88650,-250,-0.28,86250,91550,1400-10-22,2022-01-12
21,وبملت,بانك ملت,3528,115558744,380595629444,3279,3300,3260,-19,-0.58,3294,15,0.46,3241,3338,1400-10-22,2022-01-12
22,كدما,معدني‌ دماوند,3494,2707633,170806771700,62630,62190,62330,-300,-0.48,63080,450,0.72,60360,64800,1400-10-22,2022-01-12
23,فسبزوار,پارس فولاد سبزوار,3340,1921876,65734506150,34190,34200,34210,20,0.06,34200,10,0.03,34150,34280,1400-10-22,2022-01-12
24,آريا,پليمر آريا ساسول,3149,1010017,108113418800,105550,105550,107700,2150,2.04,107050,1500,1.42,105550,107950,1400-10-22,2022-01-12
25,شسينا,صنايع‌شيميايي‌سينا,3122,63694390,145545378256,2381,2322,2262,-119,-5,2285,-96,-4.03,2262,2370,1400-10-22,2022-01-12
26,تپكو,توليدتجهيزات‌سنگين‌هپكو,3084,100971603,252151266066,2492,2530,2457,-35,-1.4,2497,5,0.2,2442,2530,1400-10-22,2022-01-12
27,نوري,پتروشيمي نوري,2999,1845898,193363555780,102720,103180,104150,1430,1.39,104750,2030,1.98,103000,106500,1400-10-22,2022-01-12
28,وسديد,گروه ‌صنعتي‌سديد,2963,55553988,54977836835,1008,1004,1007,-1,-0.1,990,-18,-1.79,978,1023,1400-10-22,2022-01-12
29,خپارس,پارس‌ خودرو,2942,106069135,113172094548,1088,1060,1064,-24,-2.21,1067,-21,-1.93,1051,1090,1400-10-22,2022-01-12
30,پترول,گ.س.وت.ص.پتروشيمي خليج فارس,2938,45090718,98256116142,2215,2208,2177,-38,-1.72,2179,-36,-1.63,2153,2208,1400-10-22,2022-01-12
31,حسير,ريل سير كوثر,2891,13215396,217903046530,15760,16540,16540,780,4.95,16490,730,4.63,16020,16540,1400-10-22,2022-01-12
32,وتجارت,بانك تجارت,2889,72736321,140169317931,1947,1947,1912,-35,-1.8,1927,-20,-1.03,1903,1963,1400-10-22,2022-01-12
33,خنصير,مهندسي‌نصيرماشين‌,2835,13332853,236841741320,18670,17750,17740,-930,-4.98,17760,-910,-4.87,17740,18280,1400-10-22,2022-01-12
34,فجهان,مجتمع جهان فولاد سيرجان,2793,10070448,55392997610,5500,5500,5500,0,0,5500,0,0,5490,5510,1400-10-22,2022-01-12
35,امين يكم,صندوق درآمد ثابت امين يكم فردا,2758,93913000,949308980259,10104,10109,10108,4,0.04,10108,4,0.04,10106,10113,1400-10-22,2022-01-12
36,شپديس,پتروشيمي پرديس,2737,2153908,343724224320,161260,161400,161270,10,0.01,159580,-1680,-1.04,155000,161490,1400-10-22,2022-01-12
37,تسه0009,امتيازتسهيلات مسكن آذر 1400,2732,54032,68862960242,1215885,1276679,1230005,14120,1.16,1274485,58600,4.82,1230004,1276679,1400-10-22,2022-01-12
38,فالوم,آلومتك‌,2654,8934996,155368194170,17410,17880,16890,-520,-2.99,17390,-20,-0.11,16890,17930,1400-10-22,2022-01-12
39,غكورش,صنعت غذايي كورش,2630,4141278,200398940100,46480,47000,47770,1290,2.78,48390,1910,4.11,46570,48800,1400-10-22,2022-01-12
40,ختوقا,قطعات‌ اتومبيل‌ ايران‌,2574,65820962,193967614686,2936,3000,2871,-65,-2.21,2947,11,0.37,2860,3045,1400-10-22,2022-01-12
41,وبصادر,بانك صادرات ايران,2534,74906651,150409034856,2010,2000,1989,-21,-1.04,2008,-2,-0.1,1970,2045,1400-10-22,2022-01-12
42,شفن,پتروشيمي فناوران,2509,13773376,177617755350,12330,12430,12940,610,4.95,12900,570,4.62,12430,12940,1400-10-22,2022-01-12
43,خبهمن,گروه‌بهمن‌,2479,80301271,162752022885,2038,2010,2020,-18,-0.88,2027,-11,-0.54,1993,2053,1400-10-22,2022-01-12
44,مديريت,س. و خدمات مديريت صند. ب كشوري,2469,3646319,32691879170,8850,8950,8940,90,1.02,8970,120,1.36,8820,9100,1400-10-22,2022-01-12
