,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,سپيد,سپيد ماكيان,47100,5192343,235680448770,43230,45390,45390,2160,5,45390,2160,5,45390,45390,1400-5-23,2021-08-14
1,شستا,سرمايه گذاري تامين اجتماعي,42168,246200993,3533402572830,14340,14600,14500,160,1.12,14350,10,0.07,13900,14650,1400-5-23,2021-08-14
2,وهامون,سرمايه گذاري هامون صبا,32867,13654385,41099698850,2867,3010,3010,143,4.99,3010,143,4.99,3010,3010,1400-5-23,2021-08-14
3,پالايش,صندوق پالايشي يكم-سهام,32417,39332859,2868016733200,72520,73900,72570,50,0.07,72920,400,0.55,71610,74100,1400-5-23,2021-08-14
4,خودرو,ايران‌ خودرو,31347,1267990780,2711863173023,2042,2080,2144,102,5,2139,97,4.75,2080,2144,1400-5-23,2021-08-14
5,فولاد,فولاد مباركه اصفهان,29310,194218710,2372205548300,12280,12490,12370,90,0.73,12210,-70,-0.57,11900,12490,1400-5-23,2021-08-14
6,دي,بانك دي,28482,1016162665,1156897521301,1160,1160,1126,-34,-2.93,1138,-22,-1.9,1122,1180,1400-5-23,2021-08-14
7,شپنا,پالايش نفت اصفهان,23459,150364607,2086247880300,13670,14100,13880,210,1.54,13870,200,1.46,13410,14150,1400-5-23,2021-08-14
8,شتران,پالايش نفت تهران,22454,345291108,3524635813150,9750,10230,10230,480,4.92,10210,460,4.72,9980,10230,1400-5-23,2021-08-14
9,خساپا,سايپا,22119,1135043230,2247148563503,1890,1950,1984,94,4.97,1980,90,4.76,1950,1984,1400-5-23,2021-08-14
10,فملي,ملي‌ صنايع‌ مس‌ ايران‌,21802,115237780,1647628276790,14500,14690,14370,-130,-0.9,14300,-200,-1.38,14010,14690,1400-5-23,2021-08-14
11,بركت,گروه دارويي بركت,18860,36182990,1354021827440,39150,38200,37200,-1950,-4.98,37420,-1730,-4.42,37200,38490,1400-5-23,2021-08-14
12,دارا يكم,صندوق واسطه گري مالي يكم-سهام,18126,14947164,1851642853050,122070,123600,123520,1450,1.19,123880,1810,1.48,121900,126000,1400-5-23,2021-08-14
13,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,17379,479977446,1346865893548,2681,2770,2815,134,5,2806,125,4.66,2749,2815,1400-5-23,2021-08-14
