,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,تجلي,تجلي توسعه معادن و فلزات,31180,2231538262,2334198236700,1002,1000,1052,50,4.99,1046,44,4.39,1000,1052,1400-11-3,2022-01-23
1,شتران,پالايش نفت تهران,20095,458754420,1751133865472,3755,3800,3830,75,2,3817,62,1.65,3710,3921,1400-11-3,2022-01-23
2,پالايش,صندوق پالايشي يكم-سهام,19560,19890658,1373631635860,71450,69720,68690,-2760,-3.86,69060,-2390,-3.34,68230,70140,1400-11-3,2022-01-23
3,شپنا,پالايش نفت اصفهان,9391,138356897,748999515400,5640,5550,5360,-280,-4.96,5410,-230,-4.08,5360,5630,1400-11-3,2022-01-23
4,خودرو,ايران‌ خودرو,8881,293501295,549773858139,1912,1851,1902,-10,-0.52,1873,-39,-2.04,1820,1923,1400-11-3,2022-01-23
5,دارا يكم,صندوق واسطه گري مالي يكم-سهام,8820,4870673,506349829170,106220,104690,104400,-1820,-1.71,103960,-2260,-2.13,103110,104820,1400-11-3,2022-01-23
6,فملي,ملي‌ صنايع‌ مس‌ ايران‌,8201,98329423,644944571990,6750,6750,6490,-260,-3.85,6560,-190,-2.81,6470,6760,1400-11-3,2022-01-23
7,تسه0010,امتيازتسهيلات مسكن دي1400,7727,196045,222521183963,1190784,1131300,1131245,-59539,-5,1135052,-55732,-4.68,1131245,1169990,1400-11-3,2022-01-23
8,قتربت,قند تربت حيدريه,7700,1130553,81050465450,72350,70200,70200,-2150,-2.97,71700,-650,-0.9,70200,74500,1400-11-3,2022-01-23
9,شبندر,پالايش نفت بندرعباس,7109,150733370,955332830390,6630,6420,6300,-330,-4.98,6340,-290,-4.37,6300,6540,1400-11-3,2022-01-23
10,كمند,صندوق س. با درآمد ثابت كمند,6782,280700620,2836344348635,10099,10104,10105,6,0.06,10105,6,0.06,10104,10106,1400-11-3,2022-01-23
11,خساپا,سايپا,6533,217886000,328527599705,1552,1515,1515,-37,-2.38,1508,-44,-2.84,1480,1550,1400-11-3,2022-01-23
12,فولاد,فولاد مباركه اصفهان,5841,50232031,487277613430,9970,9900,9650,-320,-3.21,9700,-270,-2.71,9550,9900,1400-11-3,2022-01-23
13,كرمان,س. توسعه و عمران استان كرمان,5384,220042026,165786183266,789,779,762,-27,-3.42,753,-36,-4.56,750,779,1400-11-3,2022-01-23
14,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,5190,166592722,365186129073,2286,2211,2221,-65,-2.84,2192,-94,-4.11,2172,2269,1400-11-3,2022-01-23
15,فاذر,صنايع‌ آذرآب‌,4002,211074879,185246539812,853,869,856,3,0.35,878,25,2.93,854,895,1400-11-3,2022-01-23
16,پترول,گ.س.وت.ص.پتروشيمي خليج فارس,3680,85938809,166905509005,2040,1971,1945,-95,-4.66,1942,-98,-4.8,1938,1999,1400-11-3,2022-01-23
17,نوري,پتروشيمي نوري,3518,7516166,692895053320,96920,93010,92080,-4840,-4.99,92190,-4730,-4.88,92080,94980,1400-11-3,2022-01-23
18,كيان,صندوق س. با درآمد ثابت كيان,3381,58496706,1916115392914,32740,32757,32757,17,0.05,32756,16,0.05,32751,32759,1400-11-3,2022-01-23
19,كالا,بورس كالاي ايران,3325,15055348,358355053660,24980,24080,23800,-1180,-4.72,23800,-1180,-4.72,23740,24330,1400-11-3,2022-01-23
20,بورس,بورس اوراق بهادار تهران,3300,45237284,339133749410,7870,7480,7600,-270,-3.43,7500,-370,-4.7,7480,7660,1400-11-3,2022-01-23
21,بركت,گروه دارويي بركت,3264,13211819,197484573990,15660,15470,14880,-780,-4.98,14950,-710,-4.53,14880,15470,1400-11-3,2022-01-23
22,سمگا,گروه سرمايه گذاري ميراث فرهنگي,3229,41634337,421113417680,10120,10150,9940,-180,-1.78,10110,-10,-0.1,9940,10150,1400-11-3,2022-01-23
23,امين يكم,صندوق درآمد ثابت امين يكم فردا,3057,73954951,739963353757,10000,10005,10006,6,0.06,10006,6,0.06,10004,10008,1400-11-3,2022-01-23
24,خپارس,پارس‌ خودرو,3056,137102387,132279236233,994,979,970,-24,-2.41,965,-29,-2.92,947,994,1400-11-3,2022-01-23
25,پارند,صندوق س. پارند پايدار سپهر,3044,128483213,1297636201353,10093,10099,10100,7,0.07,10100,7,0.07,10099,10101,1400-11-3,2022-01-23
26,هامرز,صندوق س اعتماد هامرز-ثابت,2980,287073479,2870734790000,10000,10000,10000,0,0,10000,0,0,10000,10000,1400-11-3,2022-01-23
27,فسبزوار,پارس فولاد سبزوار,2957,4888923,164593215610,34090,34000,33390,-700,-2.05,33670,-420,-1.23,33300,34090,1400-11-3,2022-01-23
