,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,وفردا,بيمه هوشمند فردا 50% تاديه,35850,1250000000,625000000000,1000,500,500,-500,-50,500,-500,-50,500,500,1400-9-17,2021-12-08
1,پالايش,صندوق پالايشي يكم-سهام,27866,36445408,2600079045680,69930,71700,70910,980,1.4,71340,1410,2.02,70730,71950,1400-9-17,2021-12-08
2,دارا يكم,صندوق واسطه گري مالي يكم-سهام,12468,7785255,865670193390,109600,111330,110730,1130,1.03,111190,1590,1.45,110110,112010,1400-9-17,2021-12-08
3,شستا,سرمايه گذاري تامين اجتماعي,11741,65980372,709009236860,10760,10710,10750,-10,-0.09,10750,-10,-0.09,10520,10950,1400-9-17,2021-12-08
4,فرابورس,فرابورس ايران,10517,37727570,712064799999,18522,18500,18720,198,1.07,18874,352,1.9,18200,19440,1400-9-17,2021-12-08
5,خودرو,ايران‌ خودرو,10293,673000683,1494682305343,2057,2230,2190,133,6.47,2221,164,7.97,2180,2250,1400-9-17,2021-12-08
6,فملي,ملي‌ صنايع‌ مس‌ ايران‌,8571,60601505,400496461180,6450,6500,6640,190,2.95,6610,160,2.48,6480,6730,1400-9-17,2021-12-08
7,توسن,توسعه سامانه ي نرم افزاري نگين,8114,18759345,395563285689,22131,21025,21025,-1106,-5,21086,-1045,-4.72,21025,21333,1400-9-17,2021-12-08
8,كمند,صندوق س. با درآمد ثابت كمند,7704,302648774,3030951726403,10006,10015,10015,9,0.09,10015,9,0.09,10014,10016,1400-9-17,2021-12-08
9,شبندر,پالايش نفت بندرعباس,7626,108345701,699353297410,6240,6250,6460,220,3.53,6450,210,3.37,6220,6540,1400-9-17,2021-12-08
10,فسبزوار,پارس فولاد سبزوار,7428,6795006,236313035380,34970,35000,34800,-170,-0.49,34780,-190,-0.54,34100,35060,1400-9-17,2021-12-08
11,خبهمن,گروه‌بهمن‌,7289,402996893,819564481477,1941,1941,2030,89,4.59,2034,93,4.79,1941,2038,1400-9-17,2021-12-08
12,فولاد,فولاد مباركه اصفهان,7184,50875004,532025543280,10260,10260,10480,220,2.14,10460,200,1.95,10260,10650,1400-9-17,2021-12-08
13,بركت,گروه دارويي بركت,7118,17161297,318928930290,18130,18200,18470,340,1.88,18580,450,2.48,17800,18990,1400-9-17,2021-12-08
14,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,6657,286555385,731609016588,2440,2435,2557,117,4.8,2553,113,4.63,2402,2562,1400-9-17,2021-12-08
15,انرژي3,سايراشخاص بورس انرژي,5872,3713543,394029102880,104290,104990,105400,1110,1.06,106110,1820,1.75,104740,108380,1400-9-17,2021-12-08
16,كرمان,س. توسعه و عمران استان كرمان,5630,214997430,201267965804,902,911,939,37,4.1,936,34,3.77,901,947,1400-9-17,2021-12-08
17,كدما,معدني‌ دماوند,5611,4023798,268205079870,68280,67000,66500,-1780,-2.61,66650,-1630,-2.39,64870,69280,1400-9-17,2021-12-08
18,شفن,پتروشيمي فناوران,5411,18813197,280475230580,15520,15200,14750,-770,-4.96,14910,-610,-3.93,14750,15520,1400-9-17,2021-12-08
19,شپنا,پالايش نفت اصفهان,5246,49748531,298087546870,5860,5970,6000,140,2.39,5990,130,2.22,5840,6070,1400-9-17,2021-12-08
20,ولپارس,ليزينگ پارسيان,4891,2321185,7616657218,3225,3225,3319,94,2.91,3255,30,0.93,3112,3350,1400-9-17,2021-12-08
21,فجهان,مجتمع جهان فولاد سيرجان,4820,16270011,89231981435,5465,5421,5474,9,0.16,5484,19,0.35,5421,5599,1400-9-17,2021-12-08
22,خنصير,مهندسي‌نصيرماشين‌,4512,19416779,362306883740,18930,18210,18970,40,0.21,18660,-270,-1.43,17990,19710,1400-9-17,2021-12-08
23,بورس,بورس اوراق بهادار تهران,4220,32801090,401523723160,11750,11880,12330,580,4.94,12240,490,4.17,11880,12330,1400-9-17,2021-12-08
24,كيمياتك,آريان كيميا تك,4116,1064677,26152195470,24520,24530,24600,80,0.33,24560,40,0.16,24420,24790,1400-9-17,2021-12-08
25,گدنا,تهيه توزيع غذاي دنا آفرين فدك,4007,5377569,69562315547,13318,12900,12899,-419,-3.15,12936,-382,-2.87,12653,13500,1400-9-17,2021-12-08
26,پيزد,مجتمع صنايع لاستيك يزد,3910,206306,11120521673,52541,53220,54000,1459,2.78,53629,1088,2.07,52541,55000,1400-9-17,2021-12-08
27,پترول,گ.س.وت.ص.پتروشيمي خليج فارس,3747,50941938,130446681186,2558,2510,2557,-1,-0.04,2561,3,0.12,2510,2595,1400-9-17,2021-12-08
28,كيان,صندوق س. با درآمد ثابت كيان,3623,62734615,2004737381512,31938,31955,31957,19,0.06,31956,18,0.06,31954,31958,1400-9-17,2021-12-08
29,وتجارت,بانك تجارت,3467,85804806,155253784352,1790,1781,1809,19,1.06,1809,19,1.06,1772,1838,1400-9-17,2021-12-08
30,وهور,مديريت انرژي اميد  تابان هور,3400,108193006,144427677749,1385,1327,1363,-22,-1.59,1335,-50,-3.61,1316,1380,1400-9-17,2021-12-08
31,شگويا,پتروشيمي تندگويان,3361,17711154,197519091385,10769,10769,11300,531,4.93,11152,383,3.56,10769,11307,1400-9-17,2021-12-08
32,ومدير,گ.مديريت ارزش سرمايه ص ب كشوري,3341,26195336,115845067257,4236,4261,4441,205,4.84,4422,186,4.39,4234,4447,1400-9-17,2021-12-08
33,وخارزم,سرمايه گذاري خوارزمي,3323,43364773,188215858769,4164,4160,4372,208,5,4340,176,4.23,4160,4372,1400-9-17,2021-12-08
34,شتران,پالايش نفت تهران,3316,27714872,116255301008,4125,4179,4215,90,2.18,4191,66,1.6,4121,4250,1400-9-17,2021-12-08
35,ختوقا,قطعات‌ اتومبيل‌ ايران‌,3253,85375213,241891149545,2721,2612,2795,74,2.72,2833,112,4.12,2612,2857,1400-9-17,2021-12-08
36,وبملت,بانك ملت,3146,56553299,165001842482,2855,2841,2930,75,2.63,2918,63,2.21,2841,2969,1400-9-17,2021-12-08
37,غزر,صنعتي زر ماكارون,3089,4748747,50120499970,10320,10130,10500,180,1.74,10550,230,2.23,10130,10750,1400-9-17,2021-12-08
38,سپيد,سپيد ماكيان,3087,2595731,153593882730,58560,57800,60000,1440,2.46,59170,610,1.04,57800,60890,1400-9-17,2021-12-08
39,ذوب,سهامي ذوب آهن  اصفهان,3048,49810217,174095136253,3461,3410,3528,67,1.94,3495,34,0.98,3410,3555,1400-9-17,2021-12-08
40,ختور,رادياتور ايران‌,2984,11180393,163582712000,14590,13960,14900,310,2.12,14630,40,0.27,13870,15270,1400-9-17,2021-12-08
41,سپيدار,سپيدار سيستم آسيا,2910,2675894,55436508597,21017,21000,20700,-317,-1.51,20717,-300,-1.43,20602,21000,1400-9-17,2021-12-08
42,نوري,پتروشيمي نوري,2842,1298297,141283628720,107990,108000,109240,1250,1.16,108820,830,0.77,107790,109900,1400-9-17,2021-12-08
43,امين يكم,صندوق درآمد ثابت امين يكم فردا,2720,93538718,942829851423,10073,10080,10084,11,0.11,10080,7,0.07,10076,10084,1400-9-17,2021-12-08
44,وپست,پست بانك ايران,2679,20612503,365361277430,18190,17290,17880,-310,-1.7,17730,-460,-2.53,17290,18300,1400-9-17,2021-12-08
45,كاما,باما,2632,17159801,122064957070,6970,7050,7170,200,2.87,7110,140,2.01,6900,7280,1400-9-17,2021-12-08
46,آريا,پليمر آريا ساسول,2599,639326,70143497017,109396,108990,109650,254,0.23,109620,224,0.2,108879,110300,1400-9-17,2021-12-08
47,لپارس,پارس‌ الكتريك‌,2585,1286823,116280007580,91690,92100,88730,-2960,-3.23,90360,-1330,-1.45,88170,93500,1400-9-17,2021-12-08
48,قتربت,قند تربت حيدريه,2538,389048,19272611604,51002,49480,50000,-1002,-1.96,49538,-1464,-2.87,49472,51950,1400-9-17,2021-12-08
49,امين,تامين سرمايه امين,2514,1920416,23406709820,12170,12200,12200,30,0.25,12180,10,0.08,12150,12200,1400-9-17,2021-12-08
50,وهامون,سرمايه گذاري هامون صبا,2471,5535151,15204820843,2746,2697,2735,-11,-0.4,2747,1,0.04,2697,2785,1400-9-17,2021-12-08
51,وبصادر,بانك صادرات ايران,2456,52590084,89591455409,1682,1664,1697,15,0.89,1699,17,1.01,1664,1727,1400-9-17,2021-12-08
52,افران,صندوق س افرا نماد پايدار-ثابت,2400,85608987,1278819839085,14930,14938,14938,8,0.05,14938,8,0.05,14937,14940,1400-9-17,2021-12-08
53,سمگا,گروه سرمايه گذاري ميراث فرهنگي,2392,19325060,239150275243,11809,12106,12399,590,5,12375,566,4.79,12105,12399,1400-9-17,2021-12-08
54,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,2339,13591862,203905248390,14560,14410,15090,530,3.64,15000,440,3.02,14410,15200,1400-9-17,2021-12-08
55,صبا,سرمايه گذاري صبا تامين,2338,13336927,80989331612,6095,6046,6060,-35,-0.57,6078,-17,-0.28,6028,6114,1400-9-17,2021-12-08
56,خصدرا,صنعتي‌ دريايي‌ ايران‌,2309,49582300,105720695311,2177,2118,2129,-48,-2.2,2132,-45,-2.07,2112,2176,1400-9-17,2021-12-08
57,شاروم,پتروشيمي اروميه,2262,1368207,18991359611,13740,13500,13840,100,0.73,13880,140,1.02,13500,14099,1400-9-17,2021-12-08
58,وگردش,بانك گردشگري,2257,27850197,315592246543,11335,11150,11415,80,0.71,11332,-3,-0.03,11000,11590,1400-9-17,2021-12-08
59,بوعلي,پتروشيمي بوعلي سينا,2229,817586,60075701650,72570,73100,73730,1160,1.6,73100,530,0.73,72770,74480,1400-9-17,2021-12-08
60,غكورش,صنعت غذايي كورش,2218,1209699,57583037490,47620,47500,47350,-270,-0.57,47600,-20,-0.04,46930,49100,1400-9-17,2021-12-08
61,هاي وب,داده گسترعصرنوين-هاي وب,2193,17423538,147676017150,8150,8240,8480,330,4.05,8480,330,4.05,8150,8550,1400-9-17,2021-12-08
62,غگيلا,شيرپاستوريزه پگاه گيلان,2189,1983381,28203607546,14157,14200,14135,-22,-0.16,14220,63,0.45,13734,14557,1400-9-17,2021-12-08
63,خزاميا,زامياد,2177,29609770,213323688690,6890,6890,7190,300,4.35,7200,310,4.5,6810,7230,1400-9-17,2021-12-08
64,بركتح,ح . گروه دارويي بركت,2158,5099105,78475445480,14990,14750,15210,220,1.47,15390,400,2.67,14750,15790,1400-9-17,2021-12-08
65,وسديد,گروه ‌صنعتي‌سديد,2157,39630372,43684641035,1079,1078,1111,32,2.97,1102,23,2.13,1051,1111,1400-9-17,2021-12-08
66,سرو,صندوق س سروسودمند مدبران-سهام,2082,3634699,247924795980,67380,67620,68150,770,1.14,68210,830,1.23,67200,68890,1400-9-17,2021-12-08
67,خمهرح,ح . مهركام‌پارس‌,2048,38253120,33766846932,840,840,868,28,3.33,883,43,5.12,834,910,1400-9-17,2021-12-08
68,وكبهمن,مديريت سرمايه گذاري كوثربهمن,2045,1533138,15109300850,9954,9797,9890,-64,-0.64,9856,-98,-0.98,9700,10029,1400-9-17,2021-12-08
69,چخزر,صنايع چوب خزر كاسپين,2011,319059,8744936456,27657,27071,27140,-517,-1.87,27508,-149,-0.54,27071,27900,1400-9-17,2021-12-08
70,حسير,ريل سير كوثر,1997,4233072,111613137881,26363,26451,26260,-103,-0.39,26367,4,0.02,25500,27400,1400-9-17,2021-12-08
71,خمحركه,نيرو محركه‌,1971,30875437,115167648072,3583,3555,3701,118,3.29,3730,147,4.1,3505,3762,1400-9-17,2021-12-08
72,طلا,صندوق س.پشتوانه طلاي لوتوس,1956,2717747,257353733662,95868,95500,94815,-1053,-1.1,94694,-1174,-1.22,94500,95500,1400-9-17,2021-12-08
73,بپيوند,برق و انرژي پيوندگستر پارس,1955,1508773,14382660370,9697,9501,9620,-77,-0.79,9533,-164,-1.69,9436,9697,1400-9-17,2021-12-08
74,بگيلان,توسعه مسير برق گيلان,1944,579100,8090509352,14227,13703,13962,-265,-1.86,14141,-86,-0.6,13703,14120,1400-9-17,2021-12-08
75,فارس,صنايع پتروشيمي خليج فارس,1916,25176394,255787866520,10120,10200,10300,180,1.78,10160,40,0.4,10080,10340,1400-9-17,2021-12-08
76,آبادا,توليد نيروي برق آبادان,1902,1001627,9995615400,10170,9820,9900,-270,-2.65,10040,-130,-1.28,9690,10180,1400-9-17,2021-12-08
77,اعتماد,صندوق س.اعتماد آفرين پارسيان-د,1892,22265580,902135180500,40477,40516,40516,39,0.1,40517,40,0.1,40516,40524,1400-9-17,2021-12-08
78,فباهنر,مس‌ شهيدباهنر,1881,3197963,87438561060,27520,27870,27140,-380,-1.38,27340,-180,-0.65,26460,28290,1400-9-17,2021-12-08
79,شفنح,ح . پتروشيمي فناوران,1866,10308342,114540067080,11240,11120,11050,-190,-1.69,11110,-130,-1.16,10800,11250,1400-9-17,2021-12-08
80,كزغال,زغال سنگ پروده طبس,1866,797779,24686647132,30760,30521,31115,355,1.15,30944,184,0.6,30302,31500,1400-9-17,2021-12-08
81,ولكار,ليزينگ كارآفرين,1832,1022581,4192922694,4141,4045,4063,-78,-1.88,4129,-12,-0.29,4045,4150,1400-9-17,2021-12-08
82,تسه0008,امتيازتسهيلات مسكن آبان1400,1808,35014,32890467446,895439,900000,940210,44771,5,939352,43913,4.9,900000,940210,1400-9-17,2021-12-08
83,كالا,بورس كالاي ايران,1800,7657062,215891872060,26890,27940,28230,1340,4.98,28200,1310,4.87,27550,28230,1400-9-17,2021-12-08
84,وسپهر,سرمايه گذاري مالي سپهرصادرات,1787,4914407,34699999337,7060,7060,7061,1,0.01,7060,0,0,7060,7155,1400-9-17,2021-12-08
85,خودكفا,اقتصادي و خودكفايي آزادگان,1755,24866012,209343398336,8184,8429,8429,245,2.99,8419,235,2.87,8203,8429,1400-9-17,2021-12-08
86,لطيف,محصولات كاغذي لطيف,1735,151632,5658317250,37427,36561,37428,1,0,37385,-42,-0.11,36561,37932,1400-9-17,2021-12-08
87,رافزا,رايان هم افزا,1725,185065,10510374322,56538,54300,57041,503,0.89,56716,178,0.31,54300,58019,1400-9-17,2021-12-08
88,فاذر,صنايع‌ آذرآب‌,1722,107350373,92180639990,832,830,873,41,4.93,859,27,3.25,812,873,1400-9-17,2021-12-08
89,ولملتح,ح . واسپاري ملت,1715,8832838,16133252077,1996,1993,1864,-132,-6.61,1827,-169,-8.47,1797,1993,1400-9-17,2021-12-08
