,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,وهامون,سرمايه گذاري هامون صبا,230825,215605118,1073259514368,5083,5290,4829,-254,-5,4978,-105,-2.07,4829,5300,1400-6-15,2021-09-06
1,مديريت,س. و خدمات مديريت صند. ب كشوري,91286,17046566,155635147580,8696,9130,9130,434,4.99,9130,434,4.99,9130,9130,1400-6-15,2021-09-06
2,پالايش,صندوق پالايشي يكم-سهام,57149,67396361,5722670889250,84390,83960,82380,-2010,-2.38,84910,520,0.62,82000,86730,1400-6-15,2021-09-06
3,سپيدار,سپيدار سيستم آسيا,45208,24182521,597548052543,23632,24366,24100,468,1.98,24710,1078,4.56,24000,24813,1400-6-15,2021-09-06
4,دي,بانك دي,40606,1227356247,1633118825938,1364,1350,1299,-65,-4.77,1331,-33,-2.42,1296,1379,1400-6-15,2021-09-06
5,شستا,سرمايه گذاري تامين اجتماعي,36816,140559039,1843394600700,13190,13090,12940,-250,-1.9,13110,-80,-0.61,12880,13400,1400-6-15,2021-09-06
6,حگردش,ريل گردش ايرانيان,35167,92325935,350359638876,3708,3893,3640,-68,-1.83,3795,87,2.35,3530,3893,1400-6-15,2021-09-06
7,شبندر,پالايش نفت بندرعباس,32983,750467799,4637896633200,5930,5970,6120,190,3.2,6180,250,4.22,5900,6220,1400-6-15,2021-09-06
8,لطيف,محصولات كاغذي لطيف,30806,3206887,184040037846,59754,58640,56767,-2987,-5,57389,-2365,-3.96,56767,59600,1400-6-15,2021-09-06
9,گدنا,تهيه توزيع غذاي دنا آفرين فدك,29140,9716316,254691641126,26065,26230,25199,-866,-3.32,26213,148,0.57,24800,27368,1400-6-15,2021-09-06
10,ومدير,گ.مديريت ارزش سرمايه ص ب كشوري,27828,58976187,320671555410,5480,5400,5290,-190,-3.47,5440,-40,-0.73,5260,5570,1400-6-15,2021-09-06
11,دارا يكم,صندوق واسطه گري مالي يكم-سهام,25408,14466042,2032869659230,141350,141590,137000,-4350,-3.08,140530,-820,-0.58,136000,143800,1400-6-15,2021-09-06
12,حشكوه,دليجان طلايي شكوه پارس,25394,75996221,293172279007,3758,3870,3751,-7,-0.19,3858,100,2.66,3751,3870,1400-6-15,2021-09-06
13,غزر,صنعتي زر ماكارون,24869,16343537,500314060750,29500,29900,30000,500,1.69,30610,1110,3.76,29580,30970,1400-6-15,2021-09-06
14,وكبهمن,مديريت سرمايه گذاري كوثربهمن,24024,5367077,73048347739,13942,13800,13603,-339,-2.43,13610,-332,-2.38,13310,13904,1400-6-15,2021-09-06
15,ولكار,ليزينگ كارآفرين,23726,19610039,103301442080,5490,5430,5220,-270,-4.92,5270,-220,-4.01,5220,5560,1400-6-15,2021-09-06
16,ثبهساز,بهساز كاشانه تهران,22749,64936888,162581715029,2495,2565,2427,-68,-2.73,2504,9,0.36,2420,2580,1400-6-15,2021-09-06
17,صبا,سرمايه گذاري صبا تامين,22406,236528206,2206123308285,9656,9174,9405,-251,-2.6,9327,-329,-3.41,9174,9648,1400-6-15,2021-09-06
18,چخزر,صنايع چوب خزر كاسپين,21557,2552009,111988829823,44148,43460,42780,-1368,-3.1,43883,-265,-0.6,42200,45200,1400-6-15,2021-09-06
19,ثاميد,توسعه و عمران اميد,21340,56944498,106409941254,1865,1900,1814,-51,-2.73,1869,4,0.21,1810,1920,1400-6-15,2021-09-06
20,فرابورس,فرابورس ايران,21200,55789837,1781148633703,33194,33145,31535,-1659,-5,31926,-1268,-3.82,31535,34000,1400-6-15,2021-09-06
21,شپنا,پالايش نفت اصفهان,20605,133284287,1876116116320,13920,14050,13780,-140,-1.01,14080,160,1.15,13770,14430,1400-6-15,2021-09-06
22,فتوسا,توليد و توسعه سرب روي ايرانيان,20509,5795196,87393320189,15102,15210,14702,-400,-2.65,15080,-22,-0.15,14650,15400,1400-6-15,2021-09-06
23,فگستر,گسترش صنايع روي ايرانيان,20047,6190147,99693257995,15840,16160,15860,20,0.13,16105,265,1.67,15752,16400,1400-6-15,2021-09-06
24,غكورش,صنعت غذايي كورش,19913,4819471,229024661480,48070,47900,46500,-1570,-3.27,47520,-550,-1.14,46500,49000,1400-6-15,2021-09-06
25,آبادا,توليد نيروي برق آبادان,19589,9765233,141250259630,13920,14380,14320,400,2.87,14460,540,3.88,14070,14610,1400-6-15,2021-09-06
26,بوعلي,پتروشيمي بوعلي سينا,18705,5358244,379548316850,71440,73280,69490,-1950,-2.73,70830,-610,-0.85,68800,73280,1400-6-15,2021-09-06
27,بركت,گروه دارويي بركت,18612,44540842,2042588920290,43910,45500,45590,1680,3.83,45860,1950,4.44,44840,46100,1400-6-15,2021-09-06
28,خودرو,ايران‌ خودرو,18545,443119585,997473154174,2276,2290,2200,-76,-3.34,2251,-25,-1.1,2182,2330,1400-6-15,2021-09-06
29,شاروم,پتروشيمي اروميه,18040,4852474,96976998982,19883,19886,19330,-553,-2.78,19985,102,0.51,19210,20600,1400-6-15,2021-09-06
30,فولاد,فولاد مباركه اصفهان,17728,111468142,1314885922610,11890,11750,11790,-100,-0.84,11800,-90,-0.76,11510,11950,1400-6-15,2021-09-06
31,فملي,ملي‌ صنايع‌ مس‌ ايران‌,17527,74547614,1029404137120,13820,13900,13550,-270,-1.95,13810,-10,-0.07,13510,14020,1400-6-15,2021-09-06
32,وسپهر,سرمايه گذاري مالي سپهرصادرات,17468,21691575,204644183027,9467,9401,9322,-145,-1.53,9434,-33,-0.35,9310,9750,1400-6-15,2021-09-06
33,بگيلان,توسعه مسير برق گيلان,17022,3535949,78104901496,21772,21924,21559,-213,-0.98,22089,317,1.46,21420,22700,1400-6-15,2021-09-06
34,خساپا,سايپا,16573,485602085,1000747291122,2074,2100,2013,-61,-2.94,2061,-13,-0.63,2001,2135,1400-6-15,2021-09-06
35,زملارد,كشاورزي و دامپروري ملارد شير,16323,3183277,107591307563,34647,35140,32915,-1732,-5,33799,-848,-2.45,32915,35490,1400-6-15,2021-09-06
