,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,پالايش,صندوق پالايشي يكم-سهام,20209,23286584,1592827602090,67560,67820,68900,1340,1.98,68400,840,1.24,67210,69100,1400-9-30,2021-12-21
1,دارا يكم,صندوق واسطه گري مالي يكم-سهام,13710,11304108,1235930102080,108790,108990,109250,460,0.42,109330,540,0.5,107510,110440,1400-9-30,2021-12-21
2,خودرو,ايران‌ خودرو,7920,241912083,455360598289,1858,1888,1862,4,0.22,1882,24,1.29,1851,1920,1400-9-30,2021-12-21
3,كالا,بورس كالاي ايران,7882,21750105,677207238390,30970,30120,31170,200,0.65,31140,170,0.55,29600,32270,1400-9-30,2021-12-21
4,شستا,سرمايه گذاري تامين اجتماعي,6980,48837887,491953379400,9900,10040,10170,270,2.73,10070,170,1.72,9890,10210,1400-9-30,2021-12-21
5,فرابورس,فرابورس ايران,6953,29387814,532392612330,18122,17850,18100,-22,-0.12,18116,-6,-0.03,17510,18695,1400-9-30,2021-12-21
6,فولاد,فولاد مباركه اصفهان,5995,68536996,693792806600,9950,9960,10170,220,2.21,10120,170,1.71,9960,10230,1400-9-30,2021-12-21
7,فملي,ملي‌ صنايع‌ مس‌ ايران‌,5906,58637932,377726299470,6210,6220,6520,310,4.99,6440,230,3.7,6220,6520,1400-9-30,2021-12-21
8,توسن,توسعه سامانه ي نرم افزاري نگين,5637,19258502,359959382001,17876,18630,18769,893,5,18691,815,4.56,18250,18769,1400-9-30,2021-12-21
9,بركت,گروه دارويي بركت,5560,19809126,322782560840,16200,16020,16220,20,0.12,16290,90,0.56,16000,16550,1400-9-30,2021-12-21
10,خساپا,سايپا,4873,177439318,282946488944,1572,1580,1583,11,0.7,1595,23,1.46,1561,1623,1400-9-30,2021-12-21
11,انرژي3,سايراشخاص بورس انرژي,4840,2729815,260617789310,95850,93600,95020,-830,-0.87,95470,-380,-0.4,92800,98310,1400-9-30,2021-12-21
12,شپنا,پالايش نفت اصفهان,4432,57069437,322108025680,5480,5560,5750,270,4.93,5640,160,2.92,5450,5750,1400-9-30,2021-12-21
13,حسير,ريل سير كوثر,4402,26790234,491527452917,18843,17901,18110,-733,-3.89,18347,-496,-2.63,17901,19505,1400-9-30,2021-12-21
14,سمگا,گروه سرمايه گذاري ميراث فرهنگي,4300,41583459,447625385446,10752,10510,10820,68,0.63,10765,13,0.12,10300,11100,1400-9-30,2021-12-21
15,كمند,صندوق س. با درآمد ثابت كمند,4062,150474268,1517144047306,10077,10082,10083,6,0.06,10082,5,0.05,10082,10083,1400-9-30,2021-12-21
16,خنصير,مهندسي‌نصيرماشين‌,4053,25194972,367543198790,15020,14270,14930,-90,-0.6,14590,-430,-2.86,14270,15200,1400-9-30,2021-12-21
17,كرمان,س. توسعه و عمران استان كرمان,3787,143284250,127505398340,868,878,898,30,3.46,890,22,2.53,868,905,1400-9-30,2021-12-21
18,غصينو,صنعتي مينو,3763,15629906,300122045208,20136,19130,19130,-1006,-5,19202,-934,-4.64,19130,19750,1400-9-30,2021-12-21
19,وبملت,بانك ملت,3761,146052177,431558497736,2822,2963,2963,141,5,2955,133,4.71,2901,2963,1400-9-30,2021-12-21
20,مديريت,س. و خدمات مديريت صند. ب كشوري,3756,12190289,120386159015,9449,9600,9921,472,5,9876,427,4.52,9400,9921,1400-9-30,2021-12-21
21,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,3624,96516577,208636334447,2131,2135,2150,19,0.89,2162,31,1.45,2105,2220,1400-9-30,2021-12-21
22,فسبزوار,پارس فولاد سبزوار,3605,3701523,127517283420,33500,33210,34410,910,2.72,34450,950,2.84,33210,34900,1400-9-30,2021-12-21
23,وتجارت,بانك تجارت,3516,124100894,230527246734,1803,1840,1855,52,2.88,1858,55,3.05,1840,1884,1400-9-30,2021-12-21
24,ثاميد,توسعه و عمران اميد,3515,13769425,20723025172,1481,1495,1514,33,2.23,1504,23,1.55,1480,1515,1400-9-30,2021-12-21
25,بورس,بورس اوراق بهادار تهران,3421,21041625,231652189710,10810,10590,10990,180,1.67,11010,200,1.85,10590,11300,1400-9-30,2021-12-21
26,غناب,روغن‌ نباتي‌ ناب,3396,1442338,187743727075,130725,134646,134646,3921,3,130166,-559,-0.43,126804,134646,1400-9-30,2021-12-21
27,فاذر,صنايع‌ آذرآب‌,3344,154230329,147312500502,966,992,939,-27,-2.8,955,-11,-1.14,928,1005,1400-9-30,2021-12-21
28,فسرب,ملي‌ سرب‌وروي‌ ايران‌,3313,102974085,192323654262,1840,1910,1940,100,5.43,1868,28,1.52,1815,1948,1400-9-30,2021-12-21
29,خصدرا,صنعتي‌ دريايي‌ ايران‌,3298,97697117,187471039465,1968,1909,1919,-49,-2.49,1919,-49,-2.49,1909,1977,1400-9-30,2021-12-21
30,فجهان,مجتمع جهان فولاد سيرجان,3142,9949907,53299805452,5281,5255,5400,119,2.25,5328,47,0.89,5227,5430,1400-9-30,2021-12-21
31,كيان,صندوق س. با درآمد ثابت كيان,2872,24460054,786720789072,32159,32175,32175,16,0.05,32163,4,0.01,32062,32178,1400-9-30,2021-12-21
32,ضخود1052,اختيارخ خودرو-2000-1400/10/08,2841,135990,5464738000,36,40,37,1,2.78,40,4,11.11,33,48,1400-9-30,2021-12-21
33,غزر,صنعتي زر ماكارون,2773,6529104,62420214540,9210,9200,9560,350,3.8,9560,350,3.8,9060,9670,1400-9-30,2021-12-21
34,وبصادر,بانك صادرات ايران,2711,97635116,167974800903,1678,1698,1718,40,2.38,1720,42,2.5,1686,1741,1400-9-30,2021-12-21
35,خپارس,پارس‌ خودرو,2662,105240184,105528807575,991,1003,999,8,0.81,1003,12,1.21,980,1024,1400-9-30,2021-12-21
36,تپكو,توليدتجهيزات‌سنگين‌هپكو,2585,48114258,147798809288,3062,3041,3070,8,0.26,3072,10,0.33,3041,3127,1400-9-30,2021-12-21
37,شگويا,پتروشيمي تندگويان,2554,10157606,117532384592,11483,11542,11505,22,0.19,11571,88,0.77,11345,11850,1400-9-30,2021-12-21
38,بركتح,ح . گروه دارويي بركت,2538,7567133,94542797030,12280,12770,12400,120,0.98,12490,210,1.71,12020,12770,1400-9-30,2021-12-21
39,نوري,پتروشيمي نوري,2508,1914077,207983041270,105740,105760,109750,4010,3.79,108660,2920,2.76,105740,109940,1400-9-30,2021-12-21
40,كيمياتك,آريان كيميا تك,2501,877293,21001094590,23560,23390,24040,480,2.04,23940,380,1.61,23210,24190,1400-9-30,2021-12-21
41,غكورش,صنعت غذايي كورش,2484,6483669,321188369420,47370,47970,49730,2360,4.98,49540,2170,4.58,46890,49730,1400-9-30,2021-12-21
42,وليز,ليزينگ‌ايران‌,2468,45924680,93034281133,2105,2000,2002,-103,-4.89,2026,-79,-3.75,2000,2099,1400-9-30,2021-12-21
43,ولكار,ليزينگ كارآفرين,2411,4176979,16424832850,3761,3701,3949,188,5,3932,171,4.55,3701,3949,1400-9-30,2021-12-21
44,امين يكم,صندوق درآمد ثابت امين يكم فردا,2360,71716669,728389567549,10149,10156,10159,10,0.1,10156,7,0.07,10155,10164,1400-9-30,2021-12-21
45,سيتا,سرمايه گذاري سيمان تامين,2346,1934117,17267356380,8730,8860,9080,350,4.01,8820,90,1.03,8860,9100,1400-9-30,2021-12-21
46,تملتح,ح . تامين سرمايه بانك ملت,2345,15262135,17475781629,1066,1060,1165,99,9.29,1145,79,7.41,1060,1172,1400-9-30,2021-12-21
47,شتران,پالايش نفت تهران,2341,23126495,92354518492,3922,3950,4033,111,2.83,3976,54,1.38,3923,4060,1400-9-30,2021-12-21
48,خمهرح,ح . مهركام‌پارس‌,2324,48699223,29137546845,582,559,600,18,3.09,598,16,2.75,556,618,1400-9-30,2021-12-21
49,گدنا,تهيه توزيع غذاي دنا آفرين فدك,2156,1878720,20203979513,10464,10540,10825,361,3.45,10754,290,2.77,10173,10950,1400-9-30,2021-12-21
50,پترول,گ.س.وت.ص.پتروشيمي خليج فارس,2064,39780595,93361833206,2254,2310,2366,112,4.97,2347,93,4.13,2256,2366,1400-9-30,2021-12-21
51,وگردش,بانك گردشگري,2052,79045217,845097567145,10765,10599,10631,-134,-1.24,10691,-74,-0.69,10443,10770,1400-9-30,2021-12-21
52,كماسه,تامين‌ ماسه‌ ريخته‌گري‌,2032,33570402,108010134208,3294,3366,3160,-134,-4.07,3217,-77,-2.34,3130,3395,1400-9-30,2021-12-21
53,سپيد,سپيد ماكيان,1917,1702531,100243337890,56370,56700,59180,2810,4.98,58880,2510,4.45,56010,59180,1400-9-30,2021-12-21
