,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,پالايش,صندوق پالايشي يكم-سهام,48375,66105700,5142006311750,78040,79090,77190,-850,-1.09,77780,-260,-0.33,76750,79970,1400-8-19,2021-11-10
1,دارا يكم,صندوق واسطه گري مالي يكم-سهام,46691,43533079,5450208960980,121930,122700,125540,3610,2.96,125200,3270,2.68,120900,127300,1400-8-19,2021-11-10
2,شستا,سرمايه گذاري تامين اجتماعي,20756,107613120,1303905738420,12070,12090,12130,60,0.5,12120,50,0.41,11930,12250,1400-8-19,2021-11-10
3,شپنا,پالايش نفت اصفهان,15498,104652762,1265425692470,11850,12030,12010,160,1.35,12090,240,2.03,11850,12440,1400-8-19,2021-11-10
4,شبندر,پالايش نفت بندرعباس,14269,197505008,1375843296570,6880,7040,6960,80,1.16,6970,90,1.31,6850,7160,1400-8-19,2021-11-10
5,وبملت,بانك ملت,14089,657908656,2322211361784,3328,3520,3530,202,6.07,3530,202,6.07,3494,3598,1400-8-19,2021-11-10
6,توسن,توسعه سامانه ي نرم افزاري نگين,12869,9842925,164107831895,16639,16750,16931,292,1.75,16673,34,0.2,15811,17190,1400-8-19,2021-11-10
7,نوري,پتروشيمي نوري,11701,5924271,736752621770,128410,127100,123400,-5010,-3.9,124360,-4050,-3.15,122810,127100,1400-8-19,2021-11-10
8,فرابورس,فرابورس ايران,11555,29464218,726028649050,25604,25391,24366,-1238,-4.84,24641,-963,-3.76,24324,25990,1400-8-19,2021-11-10
9,فجهان,مجتمع جهان فولاد سيرجان,11308,39339007,234107594217,5962,5955,5998,36,0.6,5951,-11,-0.18,5860,6030,1400-8-19,2021-11-10
10,فسبزوار,پارس فولاد سبزوار,11100,6673273,235906320910,35430,35300,35700,270,0.76,35350,-80,-0.23,35040,35700,1400-8-19,2021-11-10
11,فولاد,فولاد مباركه اصفهان,10570,75246306,901008061090,12010,11940,12010,0,0,11970,-40,-0.33,11800,12080,1400-8-19,2021-11-10
12,بركت,گروه دارويي بركت,10474,24940501,599160703350,23700,24000,24280,580,2.45,24020,320,1.35,23000,24510,1400-8-19,2021-11-10
13,شتران,پالايش نفت تهران,8620,91893042,447628086585,4859,4930,4830,-29,-0.6,4871,12,0.25,4800,4980,1400-8-19,2021-11-10
14,فملي,ملي‌ صنايع‌ مس‌ ايران‌,8440,46754415,645886356720,13790,13600,13900,110,0.8,13810,20,0.15,13600,13930,1400-8-19,2021-11-10
15,كرمان,س. توسعه و عمران استان كرمان,8313,372329721,401393038177,1036,1048,1087,51,4.92,1078,42,4.05,1040,1087,1400-8-19,2021-11-10
16,مديريت,س. و خدمات مديريت صند. ب كشوري,7785,9470557,93080718683,9666,9670,9930,264,2.73,9828,162,1.68,9550,10010,1400-8-19,2021-11-10
17,كيمياتك,آريان كيميا تك,7763,2405460,63240082220,26130,25710,26500,370,1.42,26290,160,0.61,25710,26840,1400-8-19,2021-11-10
18,خبنيان,بنيان ديزل,7736,585907,94897558013,166110,158300,166001,-109,-0.07,161967,-4143,-2.49,157805,170585,1400-8-19,2021-11-10
19,بركتح,ح . گروه دارويي بركت,7644,19408334,412669988660,21490,21410,20980,-510,-2.37,21260,-230,-1.07,20480,22100,1400-8-19,2021-11-10
20,وتجارت,بانك تجارت,7577,338649420,721192395378,2041,2021,2143,102,5,2130,89,4.36,2021,2143,1400-8-19,2021-11-10
21,كدما,معدني‌ دماوند,7004,3997666,364758014740,90040,90200,92110,2070,2.3,91240,1200,1.33,87900,93800,1400-8-19,2021-11-10
22,آريا,پليمر آريا ساسول,6557,2295815,277763299016,122233,123400,119690,-2543,-2.08,120987,-1246,-1.02,118850,124120,1400-8-19,2021-11-10
23,غزر,صنعتي زر ماكارون,6028,17867967,186686415320,10190,10080,10690,500,4.91,10450,260,2.55,9950,10690,1400-8-19,2021-11-10
24,وخارزم,سرمايه گذاري خوارزمي,5758,60870327,312192652977,5000,5042,5061,61,1.22,5129,129,2.58,5037,5230,1400-8-19,2021-11-10
25,وبصادر,بانك صادرات ايران,5656,253220637,514080868292,1946,1915,2043,97,4.98,2030,84,4.32,1915,2043,1400-8-19,2021-11-10
26,سپيدار,سپيدار سيستم آسيا,5411,4702944,91323808399,18555,18500,19482,927,5,19418,863,4.65,17700,19482,1400-8-19,2021-11-10
27,صبا,سرمايه گذاري صبا تامين,5242,29578207,190229518580,6306,6220,6453,147,2.33,6431,125,1.98,6220,6621,1400-8-19,2021-11-10
28,گدنا,تهيه توزيع غذاي دنا آفرين فدك,5037,3862572,57441488025,14757,14889,15060,303,2.05,14871,114,0.77,14320,15340,1400-8-19,2021-11-10
29,هاي وب,داده گسترعصرنوين-هاي وب,5026,69432478,623182854260,8640,8650,8930,290,3.36,8980,340,3.94,8500,9070,1400-8-19,2021-11-10
30,بوعلي,پتروشيمي بوعلي سينا,4701,2242187,179130823810,81130,82000,79350,-1780,-2.19,79890,-1240,-1.53,78610,83250,1400-8-19,2021-11-10
31,سپيد,سپيد ماكيان,4676,3824571,219841258300,55680,55740,58460,2780,4.99,57480,1800,3.23,55630,58460,1400-8-19,2021-11-10
32,وهامون,سرمايه گذاري هامون صبا,4627,14341960,44059962019,3002,2961,3115,113,3.76,3072,70,2.33,2961,3150,1400-8-19,2021-11-10
33,امين,تامين سرمايه امين,4521,4516372,54264005780,11990,12020,12030,40,0.33,12010,20,0.17,11900,12030,1400-8-19,2021-11-10
34,كمند,صندوق س. با درآمد ثابت كمند,4384,151074956,1514617075321,10016,10025,10027,11,0.11,10026,10,0.1,10025,10028,1400-8-19,2021-11-10
35,ويسا,سرمايه گذاري ايساتيس پويا,4373,20171920,147465871548,7524,7490,7360,-164,-2.18,7310,-214,-2.84,7299,7530,1400-8-19,2021-11-10
36,كاما,باما,4239,39077454,349066792980,8600,8590,9030,430,5,8930,330,3.84,8550,9030,1400-8-19,2021-11-10
37,ولقمان,سرمايه گذاري لقمان,4019,17282062,64634590474,3772,3880,3659,-113,-3,3740,-32,-0.85,3659,3885,1400-8-19,2021-11-10
38,خبهمن,گروه‌بهمن‌,3948,293057444,560599592891,1825,1900,1916,91,4.99,1913,88,4.82,1865,1916,1400-8-19,2021-11-10
39,ولپارس,ليزينگ پارسيان,3863,9884913,41663184030,4052,4021,4244,192,4.74,4215,163,4.02,4020,4254,1400-8-19,2021-11-10
40,شسپا,نفت سپاهان,3856,73825206,284173470858,3775,3830,3860,85,2.25,3849,74,1.96,3780,3950,1400-8-19,2021-11-10
41,ذوب,سهامي ذوب آهن  اصفهان,3820,48416796,193973729777,3999,4000,3995,-4,-0.1,4006,7,0.18,3951,4080,1400-8-19,2021-11-10
42,ثشاهد,سرمايه‌ گذاري‌ شاهد,3819,30400766,400847878600,12680,12650,13290,610,4.81,13190,510,4.02,12400,13310,1400-8-19,2021-11-10
43,غگيلا,شيرپاستوريزه پگاه گيلان,3747,4419493,79044500948,17261,17699,18124,863,5,17885,624,3.62,17261,18124,1400-8-19,2021-11-10
44,غكورش,صنعت غذايي كورش,3685,4021235,197576179890,47550,47550,49920,2370,4.98,49130,1580,3.32,46510,49920,1400-8-19,2021-11-10
45,زملارد,كشاورزي و دامپروري ملارد شير,3577,1685650,38041172370,23060,23000,22901,-159,-0.69,22568,-492,-2.13,21907,23999,1400-8-19,2021-11-10
46,شاراك,پتروشيمي شازند,3564,4988624,247089829480,50300,50900,49250,-1050,-2.09,49530,-770,-1.53,48500,51930,1400-8-19,2021-11-10
47,سحرخيز,صندوق س. گروه زعفران سحرخيز,3543,9360380,163641641060,17441,17100,17660,219,1.26,17482,41,0.24,16500,18616,1400-8-19,2021-11-10
48,شاروم,پتروشيمي اروميه,3471,2357099,35389181594,14788,15085,15280,492,3.33,15014,226,1.53,14707,15380,1400-8-19,2021-11-10
