,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,فجهان,مجتمع جهان فولاد سيرجان,3037246,3999876272,21999319496000,1000,5500,5500,4500,450,5500,4500,450,5500,5500,1400-6-20,2021-09-11
1,وهامون,سرمايه گذاري هامون صبا,75584,114171991,507557439621,4574,4630,4346,-228,-4.98,4446,-128,-2.8,4346,4710,1400-6-20,2021-09-11
2,مديريت,س. و خدمات مديريت صند. ب كشوري,46418,31696338,334966899984,10065,10568,10568,503,5,10568,503,5,10568,10568,1400-6-20,2021-09-11
3,پالايش,صندوق پالايشي يكم-سهام,33343,37789524,3168241608050,83040,84690,82470,-570,-0.69,83840,800,0.96,82400,86000,1400-6-20,2021-09-11
4,سپيد,سپيد ماكيان,32783,8354563,531499584510,63420,64680,62500,-920,-1.45,63620,200,0.32,61320,66560,1400-6-20,2021-09-11
5,دي,بانك دي,27110,858858978,1082391386579,1303,1321,1238,-65,-4.99,1260,-43,-3.3,1238,1332,1400-6-20,2021-09-11
6,شستا,سرمايه گذاري تامين اجتماعي,25338,112458233,1527717361110,13460,13690,13420,-40,-0.3,13580,120,0.89,13270,13960,1400-6-20,2021-09-11
7,بركت,گروه دارويي بركت,23736,39129061,1669554000100,44430,44050,42210,-2220,-5,42670,-1760,-3.96,42210,44600,1400-6-20,2021-09-11
8,شبندر,پالايش نفت بندرعباس,17943,237903013,1538160141800,6310,6460,6420,110,1.74,6470,160,2.54,6360,6620,1400-6-20,2021-09-11
9,دارا يكم,صندوق واسطه گري مالي يكم-سهام,16686,8849521,1213904034850,137140,139200,135220,-1920,-1.4,137170,30,0.02,134910,140410,1400-6-20,2021-09-11
10,فرابورس,فرابورس ايران,16323,48792020,1624885279335,31897,33491,33491,1594,5,33302,1405,4.4,32350,33491,1400-6-20,2021-09-11
11,گدنا,تهيه توزيع غذاي دنا آفرين فدك,15640,11546710,290944013404,24224,24990,24949,725,2.99,25197,973,4.02,24265,25435,1400-6-20,2021-09-11
12,فولاد,فولاد مباركه اصفهان,15124,131105853,1518837478070,11600,11750,11490,-110,-0.95,11580,-20,-0.17,11460,11790,1400-6-20,2021-09-11
13,سپيدار,سپيدار سيستم آسيا,14722,6179604,133254325522,22453,21860,21331,-1122,-5,21564,-889,-3.96,21331,22662,1400-6-20,2021-09-11
14,كمند,صندوق س. با درآمد ثابت كمند,14223,656265493,6580971126984,10012,10027,10028,16,0.16,10028,16,0.16,10027,10030,1400-6-20,2021-09-11
15,خساپا,سايپا,13153,318022720,621425371281,1988,2002,1910,-78,-3.92,1954,-34,-1.71,1903,2035,1400-6-20,2021-09-11
16,فملي,ملي‌ صنايع‌ مس‌ ايران‌,12831,80226336,1115988599360,13670,14000,13800,130,0.95,13910,240,1.76,13750,14210,1400-6-20,2021-09-11
17,خودرو,ايران‌ خودرو,12347,272742264,589034524459,2178,2200,2120,-58,-2.66,2160,-18,-0.83,2110,2258,1400-6-20,2021-09-11
18,شپنا,پالايش نفت اصفهان,11829,84960857,1182055172700,13810,14040,13790,-20,-0.14,13910,100,0.72,13790,14300,1400-6-20,2021-09-11
19,ولكار,ليزينگ كارآفرين,10885,15062571,75152381501,4880,4800,4910,30,0.61,4989,109,2.23,4800,5124,1400-6-20,2021-09-11
20,ولپارس,ليزينگ پارسيان,10761,27825561,157216347200,5750,5600,5480,-270,-4.7,5650,-100,-1.74,5470,5940,1400-6-20,2021-09-11
21,فاراكح,ح . ماشين‌ سازي‌ اراك‌,10392,287712900,279396377183,965,973,949,-16,-1.66,971,6,0.62,941,1001,1400-6-20,2021-09-11
