,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,سپيد,سپيد ماكيان,78722,6227222,256437001960,39220,41180,41180,1960,5,41180,1960,5,41180,41180,1400-5-19,2021-08-10
1,شصدف,صنعتي دوده فام,38265,62396995,3042989842848,49800,52200,47310,-2490,-5,48768,-1032,-2.07,47310,52200,1400-5-19,2021-08-10
2,فولاد,فولاد مباركه اصفهان,27255,353301509,4164183800780,11330,11550,11890,560,4.94,11790,460,4.06,11470,11890,1400-5-19,2021-08-10
3,دي,بانك دي,26387,983430560,1114765162860,1098,1112,1152,54,4.92,1134,36,3.28,1110,1152,1400-5-19,2021-08-10
4,لطيف,محصولات كاغذي لطيف,25700,3042960,169003999758,57617,58090,55700,-1917,-3.33,55539,-2078,-3.61,54737,58090,1400-5-19,2021-08-10
5,شستا,سرمايه گذاري تامين اجتماعي,23704,133843150,1830558494970,13630,13700,13740,110,0.81,13680,50,0.37,13490,13950,1400-5-19,2021-08-10
6,بركت,گروه دارويي بركت,20697,41900586,1666331257910,38790,38790,39990,1200,3.09,39770,980,2.53,38180,40500,1400-5-19,2021-08-10
7,فملي,ملي‌ صنايع‌ مس‌ ايران‌,20633,130534532,1837003167190,13970,14010,14160,190,1.36,14070,100,0.72,13850,14420,1400-5-19,2021-08-10
8,ومدير,گ.مديريت ارزش سرمايه ص ب كشوري,20620,116880616,560076157303,4824,4897,4790,-34,-0.7,4792,-32,-0.66,4610,4970,1400-5-19,2021-08-10
9,پالايش,صندوق پالايشي يكم-سهام,18736,17459127,1230829381160,70440,70700,70500,60,0.09,70500,60,0.09,70310,70750,1400-5-19,2021-08-10
10,ولكار,ليزينگ كارآفرين,17153,9127347,39370102121,4361,4432,4260,-101,-2.32,4313,-48,-1.1,4226,4432,1400-5-19,2021-08-10
11,شپنا,پالايش نفت اصفهان,15312,115183260,1504470840400,13080,13120,13120,40,0.31,13060,-20,-0.15,12950,13270,1400-5-19,2021-08-10
12,كرمان,س. توسعه و عمران استان كرمان,14324,410869026,552548023219,1361,1344,1340,-21,-1.54,1345,-16,-1.18,1315,1387,1400-5-19,2021-08-10
13,ثبهساز,بهساز كاشانه تهران,14309,93514102,234495818009,2483,2483,2460,-23,-0.93,2508,25,1.01,2400,2580,1400-5-19,2021-08-10
14,خساپا,سايپا,13409,430150088,804062119672,1851,1885,1857,6,0.32,1869,18,0.97,1844,1912,1400-5-19,2021-08-10
15,خودرو,ايران‌ خودرو,12769,361611689,736155181659,2015,2040,2025,10,0.5,2036,21,1.04,2017,2060,1400-5-19,2021-08-10
16,بوعلي,پتروشيمي بوعلي سينا,12508,6979501,457626226590,65630,63800,65620,-10,-0.02,65570,-60,-0.09,63800,67860,1400-5-19,2021-08-10
17,فگستر,گسترش صنايع روي ايرانيان,12187,5067423,74635152827,14721,14990,14750,29,0.2,14728,7,0.05,14400,14990,1400-5-19,2021-08-10
18,فتوسا,توليد و توسعه سرب روي ايرانيان,12122,6741834,98890359904,14671,14870,14710,39,0.27,14668,-3,-0.02,14402,14920,1400-5-19,2021-08-10
