,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,پالايش,صندوق پالايشي يكم-سهام,66386,96800670,7554517384480,74520,75280,78610,4090,5.49,78040,3520,4.72,75010,79450,1400-8-18,2021-11-09
1,خودرو,ايران‌ خودرو,34777,1532746439,3152406545978,2043,2050,2046,3,0.15,2057,14,0.69,1962,2139,1400-8-18,2021-11-09
2,دارا يكم,صندوق واسطه گري مالي يكم-سهام,31071,25649104,3127271665070,121360,120100,121350,-10,-0.01,121930,570,0.47,119210,124180,1400-8-18,2021-11-09
3,خساپا,سايپا,24942,961453485,1688040306653,1806,1768,1730,-76,-4.21,1756,-50,-2.77,1716,1834,1400-8-18,2021-11-09
4,شستا,سرمايه گذاري تامين اجتماعي,21395,108512002,1310130069880,12040,11950,11990,-50,-0.42,12070,30,0.25,11890,12320,1400-8-18,2021-11-09
5,فرابورس,فرابورس ايران,15610,43275224,1108013792207,26209,25460,25040,-1169,-4.46,25604,-605,-2.31,24899,27290,1400-8-18,2021-11-09
6,شپنا,پالايش نفت اصفهان,14419,184764917,2190056907560,11320,11330,11880,560,4.95,11850,530,4.68,11330,11880,1400-8-18,2021-11-09
7,بركت,گروه دارويي بركت,14245,43156397,1022637247100,22880,23400,23900,1020,4.46,23700,820,3.58,22900,24020,1400-8-18,2021-11-09
8,كالا,بورس كالاي ايران,13080,39623863,1484999045650,36140,35600,37030,890,2.46,37480,1340,3.71,35600,37940,1400-8-18,2021-11-09
9,شبندر,پالايش نفت بندرعباس,13034,310046549,2133400262200,6570,6700,6890,320,4.87,6880,310,4.72,6660,6890,1400-8-18,2021-11-09
10,نوري,پتروشيمي نوري,12936,8205527,1053641038810,127850,129000,126500,-1350,-1.06,128410,560,0.44,126000,131000,1400-8-18,2021-11-09
11,فولاد,فولاد مباركه اصفهان,10873,67165074,806501814590,11940,12030,11940,0,0,12010,70,0.59,11880,12200,1400-8-18,2021-11-09
12,فسبزوار,پارس فولاد سبزوار,10759,6876656,243626879120,35260,35100,35300,40,0.11,35430,170,0.48,35100,35720,1400-8-18,2021-11-09
13,فجهان,مجتمع جهان فولاد سيرجان,10675,38107872,227211820013,5966,5900,5970,4,0.07,5962,-4,-0.07,5865,6049,1400-8-18,2021-11-09
14,توسن,توسعه سامانه ي نرم افزاري نگين,9755,10927417,181818504277,17404,17030,16534,-870,-5,16639,-765,-4.4,16534,17280,1400-8-18,2021-11-09
15,خپارس,پارس‌ خودرو,9553,473049314,531691584130,1170,1128,1112,-58,-4.96,1124,-46,-3.93,1112,1160,1400-8-18,2021-11-09
16,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,9197,271041829,638229651334,2390,2385,2310,-80,-3.35,2355,-35,-1.46,2284,2456,1400-8-18,2021-11-09
17,شتران,پالايش نفت تهران,9049,162358256,788823076973,4638,4620,4869,231,4.98,4859,221,4.76,4620,4869,1400-8-18,2021-11-09
18,بركتح,ح . گروه دارويي بركت,9027,22027075,473437175410,21190,21490,21350,160,0.76,21490,300,1.42,20550,22500,1400-8-18,2021-11-09
19,خبهمن,گروه‌بهمن‌,8856,396076027,722672959927,1899,1826,1805,-94,-4.95,1825,-74,-3.9,1805,1895,1400-8-18,2021-11-09
