,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,فتوسا,توليد و توسعه سرب روي ايرانيان,2410158,64999838,509728729596,1000,7842,7842,6842,684.2,7842,6842,684.2,7842,7842,1400-2-29,2021-05-19
1,فگستر,گسترش صنايع روي ايرانيان,22886,2446653,19286965599,7508,7883,7883,375,4.99,7883,375,4.99,7883,7883,1400-2-29,2021-05-19
2,پالايش,صندوق پالايشي يكم-سهام,22867,20362621,1408283934370,70540,70590,68870,-1670,-2.37,69160,-1380,-1.96,67680,71050,1400-2-29,2021-05-19
3,بركت,گروه دارويي بركت,19318,60126139,1571043588820,25480,26100,26610,1130,4.43,26130,650,2.55,25110,26630,1400-2-29,2021-05-19
4,دارا يكم,صندوق واسطه گري مالي يكم-سهام,18523,9760153,1210519641360,127970,127300,122930,-5040,-3.94,124030,-3940,-3.08,121660,127840,1400-2-29,2021-05-19
5,كزغال,زغال سنگ پروده طبس,14416,8450733,281325037344,33791,34800,32400,-1391,-4.12,33290,-501,-1.48,32170,34800,1400-2-29,2021-05-19
6,فملي,ملي‌ صنايع‌ مس‌ ايران‌,11629,81237713,1011871979340,12960,13000,12330,-630,-4.86,12460,-500,-3.86,12320,13000,1400-2-29,2021-05-19
7,امينح,ح . تامين سرمايه امين,11391,14110415,72486210283,5175,5050,5433,258,4.99,5137,-38,-0.73,4800,5440,1400-2-29,2021-05-19
8,ثاميد,توسعه و عمران اميد,9577,110502386,151229624402,1333,1370,1399,66,4.95,1369,36,2.7,1293,1399,1400-2-29,2021-05-19
9,اپال,فرآوري معدني اپال كاني پارس,9356,21321690,405637352090,18840,19000,19160,320,1.7,19020,180,0.96,18180,19440,1400-2-29,2021-05-19
10,شستا,سرمايه گذاري تامين اجتماعي,8848,33177607,341635585540,10560,10600,10350,-210,-1.99,10300,-260,-2.46,10160,10620,1400-2-29,2021-05-19
11,خودرو,ايران‌ خودرو,8795,261264767,480799799046,1919,1890,1824,-95,-4.95,1840,-79,-4.12,1824,1925,1400-2-29,2021-05-19
12,خساپا,سايپا,8200,293165973,510155345844,1821,1800,1730,-91,-5,1740,-81,-4.45,1730,1820,1400-2-29,2021-05-19
13,كرمان,س. توسعه و عمران استان كرمان,7992,269254642,267927765464,1005,980,1005,0,0,995,-10,-1,955,1030,1400-2-29,2021-05-19
14,بوعلي,پتروشيمي بوعلي سينا,7480,4273124,198149318920,47100,47700,44770,-2330,-4.95,46370,-730,-1.55,44750,48040,1400-2-29,2021-05-19
15,شتران,پالايش نفت تهران,7138,51151336,388068635440,7870,7890,7480,-390,-4.96,7590,-280,-3.56,7480,7950,1400-2-29,2021-05-19
16,ولپارس,ليزينگ پارسيان,6047,13433935,54610706162,4276,4063,4063,-213,-4.98,4065,-211,-4.93,4063,4160,1400-2-29,2021-05-19
17,وكبهمن,مديريت سرمايه گذاري كوثربهمن,6042,5202045,54558979384,10482,10770,10387,-95,-0.91,10488,6,0.06,10350,10770,1400-2-29,2021-05-19
18,وتجارت,بانك تجارت,6020,238430429,531990066536,2316,2230,2201,-115,-4.97,2231,-85,-3.67,2201,2275,1400-2-29,2021-05-19
19,وسپهر,سرمايه گذاري مالي سپهرصادرات,6008,13580462,123502973042,9093,9095,9095,2,0.02,9094,1,0.01,9094,9097,1400-2-29,2021-05-19
20,امين,تامين سرمايه امين,5704,3800437,27021451220,6990,7000,7280,290,4.15,7090,100,1.43,7000,7320,1400-2-29,2021-05-19
21,وبصادر,بانك صادرات ايران,4943,212875531,425342665999,2062,2010,1959,-103,-5,1998,-64,-3.1,1959,2030,1400-2-29,2021-05-19
22,ذوب,سهامي ذوب آهن  اصفهان,4369,98106472,301938106333,3223,3198,3062,-161,-5,3078,-145,-4.5,3062,3198,1400-2-29,2021-05-19
23,غگيلا,شيرپاستوريزه پگاه گيلان,4315,14049492,265535398800,13345,18900,18900,5555,41.63,18900,5555,41.63,18900,18900,1400-2-29,2021-05-19
24,پترول,گ.س.وت.ص.پتروشيمي خليج فارس,4040,24890346,214351795270,8810,8760,8400,-410,-4.65,8610,-200,-2.27,8370,8960,1400-2-29,2021-05-19
25,آبادا,توليد نيروي برق آبادان,3916,3279087,31715827250,10170,9670,9670,-500,-4.92,9670,-500,-4.92,9670,9820,1400-2-29,2021-05-19
26,امين يكم,صندوق درآمد ثابت امين يكم فردا,3835,442937724,4502593824029,10161,10168,10165,4,0.04,10165,4,0.04,10163,10172,1400-2-29,2021-05-19
27,شبندر,پالايش نفت بندرعباس,3825,16700717,349602703110,21600,21600,20520,-1080,-5,20930,-670,-3.1,20520,21940,1400-2-29,2021-05-19
28,شگويا,پتروشيمي تندگويان,3794,18431811,156480207173,8501,8451,8416,-85,-1,8490,-11,-0.13,8300,8671,1400-2-29,2021-05-19
29,وپارس,بانك‌پارسيان‌,3730,174120594,464914633550,2661,2669,2672,11,0.41,2670,9,0.34,2660,2697,1400-2-29,2021-05-19
30,پيزد,مجتمع صنايع لاستيك يزد,3486,263473,14988626450,56846,59003,56107,-739,-1.3,56889,43,0.08,54006,59003,1400-2-29,2021-05-19
31,وسبحان,سرمايه گذاري سبحان,3431,109826002,244555584400,2326,2210,2210,-116,-4.99,2227,-99,-4.26,2210,2324,1400-2-29,2021-05-19
32,ميدكو,هلدينگ صنايع  معدني خاورميانه,3431,20176083,795055852139,38098,38099,40000,1902,4.99,39406,1308,3.43,38093,40002,1400-2-29,2021-05-19
33,بگيلان,توسعه مسير برق گيلان,3276,937300,17863684735,19452,18610,18750,-702,-3.61,19238,-214,-1.1,18610,19500,1400-2-29,2021-05-19
34,وپاسار,بانك  پاسارگاد,3175,47128348,812055465360,17220,17220,17240,20,0.12,17230,10,0.06,17220,17250,1400-2-29,2021-05-19
35,سيتا,سرمايه گذاري سيمان تامين,3149,5487582,82318018560,15000,15000,15000,0,0,15000,0,0,15000,15010,1400-2-29,2021-05-19
36,بپيوند,برق و انرژي پيوندگستر پارس,3053,2871939,30362691182,10991,10670,10442,-549,-4.99,10572,-419,-3.81,10442,10858,1400-2-29,2021-05-19
37,آريا,پليمر آريا ساسول,3036,2219790,178675841977,80610,80610,80223,-387,-0.48,80492,-118,-0.15,78800,81900,1400-2-29,2021-05-19
38,وخارزم,سرمايه گذاري خوارزمي,2842,38559783,145046353651,3953,3811,3759,-194,-4.91,3762,-191,-4.83,3756,3910,1400-2-29,2021-05-19
39,كمند,صندوق س. با درآمد ثابت كمند,2730,637317867,6422505004271,10071,10077,10077,6,0.06,10077,6,0.06,10077,10079,1400-2-29,2021-05-19
40,ساوه,سيمان ساوه,2696,2675923,104769792534,50812,39989,38200,-12612,-24.82,39153,-11659,-22.95,37990,41900,1400-2-29,2021-05-19
41,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,2591,80817063,166364613557,2154,2100,2047,-107,-4.97,2059,-95,-4.41,2047,2130,1400-2-29,2021-05-19
42,حكشتي,كشتيراني جمهوري اسلامي ايران,2443,7776439,114069514270,15170,15100,14420,-750,-4.94,14670,-500,-3.3,14420,15370,1400-2-29,2021-05-19
