,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,وهامون,سرمايه گذاري هامون صبا,93317,93129576,409581634596,4194,4403,4403,209,4.98,4398,204,4.86,4237,4403,1400-6-9,2021-08-31
1,پالايش,صندوق پالايشي يكم-سهام,77316,129650741,11057694624360,87640,84500,84470,-3170,-3.62,85290,-2350,-2.68,80640,89500,1400-6-9,2021-08-31
2,شبندر,پالايش نفت بندرعباس,53486,1371969301,8147128249003,5704,5795,5980,276,4.84,5938,234,4.1,5610,5989,1400-6-9,2021-08-31
3,سپيد,سپيد ماكيان,49462,15292381,832378441460,54950,53010,54900,-50,-0.09,54430,-520,-0.95,52260,56570,1400-6-9,2021-08-31
4,دي,بانك دي,40588,1615699747,1988828283248,1232,1175,1259,27,2.19,1231,-1,-0.08,1171,1290,1400-6-9,2021-08-31
5,دارا يكم,صندوق واسطه گري مالي يكم-سهام,38248,30532735,4198723042070,142570,135500,136600,-5970,-4.19,137520,-5050,-3.54,130750,143500,1400-6-9,2021-08-31
6,شستا,سرمايه گذاري تامين اجتماعي,35400,224096874,3005071096150,13990,13300,13300,-690,-4.93,13410,-580,-4.15,13300,13830,1400-6-9,2021-08-31
7,شپنا,پالايش نفت اصفهان,28373,217042909,3050910598750,14650,13920,13920,-730,-4.98,14060,-590,-4.03,13920,14630,1400-6-9,2021-08-31
8,شتران,پالايش نفت تهران,23388,270137146,2993610394970,11530,10960,10980,-550,-4.77,11080,-450,-3.9,10960,11570,1400-6-9,2021-08-31
9,فولاد,فولاد مباركه اصفهان,23380,161311348,1923778199760,12100,11750,11900,-200,-1.65,11930,-170,-1.4,11570,12270,1400-6-9,2021-08-31
10,فملي,ملي‌ صنايع‌ مس‌ ايران‌,23371,126030336,1729513778870,13950,13510,13870,-80,-0.57,13720,-230,-1.65,13260,14190,1400-6-9,2021-08-31
11,خودرو,ايران‌ خودرو,22458,768809329,1706933113485,2319,2206,2207,-112,-4.83,2220,-99,-4.27,2204,2299,1400-6-9,2021-08-31
12,خساپا,سايپا,21529,881682963,1797723912708,2131,2025,2025,-106,-4.97,2039,-92,-4.32,2025,2119,1400-6-9,2021-08-31
13,بركت,گروه دارويي بركت,20834,43141487,1680258407150,39720,39000,38800,-920,-2.32,38950,-770,-1.94,37740,40500,1400-6-9,2021-08-31
14,كرمان,س. توسعه و عمران استان كرمان,16988,644301700,887501754149,1425,1354,1361,-64,-4.49,1377,-48,-3.37,1354,1429,1400-6-9,2021-08-31
15,فرابورس,فرابورس ايران,16547,102459393,3009579423543,28989,27540,30438,1449,5,29373,384,1.32,27540,30438,1400-6-9,2021-08-31
16,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,15300,448908787,1316541371046,3040,2888,2905,-135,-4.44,2933,-107,-3.52,2888,3085,1400-6-9,2021-08-31
17,نوري,پتروشيمي نوري,13785,10184793,1016068071420,101120,96090,101700,580,0.57,99760,-1360,-1.34,96070,104120,1400-6-9,2021-08-31
18,وبملت,بانك ملت,13268,414177443,1681235621927,4247,4035,4049,-198,-4.66,4059,-188,-4.43,4035,4199,1400-6-9,2021-08-31
19,خپارس,پارس‌ خودرو,12633,803791891,1039989785904,1348,1281,1289,-59,-4.38,1294,-54,-4.01,1281,1345,1400-6-9,2021-08-31
20,ذوب,سهامي ذوب آهن  اصفهان,12537,237326350,1134895021068,4679,4550,4810,131,2.8,4782,103,2.2,4530,4899,1400-6-9,2021-08-31
