,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,فتوسا,توليد و توسعه سرب روي ايرانيان,43150,20020456,328271178065,16947,16300,16250,-697,-4.11,16397,-550,-3.25,16100,16890,1400-4-16,2021-07-07
1,ولكار,ليزينگ كارآفرين,34762,16746739,78240764608,4450,4672,4672,222,4.99,4672,222,4.99,4672,4672,1400-4-16,2021-07-07
2,گدنا,تهيه توزيع غذاي دنا آفرين فدك,26623,12240934,282383940345,22049,23000,23151,1102,5,23069,1020,4.63,22250,23151,1400-4-16,2021-07-07
3,بركت,گروه دارويي بركت,26607,51497521,2028988050960,39540,38790,39660,120,0.3,39400,-140,-0.35,37800,40800,1400-4-16,2021-07-07
4,فملي,ملي‌ صنايع‌ مس‌ ايران‌,26270,154200135,1984011430150,12760,12800,12830,70,0.55,12870,110,0.86,12660,13140,1400-4-16,2021-07-07
5,شستا,سرمايه گذاري تامين اجتماعي,23479,86065983,1171861207910,13750,13790,13540,-210,-1.53,13620,-130,-0.95,13370,13930,1400-4-16,2021-07-07
6,پالايش,صندوق پالايشي يكم-سهام,20541,16774222,1179135317620,71490,71000,69990,-1500,-2.1,70290,-1200,-1.68,69750,71000,1400-4-16,2021-07-07
7,فولاد,فولاد مباركه اصفهان,17032,116233464,1216297653510,10690,10490,10420,-270,-2.53,10460,-230,-2.15,10330,10720,1400-4-16,2021-07-07
8,شپنا,پالايش نفت اصفهان,14401,88799494,1140092506020,13060,12800,12700,-360,-2.76,12840,-220,-1.68,12610,13100,1400-4-16,2021-07-07
9,نوري,پتروشيمي نوري,13881,19302947,1760715320560,89470,91000,93040,3570,3.99,91210,1740,1.94,89280,93800,1400-4-16,2021-07-07
10,كرمان,س. توسعه و عمران استان كرمان,13340,469127781,624836604825,1303,1303,1339,36,2.76,1332,29,2.23,1260,1359,1400-4-16,2021-07-07
11,فگستر,گسترش صنايع روي ايرانيان,12928,11623564,158963861264,13025,13676,13676,651,5,13676,651,5,13676,13676,1400-4-16,2021-07-07
12,دارا يكم,صندوق واسطه گري مالي يكم-سهام,11349,7764431,958369107830,124560,123500,122910,-1650,-1.32,123430,-1130,-0.91,122780,124260,1400-4-16,2021-07-07
13,خساپا,سايپا,11236,392963587,744103026464,1923,1920,1880,-43,-2.24,1894,-29,-1.51,1860,1944,1400-4-16,2021-07-07
14,خودرو,ايران‌ خودرو,11015,276970044,573703034059,2105,2100,2063,-42,-2,2071,-34,-1.62,2040,2121,1400-4-16,2021-07-07
15,شتران,پالايش نفت تهران,10878,70986187,666714903650,9720,9590,9320,-400,-4.12,9390,-330,-3.4,9240,9700,1400-4-16,2021-07-07
16,پترول,گ.س.وت.ص.پتروشيمي خليج فارس,10248,57285218,560384306560,9650,9770,9750,100,1.04,9780,130,1.35,9590,9980,1400-4-16,2021-07-07
17,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,10070,119113281,1548621326630,12450,12930,12920,470,3.78,13000,550,4.42,12660,13070,1400-4-16,2021-07-07
18,سپيدار,سپيدار سيستم آسيا,9761,1770266,114083162350,63710,66889,63721,11,0.02,64444,734,1.15,63180,66889,1400-4-16,2021-07-07
19,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,9574,217153121,563516479066,2671,2650,2570,-101,-3.78,2595,-76,-2.85,2560,2690,1400-4-16,2021-07-07
20,كيسون,شركت كيسون,8910,78448151,793014855144,10020,9820,10220,200,2,10109,89,0.89,9820,10220,1400-4-16,2021-07-07
21,كمند,صندوق س. با درآمد ثابت كمند,8615,346917625,3471259544831,10170,10007,10006,-164,-1.61,10006,-164,-1.61,10005,10008,1400-4-16,2021-07-07
22,چخزر,صنايع چوب خزر كاسپين,8358,2131166,80079003311,37060,37642,37500,440,1.19,37575,515,1.39,36550,38204,1400-4-16,2021-07-07
23,ثعمرا,عمران و توسعه شاهد,8303,49480993,537774286733,10956,10510,11100,144,1.31,10868,-88,-0.8,10510,11422,1400-4-16,2021-07-07
24,ثبهساز,بهساز كاشانه تهران,8264,130878786,269310210586,1972,1980,2070,98,4.97,2058,86,4.36,1932,2070,1400-4-16,2021-07-07
25,اپال,فرآوري معدني اپال كاني پارس,7725,5041223,103635543840,20640,20980,20180,-460,-2.23,20570,-70,-0.34,20010,20980,1400-4-16,2021-07-07
26,كاما,باما,7676,122570021,1157337392940,9010,9110,9460,450,4.99,9440,430,4.77,9050,9460,1400-4-16,2021-07-07
27,غكورش,صنعت غذايي كورش,7331,7878214,302183502620,36840,38150,38500,1660,4.51,38360,1520,4.13,37500,38800,1400-4-16,2021-07-07
28,وخارزم,سرمايه گذاري خوارزمي,7242,85723686,488776293360,5460,5580,5730,270,4.95,5700,240,4.4,5490,5730,1400-4-16,2021-07-07
29,شگويا,پتروشيمي تندگويان,6948,28628256,296484490541,10636,10624,10290,-346,-3.25,10356,-280,-2.63,10166,10760,1400-4-16,2021-07-07
30,كزغال,زغال سنگ پروده طبس,6912,4936785,176938945883,36861,35630,35320,-1541,-4.18,35841,-1020,-2.77,35310,36700,1400-4-16,2021-07-07
31,وبملت,بانك ملت,6366,139210596,558617386548,4055,4027,4020,-35,-0.86,4013,-42,-1.04,3963,4079,1400-4-16,2021-07-07
32,ذوب,سهامي ذوب آهن  اصفهان,6213,95416797,342774749251,3702,3610,3580,-122,-3.3,3592,-110,-2.97,3520,3679,1400-4-16,2021-07-07
33,ولغدر,ليزينگ‌خودروغدير,6139,23722068,472539595860,20810,19770,19770,-1040,-5,19920,-890,-4.28,19770,20450,1400-4-16,2021-07-07
34,آريان,سرمايه گذاري پارس آريان,6126,139745947,2067138196295,14212,14922,14300,88,0.62,14792,580,4.08,14199,14922,1400-4-16,2021-07-07
