,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,پالايش,صندوق پالايشي يكم-سهام,16868,13934351,960621749710,70140,69850,69030,-1110,-1.58,68940,-1200,-1.71,68290,70050,1400-9-10,2021-12-01
1,دارا يكم,صندوق واسطه گري مالي يكم-سهام,14922,11282019,1275674964880,114800,114850,112180,-2620,-2.28,113070,-1730,-1.51,111700,115950,1400-9-10,2021-12-01
2,شستا,سرمايه گذاري تامين اجتماعي,10034,51277288,559533005810,11190,11020,10930,-260,-2.32,10910,-280,-2.5,10760,11100,1400-9-10,2021-12-01
3,فولاد,فولاد مباركه اصفهان,9695,63712750,641740004640,10100,10080,10130,30,0.3,10070,-30,-0.3,9980,10190,1400-9-10,2021-12-01
4,فجهان,مجتمع جهان فولاد سيرجان,9189,37426780,206302698850,5358,5350,5525,167,3.12,5512,154,2.87,5345,5619,1400-9-10,2021-12-01
5,سپيدار,سپيدار سيستم آسيا,8572,1885139,35447920190,17966,18000,18864,898,5,18804,838,4.66,18000,18864,1400-9-10,2021-12-01
6,وتجارت,بانك تجارت,8093,224989595,424829550816,1857,1900,1905,48,2.58,1888,31,1.67,1840,1947,1400-9-10,2021-12-01
7,پترول,گ.س.وت.ص.پتروشيمي خليج فارس,7331,131556985,329945190623,2623,2580,2505,-118,-4.5,2508,-115,-4.38,2492,2610,1400-9-10,2021-12-01
8,فسبزوار,پارس فولاد سبزوار,6432,11335111,380694938220,33900,33900,34000,100,0.29,33590,-310,-0.91,33270,34030,1400-9-10,2021-12-01
9,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,6280,183361321,468943072013,2671,2650,2544,-127,-4.75,2557,-114,-4.27,2538,2660,1400-9-10,2021-12-01
10,شبندر,پالايش نفت بندرعباس,6232,57271043,335612253550,6020,5960,5880,-140,-2.33,5860,-160,-2.66,5770,5990,1400-9-10,2021-12-01
11,وبملت,بانك ملت,6186,135775207,401961908671,2995,3040,2953,-42,-1.4,2960,-35,-1.17,2901,3060,1400-9-10,2021-12-01
12,نوري,پتروشيمي نوري,6186,3670773,396704884170,111240,110940,107980,-3260,-2.93,108070,-3170,-2.85,106600,112100,1400-9-10,2021-12-01
13,كرمان,س. توسعه و عمران استان كرمان,5763,183246259,169900476749,959,952,927,-32,-3.34,927,-32,-3.34,916,955,1400-9-10,2021-12-01
