,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,سپيد,سپيد ماكيان,44318,10016511,392847561420,37360,39220,39220,1860,4.98,39220,1860,4.98,39220,39220,1400-5-17,2021-08-08
1,دي,بانك دي,26767,833221068,931342026433,1141,1136,1113,-28,-2.45,1118,-23,-2.02,1101,1150,1400-5-17,2021-08-08
2,وهامون,سرمايه گذاري هامون صبا,21989,11597050,30998914650,2546,2673,2673,127,4.99,2673,127,4.99,2673,2673,1400-5-17,2021-08-08
3,پالايش,صندوق پالايشي يكم-سهام,21603,24141425,1708285147820,70730,70180,70420,-310,-0.44,70760,30,0.04,70060,71350,1400-5-17,2021-08-08
4,شستا,سرمايه گذاري تامين اجتماعي,19280,86618659,1164309744080,13390,13230,13370,-20,-0.15,13440,50,0.37,13230,13650,1400-5-17,2021-08-08
5,بركت,گروه دارويي بركت,18288,31935268,1251181771040,39920,40100,38880,-1040,-2.61,39180,-740,-1.85,38090,40560,1400-5-17,2021-08-08
6,فولاد,فولاد مباركه اصفهان,18100,253156718,2785194821720,10550,11020,11000,450,4.27,11000,450,4.27,10860,11120,1400-5-17,2021-08-08
7,وسديد,گروه ‌صنعتي‌سديد,16568,283983338,432432911094,1573,1511,1536,-37,-2.35,1523,-50,-3.18,1511,1563,1400-5-17,2021-08-08
8,ومدير,گ.مديريت ارزش سرمايه ص ب كشوري,15794,104520381,481443065202,4432,4530,4652,220,4.96,4606,174,3.93,4480,4653,1400-5-17,2021-08-08
9,شپنا,پالايش نفت اصفهان,14557,103402014,1341857386330,12680,12510,13000,320,2.52,12980,300,2.37,12510,13200,1400-5-17,2021-08-08
10,فملي,ملي‌ صنايع‌ مس‌ ايران‌,14355,60771523,842212215270,13920,13650,13900,-20,-0.14,13860,-60,-0.43,13630,13990,1400-5-17,2021-08-08
11,كرمان,س. توسعه و عمران استان كرمان,14084,512910152,680005165954,1270,1310,1333,63,4.96,1326,56,4.41,1290,1333,1400-5-17,2021-08-08
12,دارا يكم,صندوق واسطه گري مالي يكم-سهام,12949,7330221,882428102110,121620,121750,119190,-2430,-2,120380,-1240,-1.02,119010,121750,1400-5-17,2021-08-08
13,خودرو,ايران‌ خودرو,12293,281489324,560052594680,2010,2000,1977,-33,-1.64,1990,-20,-1,1969,2036,1400-5-17,2021-08-08
14,گدنا,تهيه توزيع غذاي دنا آفرين فدك,12081,10503550,216730577078,21541,20800,20464,-1077,-5,20634,-907,-4.21,20464,21500,1400-5-17,2021-08-08
15,ولكار,ليزينگ كارآفرين,11884,13497009,57033628631,4108,4150,4245,137,3.33,4226,118,2.87,4090,4310,1400-5-17,2021-08-08
16,بوعلي,پتروشيمي بوعلي سينا,11687,7810882,505283738310,62110,63580,65210,3100,4.99,64690,2580,4.15,62260,65210,1400-5-17,2021-08-08
17,لطيف,محصولات كاغذي لطيف,11493,2110264,116488697188,52845,53200,55487,2642,5,55201,2356,4.46,53000,55487,1400-5-17,2021-08-08
18,فارس,صنايع پتروشيمي خليج فارس,11072,101646383,1335761019300,12750,12790,13200,450,3.53,13140,390,3.06,12600,13380,1400-5-17,2021-08-08
19,پترول,گ.س.وت.ص.پتروشيمي خليج فارس,10657,64754941,677582506140,10610,10500,10440,-170,-1.6,10460,-150,-1.41,10320,10600,1400-5-17,2021-08-08
20,ثاميد,توسعه و عمران اميد,10309,46553551,84721270170,1769,1790,1821,52,2.94,1820,51,2.88,1788,1839,1400-5-17,2021-08-08
21,فگستر,گسترش صنايع روي ايرانيان,9997,5501981,79257125333,14555,14250,14330,-225,-1.55,14405,-150,-1.03,13946,14730,1400-5-17,2021-08-08
22,خساپا,سايپا,9899,325316773,586367079073,1812,1805,1795,-17,-0.94,1802,-10,-0.55,1777,1849,1400-5-17,2021-08-08
23,وبملت,بانك ملت,9662,197116093,758513804579,3894,3920,3800,-94,-2.41,3848,-46,-1.18,3700,3929,1400-5-17,2021-08-08
24,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,9600,203779145,515824460122,2593,2570,2522,-71,-2.74,2531,-62,-2.39,2508,2600,1400-5-17,2021-08-08
25,فتوسا,توليد و توسعه سرب روي ايرانيان,9297,6010651,86631959001,14633,14301,14300,-333,-2.28,14413,-220,-1.5,14200,14730,1400-5-17,2021-08-08
26,چخزر,صنايع چوب خزر كاسپين,8732,4146016,168148819701,39153,39900,40000,847,2.16,40557,1404,3.59,39500,41110,1400-5-17,2021-08-08
27,شتران,پالايش نفت تهران,8723,62233803,577634866150,9220,9100,9220,0,0,9280,60,0.65,9060,9490,1400-5-17,2021-08-08
28,نوري,پتروشيمي نوري,7957,5664862,550043266020,94780,93390,98500,3720,3.92,97100,2320,2.45,93050,99000,1400-5-17,2021-08-08
29,غكورش,صنعت غذايي كورش,7718,5345935,235574010570,43290,43500,43880,590,1.36,44070,780,1.8,43000,44950,1400-5-17,2021-08-08
30,وتجارت,بانك تجارت,7244,196374922,500188916860,2544,2568,2515,-29,-1.14,2547,3,0.12,2500,2573,1400-5-17,2021-08-08
31,خپارس,پارس‌ خودرو,6872,246521723,272000559093,1129,1115,1106,-23,-2.04,1103,-26,-2.3,1088,1133,1400-5-17,2021-08-08
32,كاما,باما,6818,41588957,497357476150,11640,11540,11960,320,2.75,11960,320,2.75,11410,12220,1400-5-17,2021-08-08
