,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ,gregorian_date
0,توسن,توسعه سامانه ي نرم افزاري نگين,22966,14820884,219578994614,15284,15000,15060,-224,-1.47,14816,-468,-3.06,14520,15326,1400-7-28,2021-10-20
1,پالايش,صندوق پالايشي يكم-سهام,19420,17830827,1269258833390,72810,71250,71250,-1560,-2.14,71180,-1630,-2.24,70510,71760,1400-7-28,2021-10-20
2,فجهان,مجتمع جهان فولاد سيرجان,16012,68043383,407580444226,5995,5940,6150,155,2.59,5990,-5,-0.08,5881,6152,1400-7-28,2021-10-20
3,شپنا,پالايش نفت اصفهان,15509,94340136,1120551188500,12330,12180,11940,-390,-3.16,11880,-450,-3.65,11720,12180,1400-7-28,2021-10-20
4,دي,بانك دي,14453,471098879,441637197263,965,954,932,-33,-3.42,937,-28,-2.9,925,964,1400-7-28,2021-10-20
5,شتران,پالايش نفت تهران,14051,210375968,993045839980,5180,4690,4820,-360,-6.95,4720,-460,-8.88,4550,4880,1400-7-28,2021-10-20
6,فسبزوار,پارس فولاد سبزوار,13932,8235121,287128282500,35140,34660,34900,-240,-0.68,34870,-270,-0.77,34600,35350,1400-7-28,2021-10-20
7,فرابورس,فرابورس ايران,11335,40101095,897219582936,21928,21330,23000,1072,4.89,22374,446,2.03,21150,23024,1400-7-28,2021-10-20
8,كيمياتك,آريان كيميا تك,10860,2474741,69573636150,29140,29000,27880,-1260,-4.32,28110,-1030,-3.53,27690,29100,1400-7-28,2021-10-20
9,كالا,بورس كالاي ايران,10255,31703943,987648124100,30440,30000,31960,1520,4.99,31150,710,2.33,29450,31960,1400-7-28,2021-10-20
10,دارا يكم,صندوق واسطه گري مالي يكم-سهام,9835,5401097,639751790120,120540,119400,118300,-2240,-1.86,118450,-2090,-1.73,117380,119980,1400-7-28,2021-10-20
11,وسديد,گروه ‌صنعتي‌سديد,8239,174926719,203171202434,1115,1168,1170,55,4.93,1161,46,4.13,1115,1170,1400-7-28,2021-10-20
12,مديريت,س. و خدمات مديريت صند. ب كشوري,7986,7881271,71800032220,9287,9150,9129,-158,-1.7,9110,-177,-1.91,9012,9290,1400-7-28,2021-10-20
13,فملي,ملي‌ صنايع‌ مس‌ ايران‌,7752,57632709,779720976500,13820,13600,13470,-350,-2.53,13530,-290,-2.1,13460,13660,1400-7-28,2021-10-20
14,شبندر,پالايش نفت بندرعباس,7462,100372396,662033098430,6740,6610,6580,-160,-2.37,6600,-140,-2.08,6500,6710,1400-7-28,2021-10-20
15,خودرو,ايران‌ خودرو,7384,203667935,358024533620,1780,1789,1738,-42,-2.36,1758,-22,-1.24,1725,1813,1400-7-28,2021-10-20
16,امين,تامين سرمايه امين,6634,7953742,95801305730,11980,12200,11990,10,0.08,12040,60,0.5,11700,12440,1400-7-28,2021-10-20
17,خساپا,سايپا,6631,215185921,354350815396,1681,1680,1620,-61,-3.63,1647,-34,-2.02,1616,1700,1400-7-28,2021-10-20
18,فولاد,فولاد مباركه اصفهان,6227,53755334,567244587130,10770,10620,10470,-300,-2.79,10550,-220,-2.04,10430,10660,1400-7-28,2021-10-20
19,تپكو,توليدتجهيزات‌سنگين‌هپكو,5921,148145394,407132182809,2683,2763,2712,29,1.08,2748,65,2.42,2680,2763,1400-7-28,2021-10-20
20,كمند,صندوق س. با درآمد ثابت كمند,5458,209204093,2107080677513,10066,10071,10072,6,0.06,10072,6,0.06,10071,10075,1400-7-28,2021-10-20
21,گدنا,تهيه توزيع غذاي دنا آفرين فدك,4932,4068000,66111160672,15743,15600,16289,546,3.47,16252,509,3.23,15600,16530,1400-7-28,2021-10-20
