Open,Low,High,Close,Date,symbol,volume,gregorian_date,SMA5,EWMA5,RSI
5900.0,5710.0,5930.0,5910.0,1400-1-7,خپارس,34794750,2021-03-27,,5910.0,
6260.0,6110.0,6260.0,6250.0,1400-1-8,خپارس,161273112,2021-03-28,,6114.0,
6210.0,6130.0,6350.0,6190.0,1400-1-10,خپارس,61489110,2021-03-30,,6150.0,
6170.0,6070.0,6310.0,6160.0,1400-1-11,خپارس,44631861,2021-03-31,,6154.153846153846,
6150.0,6040.0,6150.0,6060.0,1400-1-14,خپارس,9232003,2021-04-03,6114.0,6118.009478672986,
5940.0,5940.0,5940.0,6030.0,1400-1-15,خپارس,2633414,2021-04-04,6138.0,6085.849624060151,
5910.0,5910.0,5910.0,6000.0,1400-1-16,خپارس,2118308,2021-04-05,6088.0,6055.454103933949,
5910.0,5880.0,6050.0,5900.0,1400-1-17,خپارس,34717930,2021-04-06,6030.0,6001.53211736717,
5800.0,5790.0,5900.0,5800.0,1400-1-18,خپارس,11024715,2021-04-07,5958.0,5932.560638464349,
5690.0,5690.0,5690.0,5750.0,1400-1-21,خپارس,3859964,2021-04-10,5896.0,5870.6331753554505,
5640.0,5640.0,5640.0,5730.0,1400-1-22,خپارس,1930796,2021-04-11,5836.0,5823.207157093988,
5620.0,5620.0,5620.0,5670.0,1400-1-23,خپارس,5189627,2021-04-12,5770.0,5771.741440612883,
5620.0,5560.0,5930.0,5700.0,1400-1-24,خپارس,85730598,2021-04-13,5730.0,5747.704117755723,
5600.0,5590.0,5650.0,5590.0,1400-1-25,خپارس,22796547,2021-04-14,5688.0,5694.955388396516,
1040.0,988.0,1060.0,1020.0,1400-3-22,خپارس,540383456,2021-06-12,4742.0,4133.070113387416,3.0119446089552753
1050.0,1042.0,1071.0,1067.0,1400-3-23,خپارس,836731006,2021-06-13,3809.4,3109.4884017041422,3.9529240184341177
1100.0,1090.0,1120.0,1114.0,1400-3-24,خپارس,967019423,2021-06-14,2898.2,2443.649802105808,4.946078010677667
1140.0,1060.0,1158.0,1103.0,1400-3-25,خپارس,595784573,2021-06-15,1978.8,1996.4639511334833,4.933220925521056
1059.0,1054.0,1114.0,1075.0,1400-3-26,خپارس,290798218,2021-06-16,1075.8,1689.170682916571,4.898316664648689
1045.0,1023.0,1086.0,1045.0,1400-3-29,خپارس,349477521,2021-06-19,1080.8,1474.3825289907052,4.858651293856596
1048.0,998.0,1050.0,1014.0,1400-3-30,خپارس,363188738,2021-06-20,1070.2,1320.8909131085115,4.815259314315426
