Open,Low,High,Close,Date,symbol,volume,gregorian_date,SMA5,EWMA5,RSI
2900.0,2850.0,3070.0,3020.0,1400-1-7,خگستر,385926596,2021-03-27,,3020.0,
3100.0,3000.0,3190.0,3080.0,1400-1-8,خگستر,332963922,2021-03-28,,3056.0000000000005,
3060.0,3020.0,3070.0,3030.0,1400-1-10,خگستر,129292120,2021-03-30,,3043.6842105263154,
2970.0,2970.0,3000.0,2970.0,1400-1-11,خگستر,22512012,2021-03-31,,3013.076923076923,
2920.0,2920.0,2920.0,2950.0,1400-1-14,خگستر,6651446,2021-04-03,3010.0,2988.862559241706,
2900.0,2900.0,2900.0,2940.0,1400-1-15,خگستر,1727340,2021-04-04,2994.0,2971.007518796993,
2890.0,2890.0,2890.0,2910.0,1400-1-16,خگستر,10195189,2021-04-05,2960.0,2949.4074793589125,
2860.0,2860.0,2910.0,2860.0,1400-1-17,خگستر,147925736,2021-04-06,2926.0,2918.394924662966,
2810.0,2810.0,2810.0,2820.0,1400-1-18,خگستر,11835205,2021-04-07,2896.0,2884.7206718481043,
2770.0,2770.0,2770.0,2800.0,1400-1-21,خگستر,8509314,2021-04-10,2866.0,2855.9820766910816,
2750.0,2750.0,2750.0,2780.0,1400-1-22,خگستر,8284469,2021-04-11,2834.0,2830.3584829153797,
2730.0,2730.0,2730.0,2730.0,1400-1-23,خگستر,35681635,2021-04-12,2798.0,2796.645820098797,
2730.0,2680.0,2820.0,2730.0,1400-1-24,خگستر,344903441,2021-04-13,2772.0,2774.315809980386,
2710.0,2680.0,2730.0,2690.0,1400-1-25,خگستر,29501597,2021-04-14,2746.0,2746.1139348191628,
2640.0,2640.0,2640.0,2680.0,1400-1-28,خگستر,3750028,2021-04-17,2722.0,2724.025514141767,8.402015549342607
2630.0,2630.0,2630.0,2670.0,1400-1-29,خگستر,2500022,2021-04-18,2700.0,2705.9895507766946,8.082590922213399
2620.0,2620.0,2620.0,2650.0,1400-1-30,خگستر,6253310,2021-04-19,2684.0,2687.307405568806,7.470847294674286
